nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_S_score,GB_IMD_S_rank,GB_IMD_S_decile
E,E01023065,16.767,10.0,10.299999999999999,18.433236934130136,20622.0,5
E,E01020830,16.278,10.299999999999999,11.200000000000001,18.432873861803934,20623.0,5
E,E01017385,17.454,11.600000000000001,8.0,18.431389373399526,20624.0,5
E,E01006911,17.475,6.2,10.7,18.430084495233686,20625.0,5
E,E01020410,20.164,6.4,4.8,18.42872202669204,20626.0,5
E,E01029956,20.816,5.6000000000000005,3.8,18.427902870979455,20627.0,5
S,S01012476,18.42767150498766,10.0,9.0,18.42767150498766,20628.0,5
E,E01014732,17.875,9.4,8.200000000000001,18.42681102248461,20629.0,5
E,E01023621,16.748,11.600000000000001,9.5,18.423712252687487,20630.0,5
E,E01029620,17.472,10.299999999999999,8.6,18.423117678916753,20631.0,5
E,E01015361,16.866,10.9,9.6,18.42296963751349,20632.0,5
E,E01015651,17.562,10.9,8.1,18.422890079260938,20633.0,5
E,E01020117,18.591,7.9,7.3999999999999995,18.41935947946845,20634.0,5
E,E01029165,19.615,6.9,5.7,18.41846680093125,20635.0,5
E,E01032447,17.768,9.6,8.3,18.416458772195657,20636.0,5
W,W01000578,13.6,10.0,8.0,18.416141628677156,20637.0,5
E,E01018207,18.491,8.3,7.3999999999999995,18.415088530528468,20638.0,5
E,E01005857,16.471,13.700000000000001,9.0,18.41367393767841,20639.0,5
E,E01023869,17.945,10.4,7.5,18.412373317047127,20640.0,5
E,E01006949,16.563,13.100000000000001,9.1,18.411087917372956,20641.0,5
E,E01015051,19.438,7.8,5.6000000000000005,18.41009293056712,20642.0,5
E,E01002213,17.998,13.3,5.8999999999999995,18.408937852210155,20643.0,5
S,S01009424,18.40794039816256,12.0,9.0,18.40794039816256,20644.0,5
S,S01013365,18.407811711742443,9.0,9.0,18.407811711742443,20645.0,5
E,E01026380,16.729,11.200000000000001,9.700000000000001,18.40767131050724,20646.0,5
E,E01028290,16.073,11.799999999999999,10.8,18.404736168560227,20647.0,5
E,E01031663,16.976,11.700000000000001,8.9,18.402910727581403,20648.0,5
S,S01009023,18.402341401826888,10.0,7.0,18.402341401826888,20649.0,5
E,E01027796,18.375,9.700000000000001,6.9,18.40166502561393,20650.0,5
E,E01005596,17.795,9.4,8.3,18.400753885047084,20651.0,5
E,E01033413,17.052,9.2,10.0,18.399721720371502,20652.0,5
E,E01001201,17.646,11.200000000000001,7.7,18.39903288597612,20653.0,5
E,E01026773,15.91,10.100000000000001,12.0,18.39875050978766,20654.0,5
S,S01009496,18.3980752349444,12.0,8.0,18.3980752349444,20655.0,5
W,W01001756,16.7,9.0,4.0,18.39782169445114,20656.0,5
E,E01004614,17.52,12.7,7.199999999999999,18.396176662273476,20657.0,5
E,E01027971,17.565,7.3999999999999995,9.8,18.395815479519936,20658.0,5
E,E01023396,17.5,11.799999999999999,7.7,18.39572913415199,20659.0,5
E,E01033490,19.576,9.1,4.6,18.395383639780686,20660.0,5
E,E01018921,17.852,10.299999999999999,7.7,18.393904831058354,20661.0,5
E,E01026944,17.17,10.8,8.9,18.38847465790613,20662.0,5
E,E01026047,17.312,10.0,9.0,18.38802411207067,20663.0,5
E,E01006202,17.623,7.5,9.6,18.38713558913263,20664.0,5
E,E01002833,19.197,8.3,5.800000000000001,18.386769356961295,20665.0,5
E,E01032934,17.632,10.2,8.200000000000001,18.3849154050569,20666.0,5
E,E01029208,19.384,7.3,5.8999999999999995,18.38457594611353,20667.0,5
E,E01024606,17.734,7.6,9.3,18.383569802978453,20668.0,5
W,W01001891,12.3,13.0,9.0,18.38232097257634,20669.0,5
S,S01007908,18.38172867814455,11.0,9.0,18.38172867814455,20670.0,5
E,E01022330,18.373,9.2,7.1,18.38048647749701,20671.0,5
E,E01017781,16.574,11.899999999999999,9.6,18.379714213512237,20672.0,5
E,E01024156,18.648,9.6,6.3,18.379120635495543,20673.0,5
E,E01004348,18.169,12.2,6.0,18.37600979484255,20674.0,5
E,E01002138,17.468,13.0,7.1,18.37481751790784,20675.0,5
S,S01007439,18.3744468489912,12.0,9.0,18.3744468489912,20676.0,5
E,E01023936,18.522,10.5,6.1,18.37430953357162,20677.0,5
E,E01030174,20.001,6.0,5.2,18.372977495980088,20678.0,5
E,E01030259,19.812,6.800000000000001,5.2,18.372967944961175,20679.0,5
S,S01012579,18.37204579582833,11.0,6.0,18.37204579582833,20680.0,5
E,E01012261,17.26,11.899999999999999,8.1,18.3718779762951,20681.0,5
E,E01002169,18.14,12.3,6.0,18.371839386021723,20682.0,5
E,E01023082,18.991,8.5,6.1,18.3716185734813,20683.0,5
E,E01030310,17.217,10.9,8.7,18.37126242065777,20684.0,5
E,E01022960,17.633,11.1,7.7,18.370625243145664,20685.0,5
S,S01011076,18.369611721796947,12.0,11.0,18.369611721796947,20686.0,5
E,E01002118,18.653,10.9,5.6000000000000005,18.369236397317664,20687.0,5
E,E01006227,16.399,11.0,10.4,18.367027044277204,20688.0,5
S,S01007363,18.365586996816337,12.0,11.0,18.365586996816337,20689.0,5
E,E01016165,17.8,8.4,8.7,18.365377799881372,20690.0,5
E,E01031018,17.865,9.3,8.1,18.364734089064317,20691.0,5
E,E01007771,17.47,9.4,8.9,18.3646395843731,20692.0,5
W,W01000067,13.7,9.0,8.0,18.36404436432883,20693.0,5
S,S01013172,18.3620814605631,11.0,10.0,18.3620814605631,20694.0,5
E,E01024525,16.346,11.0,10.5,18.361912940044075,20695.0,5
E,E01011731,19.141,8.4,5.800000000000001,18.361655914936062,20696.0,5
W,W01000076,15.0,10.0,6.0,18.360363047092225,20697.0,5
E,E01023723,16.707,12.6,8.9,18.359171705022234,20698.0,5
S,S01011267,18.35813265412437,11.0,13.0,18.35813265412437,20699.0,5
S,S01009370,18.3577749047967,8.0,11.0,18.3577749047967,20700.0,5
S,S01009021,18.355852538053576,8.0,6.0,18.355852538053576,20701.0,5
S,S01011804,18.35505049743348,10.0,9.0,18.35505049743348,20702.0,5
S,S01007655,18.354732404567194,7.0,6.0,18.354732404567194,20703.0,5
W,W01000311,13.0,13.0,8.0,18.354431681783872,20704.0,5
E,E01029841,17.922,9.0,8.1,18.35397527863304,20705.0,5
E,E01028646,18.03,10.9,6.9,18.353947123453317,20706.0,5
W,W01001721,18.8,5.0,2.0,18.351655795411165,20707.0,5
S,S01009196,18.350501633454694,13.0,8.0,18.350501633454694,20708.0,5
S,S01010446,18.348921840550904,13.0,8.0,18.348921840550904,20709.0,5
E,E01026722,17.187,10.9,8.7,18.347992383763994,20710.0,5
E,E01023539,18.377,8.799999999999999,7.199999999999999,18.34628960265611,20711.0,5
E,E01024174,17.978,9.5,7.7,18.345047304600335,20712.0,5
E,E01002584,18.791,8.799999999999999,6.3,18.34344946327733,20713.0,5
E,E01018654,17.64,6.4,10.0,18.342743558547944,20714.0,5
E,E01031440,17.122,8.0,10.299999999999999,18.34211983384346,20715.0,5
E,E01028244,17.84,8.1,8.7,18.341432635210282,20716.0,5
E,E01001293,17.362,11.3,8.1,18.341052340675027,20717.0,5
E,E01002671,17.739,9.700000000000001,8.1,18.340295774816394,20718.0,5
E,E01022701,17.183,9.1,9.6,18.339025077514325,20719.0,5
E,E01028331,19.139,7.3,6.3,18.338522488597864,20720.0,5
W,W01001047,11.5,13.0,10.0,18.33754301672272,20721.0,5
E,E01021021,17.729,11.1,7.3999999999999995,18.33710047836811,20722.0,5
E,E01015762,18.593,9.6,6.3,18.336458901190284,20723.0,5
E,E01020161,15.509,13.8,10.8,18.33373867848692,20724.0,5
E,E01017030,19.633,7.9,4.9,18.32769807059867,20725.0,5
S,S01007522,18.32705834493168,13.0,10.0,18.32705834493168,20726.0,5
S,S01010765,18.326417764283597,13.0,8.0,18.326417764283597,20727.0,5
S,S01007033,18.325944996208637,11.0,11.0,18.325944996208637,20728.0,5
E,E01007194,17.113,10.100000000000001,9.2,18.323982749410185,20729.0,5
W,W01000645,13.3,11.0,8.0,18.32290439973331,20730.0,5
E,E01027368,18.302,8.4,7.5,18.322807552553364,20731.0,5
S,S01011597,18.322306470419356,9.0,8.0,18.322306470419356,20732.0,5
E,E01028864,18.394,8.4,7.3,18.322176410469186,20733.0,5
E,E01015768,17.666,10.299999999999999,7.9,18.321623190875354,20734.0,5
E,E01025548,16.482,10.4,10.4,18.321463718624408,20735.0,5
E,E01026210,17.107,10.7,8.9,18.321283620252704,20736.0,5
S,S01006607,18.32071329322725,10.0,9.0,18.32071329322725,20737.0,5
E,E01005773,18.046,7.9,8.3,18.320587124411066,20738.0,5
E,E01020516,16.432,10.0,10.7,18.317373365933136,20739.0,5
S,S01008677,18.315857588015103,8.0,7.0,18.315857588015103,20740.0,5
E,E01019225,19.484,6.5,5.8999999999999995,18.315551054347566,20741.0,5
S,S01011381,18.314767306587058,10.0,8.0,18.314767306587058,20742.0,5
E,E01004346,18.181,12.6,5.6000000000000005,18.314628473189153,20743.0,5
E,E01031401,17.604,11.700000000000001,7.3,18.314089458090407,20744.0,5
E,E01018648,20.042,5.7,5.1,18.313811704926245,20745.0,5
E,E01003706,16.311,15.2,8.3,18.31245241693772,20746.0,5
E,E01016297,17.369,11.899999999999999,7.7,18.312440599892305,20747.0,5
W,W01000507,13.8,8.0,8.0,18.311947099980504,20748.0,5
S,S01012870,18.309312470085285,11.0,10.0,18.309312470085285,20749.0,5
S,S01011987,18.306924700061572,11.0,9.0,18.306924700061572,20750.0,5
S,S01011106,18.30630882886699,12.0,7.0,18.30630882886699,20751.0,5
E,E01020778,16.289,7.199999999999999,12.4,18.30531897454448,20752.0,5
E,E01018845,17.81,9.6,7.9,18.30505164673009,20753.0,5
E,E01001319,18.036,11.0,6.7,18.30493250245013,20754.0,5
E,E01029287,17.831,9.700000000000001,7.8,18.303668338453008,20755.0,5
S,S01009541,18.30301880775061,7.0,8.0,18.30301880775061,20756.0,5
E,E01018380,16.225,10.6,10.8,18.302750166704197,20757.0,5
S,S01010267,18.30133140151161,6.0,9.0,18.30133140151161,20758.0,5
E,E01013200,18.605,7.000000000000001,7.5,18.301299482709716,20759.0,5
E,E01016398,17.919,10.100000000000001,7.3999999999999995,18.301237776930513,20760.0,5
E,E01032697,17.541,11.700000000000001,7.3999999999999995,18.30121867489269,20761.0,5
E,E01029279,19.581,6.6000000000000005,5.6000000000000005,18.301125917642963,20762.0,5
E,E01028999,18.806,8.5,6.3,18.30011260119476,20763.0,5
E,E01008224,17.943,8.799999999999999,8.0,18.297620089826495,20764.0,5
S,S01013368,18.296676467735196,11.0,6.0,18.296676467735196,20765.0,5
S,S01009306,18.29620175954409,12.0,11.0,18.29620175954409,20766.0,5
E,E01008434,17.432,8.0,9.5,18.294606527512123,20767.0,5
E,E01020926,17.231,11.4,8.200000000000001,18.293760100694566,20768.0,5
E,E01032114,16.701,10.5,9.8,18.29368118245019,20769.0,5
E,E01009647,17.974,11.200000000000001,6.7,18.29348901322263,20770.0,5
S,S01008975,18.291620005215577,11.0,8.0,18.291620005215577,20771.0,5
S,S01009250,18.29142679674216,8.0,11.0,18.29142679674216,20772.0,5
E,E01025020,15.896,13.3,10.100000000000001,18.290328293579734,20773.0,5
E,E01018080,17.853,10.299999999999999,7.3999999999999995,18.286691616117174,20774.0,5
E,E01020072,20.053,5.7,5.0,18.286347757508082,20775.0,5
E,E01016492,18.526,10.0,6.1,18.28579240427503,20776.0,5
S,S01009083,18.284417663887957,11.0,8.0,18.284417663887957,20777.0,5
W,W01000291,12.9,13.0,8.0,18.281764435137788,20778.0,5
E,E01015243,17.096,11.700000000000001,8.3,18.280013109481235,20779.0,5
S,S01009246,18.278496139344085,12.0,8.0,18.278496139344085,20780.0,5
W,W01000712,12.5,11.0,9.0,18.278126443879692,20781.0,5
E,E01033459,18.586,9.9,6.0,18.278012223606886,20782.0,5
E,E01015617,18.898,7.000000000000001,6.800000000000001,18.27659611641779,20783.0,5
E,E01028881,18.22,8.1,7.7,18.27622349307267,20784.0,5
E,E01021008,17.648,10.9,7.5,18.273619752681153,20785.0,5
E,E01030843,19.231,7.9,5.6000000000000005,18.26785363617654,20786.0,5
E,E01000803,17.243,11.600000000000001,8.0,18.267723447246617,20787.0,5
S,S01012633,18.26743494115133,8.0,7.0,18.26743494115133,20788.0,5
E,E01000487,17.634,12.3,6.800000000000001,18.267321784647034,20789.0,5
S,S01013256,18.266357627180803,11.0,11.0,18.266357627180803,20790.0,5
E,E01018157,18.949,7.1,6.6000000000000005,18.26248655075527,20791.0,5
E,E01029425,20.188,4.8,5.1,18.26214357622092,20792.0,5
E,E01021898,15.774,11.5,11.200000000000001,18.261824764106297,20793.0,5
E,E01007057,17.68,10.5,7.6,18.261141578941118,20794.0,5
E,E01012151,17.501,8.5,9.0,18.25976594185418,20795.0,5
E,E01029189,16.58,12.0,9.2,18.258707003950626,20796.0,5
E,E01023836,17.391,11.899999999999999,7.5,18.257512705055976,20797.0,5
E,E01021435,16.632,9.8,10.2,18.25587755347595,20798.0,5
E,E01001685,17.339,12.5,7.3,18.25512914694059,20799.0,5
E,E01030240,16.775,8.6,10.5,18.254899423389432,20800.0,5
E,E01014119,17.037,12.0,8.200000000000001,18.25322428984038,20801.0,5
E,E01019897,16.55,11.700000000000001,9.4,18.25245767508582,20802.0,5
E,E01029853,17.036,11.799999999999999,8.3,18.251796995870162,20803.0,5
E,E01021355,17.647,9.6,8.1,18.250610368165656,20804.0,5
E,E01030426,17.436,10.100000000000001,8.3,18.250556831453604,20805.0,5
E,E01016393,17.255,8.9,9.3,18.25023636286878,20806.0,5
S,S01011568,18.248620778504197,9.0,8.0,18.248620778504197,20807.0,5
E,E01028191,16.123,12.5,9.9,18.24782063610567,20808.0,5
E,E01023848,17.123,11.799999999999999,8.1,18.247287514303693,20809.0,5
E,E01014532,18.595,9.3,6.2,18.24704206217453,20810.0,5
E,E01026132,19.597,8.200000000000001,4.6,18.246757024017956,20811.0,5
E,E01023081,17.549,9.4,8.4,18.245935876797315,20812.0,5
S,S01009482,18.243522962604096,11.0,10.0,18.243522962604096,20813.0,5
E,E01008530,16.005,11.4,10.7,18.242698616615836,20814.0,5
E,E01027947,17.027,10.6,8.9,18.240906228359478,20815.0,5
E,E01019873,18.939,8.200000000000001,6.0,18.240315668056745,20816.0,5
E,E01026520,16.34,8.200000000000001,11.600000000000001,18.240147284795057,20817.0,5
E,E01003771,16.92,13.200000000000001,7.8,18.238373490955627,20818.0,5
E,E01006490,17.772,9.0,8.1,18.237625094164148,20819.0,5
E,E01030363,16.549,12.8,8.799999999999999,18.237267803455428,20820.0,5
E,E01026306,16.479,12.7,9.0,18.236639679085215,20821.0,5
E,E01031507,21.038,4.0,3.5999999999999996,18.234925192611207,20822.0,5
E,E01031449,17.392,10.2,8.3,18.234751404185882,20823.0,5
E,E01026496,17.073,8.799999999999999,9.700000000000001,18.23472602265356,20824.0,5
E,E01028975,16.802,12.3,8.5,18.233903097539553,20825.0,5
E,E01032279,18.179,10.0,6.7,18.23261340987894,20826.0,5
E,E01020093,16.916,12.2,8.3,18.232012689000996,20827.0,5
E,E01020319,19.403,5.4,6.4,18.231139864189085,20828.0,5
E,E01022980,18.47,6.4,7.9,18.23062573274565,20829.0,5
E,E01024766,17.335,11.200000000000001,7.9,18.229792758735712,20830.0,5
E,E01015019,16.96,11.799999999999999,8.4,18.228842530018472,20831.0,5
E,E01021197,17.777,10.299999999999999,7.3999999999999995,18.22774085598627,20832.0,5
S,S01007245,18.226539769419823,11.0,6.0,18.226539769419823,20833.0,5
S,S01010187,18.22513090750053,9.0,8.0,18.22513090750053,20834.0,5
E,E01001571,17.934,10.4,7.000000000000001,18.223859498790006,20835.0,5
E,E01012727,18.171,9.0,7.199999999999999,18.22314993633847,20836.0,5
E,E01020368,15.945,14.099999999999998,9.4,18.222953641963628,20837.0,5
S,S01012506,18.222814137974684,10.0,11.0,18.222814137974684,20838.0,5
E,E01017588,18.125,8.6,7.5,18.222162255233044,20839.0,5
E,E01003781,17.125,14.399999999999999,6.7,18.22131369477626,20840.0,5
S,S01012992,18.21966094320365,13.0,9.0,18.21966094320365,20841.0,5
E,E01028941,17.259,9.3,9.0,18.218645992322923,20842.0,5
S,S01010188,18.217887884437108,8.0,7.0,18.217887884437108,20843.0,5
E,E01007222,17.025,9.5,9.4,18.21777280202128,20844.0,5
E,E01030586,16.856,11.0,9.0,18.2175591530501,20845.0,5
E,E01025656,17.793,8.799999999999999,8.1,18.217266199636818,20846.0,5
E,E01024447,16.248,11.600000000000001,10.0,18.215859775853914,20847.0,5
E,E01026151,16.716,10.6,9.5,18.215651278235928,20848.0,5
E,E01028314,17.347,9.1,8.9,18.214260552579155,20849.0,5
E,E01027029,17.453,11.4,7.5,18.21398431375403,20850.0,5
E,E01009042,18.483,9.2,6.4,18.21383588615303,20851.0,5
E,E01014986,15.764,10.100000000000001,11.799999999999999,18.213510408346178,20852.0,5
E,E01026464,18.863,6.800000000000001,6.800000000000001,18.21279981968874,20853.0,5
S,S01012115,18.21151435739659,9.0,7.0,18.21151435739659,20854.0,5
E,E01020527,17.103,11.1,8.4,18.211495317976745,20855.0,5
E,E01011861,16.595,10.5,9.8,18.211460385425507,20856.0,5
S,S01010610,18.20783611153544,7.0,13.0,18.20783611153544,20857.0,5
E,E01002590,18.708,8.799999999999999,6.1,18.20707643931278,20858.0,5
E,E01024122,17.814,11.600000000000001,6.6000000000000005,18.206681696215874,20859.0,5
E,E01001599,17.402,9.4,8.6,18.20390528457623,20860.0,5
E,E01001718,20.149,7.199999999999999,3.8,18.2037157468649,20861.0,5
E,E01032935,16.828,13.200000000000001,7.9,18.203008338760583,20862.0,5
E,E01006773,17.63,9.6,8.0,18.20142771964663,20863.0,5
E,E01027979,16.889,8.799999999999999,10.0,18.199992012542697,20864.0,5
S,S01013119,18.198091115188017,8.0,7.0,18.198091115188017,20865.0,6
E,E01007830,16.297,10.9,10.2,18.19759237010344,20866.0,6
E,E01032216,17.367,9.700000000000001,8.5,18.195732494450397,20867.0,6
E,E01018076,17.082,10.9,8.5,18.19455466607734,20868.0,6
E,E01025629,17.085,9.9,9.0,18.193623539397926,20869.0,6
E,E01023970,16.734,10.6,9.4,18.19361700609298,20870.0,6
S,S01008005,18.192437447121137,12.0,7.0,18.192437447121137,20871.0,6
E,E01033579,21.114,5.4,2.6,18.190448452420785,20872.0,6
E,E01014101,19.857,6.0,5.0,18.189288730331523,20873.0,6
E,E01013771,17.258,11.3,7.9,18.188390290884836,20874.0,6
E,E01004663,17.986,9.2,7.3999999999999995,18.188291884404908,20875.0,6
E,E01007158,16.942,9.1,9.700000000000001,18.188085408746854,20876.0,6
E,E01028870,19.411,6.7,5.6000000000000005,18.187586335421376,20877.0,6
W,W01000477,15.5,10.0,5.0,18.18713926300759,20878.5,6
W,W01001838,15.5,10.0,5.0,18.18713926300759,20878.5,6
E,E01019149,18.128,8.0,7.7,18.186538086421933,20880.0,6
E,E01022507,16.771,10.4,9.4,18.185668797909003,20881.0,6
E,E01026205,15.393,12.1,11.5,18.184227939451873,20882.0,6
E,E01004254,18.74,10.7,5.0,18.18409381828136,20883.0,6
E,E01010882,17.698,9.6,7.8,18.182180548047437,20884.0,6
E,E01001295,17.222,12.4,7.3999999999999995,18.182048337157585,20885.0,6
S,S01006586,18.18193171436335,8.0,5.0,18.18193171436335,20886.0,6
E,E01027477,19.799,6.4,4.9,18.181599538763617,20887.0,6
E,E01022666,17.999,9.5,7.199999999999999,18.181354859029906,20888.0,6
E,E01007833,16.972,10.7,8.799999999999999,18.18057215995149,20889.0,6
S,S01012373,18.17964341619374,11.0,11.0,18.17964341619374,20890.0,6
E,E01018826,17.249,10.7,8.200000000000001,18.179454401595425,20891.0,6
S,S01007266,18.179354817951765,10.0,8.0,18.179354817951765,20892.0,6
S,S01009549,18.179221978969316,13.0,8.0,18.179221978969316,20893.0,6
E,E01019654,16.577,10.4,9.8,18.179174403112757,20894.0,6
E,E01017016,19.349,7.7,5.2,18.178749350488907,20895.0,6
E,E01006208,16.03,13.3,9.5,18.178290026029995,20896.0,6
E,E01020858,16.137,9.9,11.0,18.17821625913881,20897.0,6
E,E01004441,18.76,9.4,5.6000000000000005,18.177373459591514,20898.0,6
E,E01008696,16.458,10.299999999999999,10.100000000000001,18.17653484609525,20899.0,6
S,S01009582,18.17590853965083,12.0,9.0,18.17590853965083,20900.0,6
S,S01008572,18.1751445241161,13.0,9.0,18.1751445241161,20901.0,6
E,E01018187,17.289,10.7,8.1,18.17448482317458,20902.0,6
E,E01019011,17.247,9.1,9.0,18.172690057212435,20903.0,6
E,E01023900,17.795,11.1,6.800000000000001,18.172316793859142,20904.0,6
E,E01018625,18.151,9.0,7.1,18.171640284130074,20905.0,6
E,E01010109,18.57,8.6,6.4,18.17137523208607,20906.0,6
E,E01016212,17.424,10.7,7.8,18.171211106358943,20907.0,6
E,E01027126,17.676,10.8,7.199999999999999,18.169025610767882,20908.0,6
E,E01015244,16.794,10.8,9.1,18.168816117395863,20909.0,6
E,E01023845,17.02,12.0,8.0,18.168045347042145,20910.0,6
E,E01014133,17.151,8.3,9.6,18.16761202341574,20911.0,6
S,S01012238,18.167274119513987,12.0,9.0,18.167274119513987,20912.0,6
S,S01007565,18.166682083922304,9.0,7.0,18.166682083922304,20913.0,6
E,E01013831,18.146,8.4,7.3999999999999995,18.165807066426503,20914.0,6
E,E01027884,17.68,8.799999999999999,8.200000000000001,18.165612021616134,20915.0,6
E,E01000825,17.0,10.299999999999999,8.9,18.164991314625617,20916.0,6
W,W01000905,12.0,13.0,9.0,18.164319232638086,20917.5,6
W,W01001000,12.0,13.0,9.0,18.164319232638086,20917.5,6
S,S01013021,18.163649890005505,12.0,7.0,18.163649890005505,20919.0,6
E,E01017412,19.802,5.5,5.3,18.16299607798147,20920.0,6
E,E01025122,16.935,8.4,10.0,18.162376895073876,20921.0,6
E,E01020657,17.366,10.5,8.0,18.16156703656976,20922.0,6
E,E01009520,18.463,8.6,6.6000000000000005,18.160371355723356,20923.0,6
S,S01011882,18.155474987404144,11.0,10.0,18.155474987404144,20924.0,6
E,E01019994,18.154,8.7,7.199999999999999,18.154991701569205,20925.0,6
E,E01028322,16.829,9.2,9.8,18.15475519090266,20926.0,6
E,E01002083,17.724,11.3,6.800000000000001,18.15389229356351,20927.0,6
E,E01004753,16.395,12.6,9.0,18.153159615606153,20928.0,6
E,E01004215,17.411,13.4,6.4,18.15192622856111,20929.0,6
E,E01013935,16.966,8.6,9.8,18.151077931658662,20930.0,6
E,E01022486,17.28,11.0,7.9,18.15048310407748,20931.0,6
W,W01001553,13.8,11.0,7.0,18.149680615648677,20932.0,6
E,E01004580,18.717,10.6,5.0,18.147929496486316,20933.0,6
S,S01009149,18.147123305497143,8.0,8.0,18.147123305497143,20934.0,6
E,E01029789,17.563,8.6,8.5,18.146199840215065,20935.0,6
E,E01007748,17.049,8.6,9.6,18.14346577850635,20936.0,6
E,E01002433,16.922,11.1,8.6,18.143092017276043,20937.0,6
S,S01013322,18.142702112716776,11.0,8.0,18.142702112716776,20938.0,6
S,S01012442,18.141529479761843,9.0,6.0,18.141529479761843,20939.0,6
S,S01007551,18.13809376486069,8.0,6.0,18.13809376486069,20940.0,6
E,E01020517,18.86,6.2,6.9,18.13652534921966,20941.0,6
E,E01032660,17.864,9.8,7.199999999999999,18.13161157353737,20942.0,6
E,E01032385,16.96,9.3,9.4,18.130706468398458,20943.0,6
E,E01014679,17.444,10.0,8.0,18.130449331611153,20944.0,6
E,E01003697,17.925,11.3,6.3,18.129820069355752,20945.0,6
S,S01007548,18.129197780482528,12.0,6.0,18.129197780482528,20946.0,6
E,E01022410,16.177,12.8,9.3,18.128700817368642,20947.0,6
S,S01013147,18.128489426391003,14.0,8.0,18.128489426391003,20948.0,6
E,E01003756,16.868,13.0,7.7,18.125394545707557,20949.0,6
S,S01007050,18.123428525932457,10.0,10.0,18.123428525932457,20950.0,6
S,S01011855,18.12292318501376,11.0,10.0,18.12292318501376,20951.0,6
E,E01023011,20.399,5.7,3.8,18.122773318332428,20952.0,6
E,E01018828,17.174,10.299999999999999,8.4,18.11997605721346,20953.0,6
E,E01001347,18.682,10.2,5.2,18.119477867962722,20954.0,6
E,E01017851,16.51,13.5,8.200000000000001,18.11930671105364,20955.0,6
E,E01005387,16.821,11.0,8.799999999999999,18.118418188115594,20956.0,6
S,S01007951,18.11616874921061,10.0,9.0,18.11616874921061,20957.0,6
W,W01000982,12.5,14.0,8.0,18.115859959547862,20958.0,6
E,E01011156,16.821,10.0,9.3,18.115160057746806,20959.0,6
E,E01025002,16.723,11.0,9.0,18.114395322821014,20960.0,6
E,E01003312,17.586,9.9,7.7,18.114281329894244,20961.0,6
E,E01003228,18.146,9.1,6.9,18.114093316265837,20962.0,6
E,E01018900,18.983,8.5,5.4,18.11343917035513,20963.0,6
S,S01008156,18.11256941823829,10.0,8.0,18.11256941823829,20964.0,6
E,E01031579,17.328,10.0,8.200000000000001,18.112464444180308,20965.0,6
E,E01001931,18.489,9.8,5.800000000000001,18.112455888915424,20966.0,6
E,E01029054,18.408,6.800000000000001,7.5,18.111844986754267,20967.0,6
E,E01019815,16.225,11.899999999999999,9.6,18.10900611764795,20968.0,6
E,E01025095,18.962,6.0,6.7,18.107002965747103,20969.0,6
E,E01017949,17.552,10.2,7.6,18.10688420766487,20970.0,6
S,S01011642,18.1056741222766,10.0,9.0,18.1056741222766,20971.0,6
E,E01006472,18.025,7.3999999999999995,8.0,18.104689414865348,20972.0,6
E,E01019955,15.963,11.799999999999999,10.2,18.10343493427442,20973.0,6
S,S01007534,18.10183175376681,13.0,11.0,18.10183175376681,20974.0,6
E,E01016254,18.331,10.8,5.6000000000000005,18.101147374481286,20975.0,6
E,E01023787,16.889,10.6,8.799999999999999,18.097867764368882,20976.0,6
W,W01000572,13.9,10.0,7.0,18.09758335130035,20977.0,6
E,E01012940,15.682,10.4,11.5,18.096888638528338,20978.0,6
S,S01008778,18.096610310721346,10.0,8.0,18.096610310721346,20979.0,6
S,S01011263,18.09553945255553,9.0,8.0,18.09553945255553,20980.0,6
E,E01000549,17.113,11.0,8.1,18.092939153927205,20981.0,6
E,E01002374,16.712,12.3,8.3,18.09210039829979,20982.0,6
E,E01000339,16.3,10.9,9.9,18.09193049095518,20983.0,6
E,E01006419,17.962,7.3999999999999995,8.1,18.09181863166763,20984.0,6
E,E01002319,16.802,12.5,8.0,18.090569546496454,20985.0,6
S,S01012078,18.09038975389617,11.0,8.0,18.09038975389617,20986.0,6
W,W01000684,14.8,9.0,6.0,18.090264042805643,20987.0,6
E,E01031240,16.055,13.3,9.2,18.08969284060383,20988.0,6
E,E01029180,18.7,7.8,6.3,18.08962408293467,20989.0,6
E,E01014096,19.404,5.800000000000001,5.800000000000001,18.089233607116206,20990.0,6
E,E01009496,18.442,8.1,6.7,18.08845882329449,20991.0,6
W,W01000148,13.2,14.0,7.0,18.087970668755396,20992.0,6
E,E01025740,16.927,9.0,9.5,18.086133841565054,20993.0,6
S,S01007106,18.085573215822336,9.0,9.0,18.085573215822336,20994.0,6
E,E01020335,15.232,9.1,13.100000000000001,18.085567311294763,20995.0,6
W,W01001507,12.8,12.0,8.0,18.084332677497297,20996.0,6
E,E01002443,19.901,7.3999999999999995,3.9,18.083994323175187,20997.0,6
E,E01011610,18.457,8.0,6.7,18.081769881564895,20998.0,6
E,E01014264,16.71,9.5,9.700000000000001,18.08142629747425,20999.0,6
E,E01015718,18.293,7.9,7.1,18.080221563485946,21000.0,6
E,E01031263,19.156,6.800000000000001,5.800000000000001,18.08010757055917,21001.0,6
E,E01026260,16.322,12.9,8.799999999999999,18.07951515113566,21002.0,6
S,S01006892,18.07946389842132,13.0,10.0,18.07946389842132,21003.0,6
E,E01002113,15.928,12.6,9.8,18.078893062193384,21004.0,6
