lsoa,pop
E01027971,"1,333"
E01027972,"2,460"
E01027973,"1,694"
E01027974,"1,599"
E01027975,"1,710"
E01027976,"2,023"
E01027977,"2,227"
E01027978,"2,152"
E01027979,"1,578"
E01027980,"1,619"
E01027981,"1,647"
E01027982,"1,440"
E01027983,"1,653"
E01027984,"1,477"
E01027985,"2,075"
E01027986,"1,425"
E01027987,"2,439"
E01027988,"1,590"
E01027989,"1,540"
E01027990,"1,752"
E01027991,"1,360"
E01027992,"2,605"
E01027993,"1,449"
E01027994,"1,428"
E01027995,"1,661"
E01027996,"2,143"
E01027997,"2,332"
E01027998,"1,827"
E01027999,"2,498"
E01028000,"2,279"
E01028001,"1,365"
E01028002,"1,313"
E01028003,"1,349"
E01028004,"1,595"
E01028005,"1,902"
E01028006,"1,565"
E01028007,"1,070"
E01028008,"1,402"
E01028009,"1,384"
E01028010,"1,330"
E01028011,"1,600"
E01028012,"1,362"
E01028013,"1,896"
E01028014,"1,530"
E01028015,"1,558"
E01028016,"1,384"
E01028017,"2,182"
E01028018,"1,414"
E01028019,"1,420"
E01028020,"1,887"
E01028021,"1,667"
E01028022,"1,645"
E01028023,"2,594"
E01028024,"2,060"
E01028025,"1,386"
E01028026,"1,609"
E01028027,"1,540"
E01028028,"1,911"
E01028029,"1,349"
E01028030,"1,286"
E01028031,"1,101"
E01028032,"1,369"
E01028033,"2,240"
E01028034,"2,324"
E01028035,"2,357"
E01028036,"3,028"
E01028037,"1,768"
E01028038,"1,483"
E01028039,"1,268"
E01028040,932
E01028041,"1,014"
E01028042,"1,463"
E01028043,"1,450"
E01028044,"1,662"
E01028045,"1,927"
E01028046,"1,577"
E01028047,"2,437"
E01028048,"1,645"
E01028049,"1,750"
E01028050,"1,886"
E01028051,"1,462"
E01028052,"1,665"
E01028053,"1,546"
E01028054,"1,492"
E01028055,"1,734"
E01028056,"1,363"
E01028057,"1,440"
E01028058,"1,854"
E01028059,"1,861"
E01028060,"1,864"
E01028061,"1,466"
E01028062,"2,319"
E01028063,"1,579"
E01028064,"1,445"
E01028065,"1,867"
E01028066,"1,905"
E01028067,"1,523"
E01028068,"2,061"
E01028069,"1,192"
E01028070,"1,061"
E01028073,"1,748"
E01028074,"2,098"
E01028075,"1,855"
E01028076,"1,094"
E01028077,"1,617"
E01028078,"1,841"
E01028079,"1,858"
E01028080,"1,905"
E01028081,"1,133"
E01028082,"1,211"
E01028083,"1,387"
E01028084,"1,845"
E01028085,"2,169"
E01028086,"1,455"
E01028087,"1,557"
E01028088,"1,439"
E01028089,"1,331"
E01028090,"1,456"
E01028091,"1,551"
E01028092,"1,451"
E01028093,"1,057"
E01028094,"1,809"
E01028095,"1,477"
E01028096,"2,057"
E01028097,"1,416"
E01028098,"1,760"
E01028099,"1,566"
E01028100,"1,894"
E01028101,"1,587"
E01028102,"1,337"
E01028103,"1,157"
E01028104,"1,581"
E01028105,"1,304"
E01028106,"1,476"
E01028107,"1,609"
E01028108,"1,501"
E01028109,"1,937"
E01028110,"1,707"
E01028111,"1,499"
E01028112,"1,537"
E01028113,"1,538"
E01028114,"1,441"
E01028115,"1,534"
E01028116,"1,679"
E01028117,"1,547"
E01028118,"1,702"
E01028119,"2,221"
E01028120,"1,691"
E01028121,"1,449"
E01028122,"1,592"
E01028123,"1,923"
E01028124,"1,646"
E01028125,"1,728"
E01028126,"1,470"
E01028127,"1,723"
E01028128,"1,731"
E01028129,"1,524"
E01028130,"1,909"
E01028131,"1,570"
E01028132,"1,104"
E01028133,"1,457"
E01028134,"1,550"
E01028135,"1,404"
E01028136,"1,737"
E01028137,"2,513"
E01028138,"1,215"
E01028139,"1,398"
E01033412,"2,287"
E01033413,"2,228"
E01028142,"2,214"
E01028143,"1,312"
E01028144,"1,547"
E01028146,"1,408"
E01028147,"1,164"
E01028148,"2,002"
E01028149,"1,675"
E01028150,"1,359"
E01028151,"1,171"
E01028152,"1,855"
E01028153,"1,355"
E01028154,"1,785"
E01028155,"1,349"
E01028156,"1,391"
E01028157,"1,302"
E01028158,"1,558"
E01028159,"1,356"
E01028160,"1,457"
E01028161,"1,648"
E01028162,"1,401"
E01028163,"1,304"
E01028164,"1,836"
E01028165,"1,511"
E01028166,"1,850"
E01028167,"1,960"
E01028168,"1,249"
E01028169,"1,463"
E01028170,"1,537"
E01028171,"1,450"
E01028172,"1,854"
E01028173,"1,048"
E01028174,"1,720"
E01028175,"1,799"
E01028176,"1,499"
E01028177,"1,505"
E01028178,"2,543"
E01028179,"1,383"
E01028180,"1,531"
E01028181,"1,483"
E01028182,"1,505"
E01028183,"1,245"
E01028184,"1,120"
E01028185,"1,842"
E01028186,"1,618"
E01028187,"1,521"
E01028188,"1,529"
E01028189,"2,562"
E01028190,"1,634"
E01028191,"1,720"
E01028192,"1,543"
E01028193,"1,555"
E01028194,"1,492"
E01028195,"1,467"
E01028196,"1,480"
E01028197,"1,452"
E01028198,"1,339"
E01028199,"1,477"
E01028200,"1,797"
E01028201,"1,118"
E01028202,"1,416"
E01028203,"1,511"
E01028204,"1,269"
E01028205,"1,707"
E01028206,"1,471"
E01028207,"1,627"
E01028208,"1,042"
E01028209,"1,522"
E01028210,"1,363"
E01028211,"1,297"
E01028212,"1,619"
E01028213,"1,891"
E01028214,"1,502"
E01028215,"1,353"
E01028216,"1,317"
E01028217,"1,388"
E01028218,"1,486"
E01032622,"1,265"
E01028219,"1,460"
E01028220,"1,921"
E01028222,"1,599"
E01028223,"1,394"
E01028224,"1,436"
E01028225,"1,590"
E01028226,"1,554"
E01028227,"1,364"
E01028228,"1,545"
E01028229,"1,390"
E01028230,"1,482"
E01028231,"1,483"
E01028232,"1,480"
E01028233,"2,007"
E01028234,"1,773"
E01028235,"1,591"
E01028236,"1,929"
E01028237,"1,689"
E01028238,"1,621"
E01028239,"1,615"
E01028240,"1,412"
E01028241,"2,993"
E01028242,"1,401"
E01028243,"1,915"
E01028244,"1,425"
E01028245,"1,330"
E01028246,"1,796"
E01028247,"1,884"
E01028248,"1,599"
E01028249,"1,392"
E01028250,"1,395"
E01028251,"1,524"
E01028252,"1,860"
E01028253,"1,585"
E01028254,"1,327"
E01028255,"1,306"
E01028256,"1,822"
E01028257,"1,579"
E01028258,"1,582"
E01028259,"1,791"
E01028260,"1,727"
E01028261,"1,733"
E01028262,"1,365"
E01028263,"1,616"
E01028264,"1,820"
E01028267,"2,029"
E01028268,"2,129"
E01028269,"1,647"
E01028270,"1,544"
E01028271,"1,824"
E01028272,"1,706"
E01028273,"1,424"
E01028274,"1,496"
E01028275,"1,644"
E01028276,"1,593"
E01028277,"1,270"
E01028278,"1,319"
E01028279,"1,399"
E01028280,"1,349"
E01028281,"1,555"
E01028282,"1,112"
E01028283,"2,390"
E01028284,"2,015"
E01033389,"1,420"
E01033390,"1,846"
E01033391,"1,214"
E01033392,"2,286"
E01028285,"1,265"
E01028286,"1,352"
E01028287,"1,525"
E01028288,"1,524"
E01028289,"1,282"
E01028290,"1,406"
E01028291,"1,742"
E01028292,"2,591"
E01028293,"2,013"
E01028294,"2,105"
E01028295,"1,893"
E01028296,"1,710"
E01028297,"2,071"
E01028298,"1,556"
E01028299,"1,259"
E01028300,"1,526"
E01028301,"2,056"
E01028302,"1,592"
E01028303,"1,494"
E01028304,"1,602"
E01028305,"1,642"
E01028306,"1,813"
E01028307,"1,320"
E01028308,"1,518"
E01028309,"1,369"
E01028310,"2,152"
E01028311,"1,831"
E01028312,"2,345"
E01028313,"2,076"
E01028314,"3,531"
E01028315,"1,519"
E01028316,"1,541"
E01028317,"1,651"
E01028318,"1,606"
E01028319,"2,012"
E01028320,"1,837"
E01028321,"1,500"
E01028322,"2,053"
E01028323,"1,708"
E01028325,"1,200"
E01028326,"1,315"
E01028327,"1,927"
E01028328,"1,712"
E01028329,"1,801"
E01028330,"1,624"
E01028331,"2,236"
E01028332,"1,628"
E01028333,"1,549"
E01028334,"1,731"
E01028335,"1,929"
E01028336,"1,158"
E01028337,"1,515"
E01028338,"1,728"
E01028339,"1,830"
E01028340,"1,542"
E01028341,"2,368"
E01028342,"1,561"
E01028343,"2,283"
E01028344,"1,371"
E01028345,"2,251"
E01028346,"2,067"
E01028347,"1,525"
E01028348,"1,544"
E01028349,"1,457"
E01028350,"1,169"
E01028351,"1,312"
E01028352,"1,099"
E01028353,"2,842"
E01033393,"3,278"
E01033394,"1,281"
E01028354,"1,513"
E01028355,"1,597"
E01028356,"1,457"
E01028357,"1,440"
E01028358,"1,415"
E01028359,"1,997"
E01028360,"2,531"
E01028361,"1,391"
E01028362,"1,423"
E01028363,"1,433"
E01028364,"1,807"
E01028365,"1,867"
E01028366,"1,347"
E01028367,"2,216"
E01028368,"1,513"
E01028369,"1,485"
E01028370,"1,552"
E01028371,"3,006"
E01028372,"1,289"
E01028373,"2,165"
E01028374,"1,438"
E01028375,"1,884"
E01028376,"1,657"
E01028377,"1,897"
E01028378,"2,019"
E01028379,"1,527"
E01028380,"1,267"
E01028381,"1,261"
E01028382,"1,494"
E01028383,"1,146"
E01028384,"1,788"
E01028385,"1,835"
E01028386,"1,799"
E01028387,"2,500"
E01028388,"1,727"
E01028389,"1,838"
E01028390,"2,058"
E01028391,"2,133"
E01028392,"2,247"
E01028393,"1,125"
E01028394,"1,547"
E01028395,"1,366"
E01028396,"1,617"
E01028397,"1,835"
E01028398,"1,568"
E01028399,"1,442"
E01028400,"1,699"
E01028401,"1,319"
E01028402,"1,892"
E01028403,"2,252"
E01028404,"1,700"
E01028405,"2,341"
E01028406,"1,668"
E01028407,"2,147"
E01028408,"2,370"
E01028409,"1,328"
E01028410,"1,318"
E01028411,"2,181"
E01028412,"2,008"
E01028413,"1,665"
E01028414,"1,601"
E01028415,"2,114"
E01028416,"1,792"
E01028417,"1,700"
E01028418,"1,532"
E01028419,"2,459"
E01028420,"1,379"
E01028421,"2,260"
E01028422,"1,623"
E01028423,"1,519"
E01028424,"4,215"
E01028425,"2,763"
E01028426,"1,297"
E01028427,"1,433"
E01028428,"1,335"
E01028429,"1,015"
E01028430,"1,754"
E01028431,"1,548"
E01028432,"1,795"
E01028433,"1,593"
E01028434,"1,710"
E01028435,"1,948"
E01028437,"1,539"
E01028438,"2,242"
E01028439,"1,373"
E01028440,"1,562"
E01028441,"2,377"
E01028443,"1,415"
E01028444,"1,413"
E01028445,"1,483"
E01028446,"1,586"
E01028447,"1,219"
E01028448,"1,593"
E01028449,"1,393"
E01028450,"1,448"
E01028451,"1,222"
E01028452,"1,409"
E01028453,"1,342"
E01028454,"1,638"
E01028455,"1,456"
E01028456,"1,395"
E01028457,"1,343"
E01028458,"1,523"
E01028459,"1,434"
E01028460,"1,996"
E01028461,"1,627"
E01028462,"1,497"
E01028463,"2,508"
E01028464,"1,595"
E01028465,"1,373"
E01028466,"1,698"
E01028467,"1,639"
E01028468,"2,425"
E01028469,"1,446"
E01028470,"1,604"
E01028471,"1,354"
E01028472,"1,240"
E01028473,"1,468"
E01028474,"1,783"
E01028475,"3,771"
E01028476,"2,814"
E01028477,"1,934"
E01028478,"1,411"
E01028479,"1,252"
E01028480,"1,497"
E01028481,"1,405"
E01028482,"1,249"
E01028483,"1,255"
E01028484,"1,067"
E01028485,"1,418"
E01028486,"1,150"
E01028487,"1,222"
E01028488,"1,613"
E01028489,"1,458"
E01028490,"1,279"
E01028491,"1,686"
E01028492,"1,477"
E01028493,"1,417"
E01028494,"1,173"
E01028495,"1,274"
E01028496,"1,380"
E01028497,"1,432"
E01028498,"1,728"
E01028499,"1,728"
E01028500,"2,116"
E01028501,"1,152"
E01028502,"1,204"
E01028503,"1,121"
E01028504,"1,496"
E01028505,"2,711"
E01028506,"1,694"
E01028507,"1,418"
E01028508,"1,026"
E01028509,"1,977"
E01028510,"1,570"
E01028511,"1,733"
E01028512,"1,754"
E01032941,"1,440"
E01032942,"1,759"
E01032943,"1,819"
E01032944,"1,217"
E01028513,"2,120"
E01028514,"1,369"
E01028515,"1,559"
E01028516,"1,854"
E01028517,"1,234"
E01028518,"1,499"
E01028519,"1,348"
E01028520,"1,571"
E01028521,"9,909"
E01028522,"3,497"
E01028523,"1,592"
E01028524,"1,536"
E01028525,"2,069"
E01028526,"1,949"
E01028527,"1,591"
E01028528,"1,506"
E01028529,"1,489"
E01028530,"1,622"
E01028531,"2,096"
E01028532,"2,489"
E01028533,"2,051"
E01028534,"1,110"
E01028535,"1,945"
E01028536,"1,423"
E01028537,"1,764"
E01028538,"1,588"
E01028539,"2,010"
E01028540,"6,721"
E01028541,"1,360"
E01028542,"1,687"
E01028543,"1,236"
E01028544,"1,241"
E01028545,"1,392"
E01028546,"1,676"
E01028547,"1,922"
E01028548,"1,720"
E01028549,"1,529"
E01028550,"1,448"
E01028551,"2,298"
E01028552,"1,870"
E01028553,"1,706"
E01028554,"1,356"
E01028555,"1,485"
E01028556,"1,846"
E01028557,"1,900"
E01028558,"1,469"
E01028559,"1,580"
E01028560,"1,509"
E01028561,"1,558"
E01028562,"1,575"
E01028563,"1,500"
E01028565,"1,200"
E01028567,"1,641"
E01028568,"1,429"
E01028569,"1,452"
E01028570,"1,764"
E01028571,"1,554"
E01028572,"1,467"
E01028573,"1,611"
E01028574,"1,260"
E01028575,"1,577"
E01028576,"1,324"
E01028577,"2,042"
E01028578,"1,376"
E01028579,"1,352"
E01028580,"1,943"
E01028581,"1,189"
E01028582,"1,336"
E01028583,"1,479"
E01028584,"2,320"
E01028585,"1,581"
E01028586,"1,517"
E01028587,"1,742"
E01028588,"1,524"
E01028591,"1,355"
E01028592,"1,427"
E01028594,"1,496"
E01028595,"1,384"
E01028596,"1,309"
E01028597,"1,416"
E01032554,"2,128"
E01032555,"2,105"
E01033282,"4,783"
E01028598,"2,471"
E01028599,"1,604"
E01028600,"1,456"
E01028601,"1,847"
E01028602,"1,590"
E01028603,"1,233"
E01028604,"1,500"
E01028605,"1,542"
E01028606,"1,679"
E01028607,"1,278"
E01028608,"1,200"
E01028609,"1,265"
E01028610,"1,428"
E01028611,"1,201"
E01028612,"1,302"
E01028613,"1,339"
E01028614,"2,083"
E01028615,"1,664"
E01028616,"1,521"
E01028617,"1,923"
E01028618,"2,659"
E01028619,"1,797"
E01028620,"2,896"
E01028621,"3,117"
E01028622,"1,942"
E01028623,"1,564"
E01028624,"2,062"
E01028625,"1,976"
E01028626,"1,610"
E01028627,"1,438"
E01028628,"1,435"
E01028629,"1,394"
E01028630,"1,494"
E01028631,"1,079"
E01028632,"1,335"
E01028633,"1,483"
E01028634,"1,318"
E01028635,"1,551"
E01028636,"1,358"
E01028637,"1,949"
E01028638,"1,394"
E01028639,"1,472"
E01028640,"1,375"
E01028641,"1,153"
E01028642,"1,459"
E01028643,"1,433"
E01028644,"1,675"
E01028645,"1,431"
E01028646,"1,166"
E01028647,"1,597"
E01028648,"2,236"
E01028649,"1,553"
E01028650,"2,045"
E01028651,"1,566"
E01028652,"2,033"
E01028653,"1,524"
E01028654,"1,589"
E01028655,"1,781"
E01028656,"1,325"
E01028657,"1,253"
E01028658,"1,352"
E01028659,"1,684"
E01028660,"1,841"
E01028661,"1,728"
E01028662,"1,332"
E01028663,"1,493"
E01028664,"1,440"
E01028665,"1,269"
E01028666,"1,431"
E01028667,"1,315"
E01028668,"1,299"
E01028669,"1,283"
E01028670,"1,459"
E01028671,"1,646"
E01028672,"2,454"
E01028673,"1,668"
E01028674,"1,406"
E01028675,"1,282"
E01028676,"2,236"
E01028677,"1,385"
E01028678,"1,537"
E01028679,"2,262"
E01028680,"1,657"
E01028681,"1,337"
E01028682,"1,219"
E01028683,"1,426"
E01028684,"1,353"
E01028685,"1,225"
E01028686,"1,395"
E01028688,"1,243"
E01028689,"1,507"
E01028690,"1,666"
E01028691,"1,698"
E01028692,"1,455"
E01028693,"1,593"
E01028694,"1,477"
E01028695,"1,619"
E01028696,"1,482"
E01028697,"1,602"
E01028698,"1,540"
E01028699,"1,626"
E01028700,"1,718"
E01028701,"1,566"
E01028702,"1,224"
E01028703,"1,863"
E01028704,"1,968"
E01028705,"1,270"
E01028706,"1,459"
E01028707,"1,536"
E01028708,"1,908"
E01028709,"1,804"
E01028710,"2,175"
E01028711,"1,750"
E01028712,"2,219"
E01028713,"2,544"
E01028714,"2,799"
E01028715,"1,748"
E01028716,"2,548"
E01028717,"1,591"
E01028718,"1,541"
E01028719,"1,691"
E01028720,"2,533"
E01028721,"1,290"
E01028722,"1,504"
E01028723,"1,715"
E01028724,"1,160"
E01028725,"2,194"
E01028726,"2,671"
E01028727,"3,742"
E01028728,"1,268"
E01028729,"1,862"
E01028730,"1,666"
E01028731,"2,067"
E01028732,"1,379"
E01028733,"1,362"
E01028734,"1,573"
E01028735,"1,696"
E01028736,"3,337"
E01028737,"2,414"
E01028738,"2,011"
E01028739,"2,406"
E01028740,"1,638"
E01028741,"1,927"
E01028742,"1,927"
E01028743,"1,624"
E01028744,"1,259"
E01028745,"1,595"
E01028746,"1,569"
E01028747,"1,791"
E01028748,"1,463"
E01028749,"2,538"
E01028750,"1,479"
E01028751,"1,477"
E01028752,"1,771"
E01028753,"1,741"
E01028754,"1,518"
E01028755,"1,681"
E01028756,"2,522"
E01028757,"2,066"
E01028758,"1,575"
E01028759,"1,611"
E01028760,"1,218"
E01028761,"1,298"
E01033305,"1,469"
E01033306,"1,970"
E01028762,"1,833"
E01028763,"2,029"
E01028764,"1,791"
E01028765,"2,339"
E01028766,"2,254"
E01028767,"2,014"
E01028771,"1,463"
E01028772,"2,087"
E01028773,"1,334"
E01028774,"3,036"
E01028775,"1,284"
E01028776,"1,924"
E01028777,"1,109"
E01028778,"1,459"
E01028779,"1,125"
E01028780,"2,133"
E01028781,"1,682"
E01028782,"1,482"
E01028783,"1,621"
E01028784,"2,102"
E01028785,"1,556"
E01028786,"1,248"
E01028787,"1,356"
E01028788,"1,955"
E01028789,"1,604"
E01028790,"1,242"
E01028791,"1,490"
E01028792,"1,109"
E01028793,"1,611"
E01028794,"1,473"
E01028795,"1,682"
E01028796,"1,602"
E01028797,"1,256"
E01028798,"2,068"
E01028799,"1,880"
E01028800,"1,329"
E01028801,"1,327"
E01028802,"1,581"
E01028804,"1,377"
E01028806,"1,969"
E01028807,"2,299"
E01028808,"1,860"
E01028809,"1,378"
E01028810,"1,334"
E01028811,"1,369"
E01028813,"1,258"
E01028814,"1,384"
E01028815,"1,244"
E01028816,"1,397"
E01028817,"1,483"
E01028818,"1,727"
E01028819,"2,007"
E01028820,"1,812"
E01028821,"1,480"
E01028822,"1,556"
E01028823,"1,300"
E01028824,"1,810"
E01028825,"1,227"
E01032947,"1,997"
E01032948,"1,995"
E01032949,"1,708"
E01032950,"1,821"
E01032951,"1,912"
E01032952,"1,397"
E01032953,"2,293"
E01032954,"2,779"
E01029018,"2,363"
E01029019,"2,697"
E01029020,"1,528"
E01029021,"1,204"
E01029022,"1,407"
E01029023,"1,335"
E01029024,"2,317"
E01029025,"1,362"
E01029026,"1,006"
E01029027,"1,494"
E01029028,"1,157"
E01029029,"1,711"
E01029030,"1,914"
E01029031,"1,680"
E01029032,"1,052"
E01029033,"1,365"
E01029034,"1,398"
E01029035,"2,559"
E01029036,"1,902"
E01029037,"1,326"
E01029038,"1,646"
E01029039,"1,539"
E01029040,"1,713"
E01029041,"2,086"
E01029042,"1,509"
E01029043,"1,740"
E01029044,"1,344"
E01029045,"1,684"
E01029046,"1,483"
E01029047,"1,487"
E01029050,"2,576"
E01029051,"1,475"
E01029052,"2,144"
E01029053,"2,386"
E01029054,"1,627"
E01029055,"1,227"
E01029056,"2,408"
E01029057,"2,200"
E01029058,"2,340"
E01029059,"2,134"
E01029060,"1,912"
E01029061,"2,738"
E01029062,"1,615"
E01029063,"2,716"
E01029064,"1,554"
E01029065,"1,502"
E01029066,"1,642"
E01029067,"1,781"
E01029068,"1,378"
E01029069,"1,055"
E01029070,"2,447"
E01029071,"1,542"
E01029072,"1,658"
E01029073,"1,290"
E01029074,"2,113"
E01029075,"1,339"
E01029076,"2,323"
E01029077,"1,962"
E01029078,"1,956"
E01029079,"1,586"
E01029080,"1,755"
E01029081,"1,835"
E01029082,"1,277"
E01029083,"1,347"
E01029084,"1,488"
E01032627,"2,251"
E01029085,"1,983"
E01029086,"2,220"
E01029089,"2,334"
E01029090,"3,304"
E01029091,"1,551"
E01029092,"1,409"
E01029093,"1,594"
E01029094,"1,929"
E01029095,"1,759"
E01029096,"1,574"
E01029097,"1,423"
E01029098,"1,635"
E01029099,"1,343"
E01029100,"1,466"
E01029101,"1,127"
E01029102,"2,045"
E01029103,"1,512"
E01029104,"1,765"
E01029105,"1,611"
E01029106,"1,745"
E01029107,"1,607"
E01029108,"2,027"
E01029109,"1,436"
E01029110,"2,047"
E01029111,"2,590"
E01029112,"2,036"
E01029113,"1,660"
E01029114,"1,441"
E01029115,"1,558"
E01029116,"1,648"
E01029117,"1,597"
E01029118,"1,657"
E01029119,"1,540"
E01029120,"1,430"
E01029121,"1,168"
E01029122,"1,384"
E01029123,"1,170"
E01029124,"1,824"
E01029125,"1,363"
E01029126,"1,500"
E01029127,"1,552"
E01029128,"2,074"
E01029129,"2,123"
E01029130,"2,045"
E01029131,"2,260"
E01029132,"1,577"
E01029133,"1,313"
E01029134,"2,054"
E01029135,"1,703"
E01029136,"2,233"
E01029137,"1,685"
E01029138,"1,469"
E01029139,"1,500"
E01029140,"3,390"
E01029142,"1,492"
E01029143,"1,516"
E01029144,"1,205"
E01029145,"2,064"
E01029147,"1,642"
E01029148,"1,595"
E01029149,"1,443"
E01029150,"1,348"
E01029151,"1,391"
E01029152,"2,306"
E01032629,"2,817"
E01032630,"2,864"
E01032631,"1,458"
E01032632,"1,562"
E01032633,"2,217"
E01032634,"1,268"
E01029153,"2,407"
E01029154,"1,739"
E01029155,"1,739"
E01029156,"1,866"
E01029157,"1,534"
E01029158,"1,524"
E01029159,"1,789"
E01029160,"2,753"
E01029161,"1,612"
E01029162,"1,525"
E01029163,"2,222"
E01029164,"1,650"
E01029165,"1,245"
E01029166,"2,302"
E01029167,"1,694"
E01029168,"1,614"
E01029169,"1,596"
E01029170,"1,235"
E01029171,"2,158"
E01029172,"1,495"
E01029173,"1,421"
E01029174,"1,103"
E01029175,"2,376"
E01029176,"1,221"
E01029177,"1,268"
E01029178,"1,452"
E01029179,"1,100"
E01029180,"1,413"
E01029181,"1,319"
E01029182,"1,599"
E01029183,"1,624"
E01029184,"1,770"
E01029185,"1,592"
E01029186,"1,440"
E01029187,"1,048"
E01029188,"1,444"
E01029189,"1,057"
E01029190,"1,360"
E01029191,"1,199"
E01029192,"1,445"
E01029193,"1,969"
E01029194,"2,666"
E01029195,"1,568"
E01029196,"1,613"
E01029197,"1,260"
E01029198,"1,256"
E01029199,"3,100"
E01029200,"1,448"
E01029201,"1,732"
E01029202,"1,184"
E01029203,"1,479"
E01029204,"1,207"
E01029205,"1,735"
E01029206,"1,570"
E01029207,"1,460"
E01029208,"1,178"
E01029209,"1,428"
E01029210,"1,695"
E01029211,"1,393"
E01029212,"1,067"
E01029213,"1,302"
E01029214,"1,146"
E01029215,"1,151"
E01029216,"1,568"
E01029217,"1,528"
E01029218,"2,132"
E01029219,"1,358"
E01029220,"1,263"
E01029221,"2,558"
E01029222,"1,666"
E01029223,"1,260"
E01029224,"1,825"
E01029225,"2,221"
E01029226,"1,593"
E01029227,"2,179"
E01029228,"2,001"
E01029229,"1,958"
E01029230,"2,244"
E01029231,"1,498"
E01029232,"1,691"
E01029233,"1,736"
E01029234,"2,141"
E01029235,"1,416"
E01029236,"1,502"
E01029237,"1,782"
E01029238,"1,555"
E01029239,"1,614"
E01029240,"1,581"
E01029241,"2,123"
E01029242,"1,500"
E01029243,"1,539"
E01029244,"1,523"
E01029245,"2,194"
E01029246,"1,385"
E01029247,"1,666"
E01029248,"1,520"
E01029249,"1,252"
E01029250,"1,205"
E01029251,"1,831"
E01029252,"1,438"
E01029253,"2,954"
E01029254,"1,372"
E01029255,"1,416"
E01029345,"1,996"
E01029346,"1,831"
E01029347,"1,542"
E01029348,"1,835"
E01029349,"1,361"
E01029350,"1,538"
E01029351,"1,647"
E01029352,"1,286"
E01029353,"1,410"
E01029354,"1,482"
E01029355,"1,638"
E01029356,"1,423"
E01029357,"1,719"
E01029358,"1,317"
E01029359,"2,310"
E01029360,"1,606"
E01029361,"1,427"
E01029362,"1,683"
E01029363,"1,471"
E01029364,"1,658"
E01029365,"1,580"
E01029366,"1,665"
E01029367,"2,265"
E01029368,"1,186"
E01029369,"1,188"
E01029370,"1,373"
E01029371,"1,478"
E01029372,"1,298"
E01029373,"2,393"
E01029374,"2,243"
E01029375,"2,569"
E01029376,"1,864"
E01029377,"1,431"
E01029378,"1,695"
E01029379,"1,645"
E01029380,"1,524"
E01029381,"1,500"
E01029382,"1,683"
E01029383,"1,756"
E01029384,"3,187"
E01029385,"1,587"
E01029386,"1,463"
E01029387,"1,585"
E01029388,"1,423"
E01029389,"1,574"
E01029390,"1,101"
E01029391,"1,793"
E01029392,"1,744"
E01029393,"1,607"
E01029394,"1,417"
E01029395,"1,753"
E01029396,"1,636"
E01029397,"2,676"
E01029398,"1,676"
E01029399,"1,518"
E01029400,"1,634"
E01029401,"1,526"
E01029402,"2,256"
E01029403,"1,473"
E01029404,"1,617"
E01029405,"1,608"
E01029406,"1,291"
E01029407,"1,743"
E01029408,"2,399"
E01029409,"2,225"
E01029410,"1,646"
E01029411,"1,449"
E01029412,"1,322"
E01029413,"1,395"
E01029414,"1,744"
E01029415,"1,639"
E01029416,"1,519"
E01029417,"1,541"
E01029418,"1,922"
E01029419,"1,383"
E01029420,"1,788"
E01029422,"1,287"
E01029423,"1,526"
E01029424,"1,015"
E01029425,"2,459"
E01029426,"2,269"
E01029427,"1,684"
E01029428,"2,117"
E01029429,"1,470"
E01029430,"1,966"
E01029431,"1,609"
E01029432,"1,361"
E01029433,"1,616"
E01029434,"1,600"
E01029435,"1,451"
E01029436,"1,820"
E01029437,"2,821"
E01029438,"1,460"
E01029439,"1,372"
E01029440,"1,298"
E01029441,"1,630"
E01029442,"1,697"
E01029443,"1,670"
E01029444,"1,523"
E01029445,"2,614"
E01029446,"1,997"
E01029447,"1,926"
E01029448,"1,821"
E01029449,"1,709"
E01029450,"1,512"
E01029451,"1,734"
E01029452,"1,522"
E01029453,"1,495"
E01029454,"1,567"
E01029455,"1,761"
E01029456,"1,411"
E01029457,"1,214"
E01029458,"1,592"
E01029459,"1,559"
E01029460,"1,663"
E01029461,"1,954"
E01029462,"1,739"
E01029463,"1,250"
E01029464,"1,510"
E01029465,"1,916"
E01029466,"1,737"
E01029467,"1,976"
E01029468,"1,755"
E01029469,"1,805"
E01029470,"1,629"
E01029471,"1,779"
E01029472,"1,623"
E01029473,"1,320"
E01029474,"1,158"
E01032896,"1,274"
E01032897,"1,566"
E01032898,"1,331"
E01029475,"2,006"
E01029476,"1,393"
E01029477,"1,613"
E01029478,"1,483"
E01029479,"3,293"
E01029480,"1,855"
E01029481,"3,148"
E01029482,"1,616"
E01029483,"1,571"
E01029484,"1,702"
E01029485,"1,504"
E01029486,"1,388"
E01029487,"1,628"
E01029488,"2,345"
E01029489,"1,595"
E01029490,"1,429"
E01029491,"1,729"
E01029492,"2,160"
E01029493,"1,931"
E01029494,"1,521"
E01029495,"1,577"
E01029496,"1,926"
E01029497,"2,648"
E01029498,"2,000"
E01029499,"1,675"
E01029500,"1,571"
E01029501,"1,668"
E01029502,"1,658"
E01029503,"1,638"
E01029504,"1,768"
E01029505,"1,584"
E01029506,"1,762"
E01029507,"1,636"
E01029508,"2,217"
E01029509,"1,801"
E01029511,"1,557"
E01029512,"1,845"
E01029513,"1,416"
E01029514,"1,597"
E01029515,"1,719"
E01029516,"1,882"
E01029517,"1,876"
E01029518,"2,850"
