nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_S_score,original_decile,S_expanded_decile,UK_IMD_S_rank,UK_IMD_S_pop_decile,UK_IMD_S_pop_quintile
S,S01009218,15.351709063926496,6.0,7.0,15.351709063926496,6,6,25289.0,7,4
W,W01000460,14.1,10.0,5.0,15.351484519952601,7,6,25290.5,7,4
W,W01000205,14.1,8.0,5.0,15.351484519952601,7,6,25290.5,7,4
E,E01019155,13.747,6.7,8.3,15.349679617206549,7,6,25292.0,7,4
E,E01017925,14.976,10.100000000000001,6.2,15.34950109722454,6,6,25293.0,7,4
E,E01015103,14.215,8.4,7.5,15.349455094490306,7,6,25294.0,7,4
S,S01009372,15.349061642571792,9.0,7.0,15.349061642571792,6,6,25295.0,7,4
S,S01012290,15.348358078964472,10.0,9.0,15.348358078964472,6,6,25296.0,7,4
E,E01010883,15.969,4.8,4.5,15.347791430008158,6,6,25297.0,7,4
E,E01031164,15.147,8.1,5.8999999999999995,15.345719231872845,6,6,25298.0,7,4
E,E01015138,14.21,6.7,7.5,15.345346573009085,7,6,25299.0,7,4
E,E01020121,15.146,7.9,5.8999999999999995,15.3448975275766,6,6,25300.0,7,4
E,E01022561,16.726,3.0,3.2,15.34455061555741,6,6,25301.0,7,4
E,E01017634,15.845,8.799999999999999,4.7,15.342095630613507,6,6,25302.0,7,4
E,E01022941,14.439,7.199999999999999,7.1,15.34112579016974,6,6,25303.0,7,4
E,E01020445,16.016,2.7,4.3999999999999995,15.338313765261812,6,6,25304.0,7,4
E,E01020655,13.85,9.4,8.1,15.338119626380063,7,6,25305.0,7,4
E,E01032375,14.727,6.7,6.6000000000000005,15.337287794138991,6,6,25306.0,7,4
S,S01007034,15.336123232886235,8.0,9.0,15.336123232886235,6,6,25307.0,7,4
E,E01010639,14.784,6.3,6.5,15.336027172355093,6,6,25308.0,7,4
E,E01015671,15.016,10.100000000000001,6.1,15.33427150240448,6,6,25309.0,7,4
E,E01027744,15.835,4.3999999999999995,4.7,15.33387858765106,6,6,25310.0,7,4
E,E01011574,14.664,8.7,6.7,15.333618190145419,6,6,25311.0,7,4
E,E01012202,13.021,9.6,9.5,15.33029549817104,7,6,25312.0,7,4
S,S01012397,15.3300468476221,5.0,6.0,15.3300468476221,6,6,25313.0,7,4
E,E01012659,14.542,7.3999999999999995,6.9,15.329565799343257,6,6,25314.0,7,4
E,E01021962,14.951,11.200000000000001,6.2,15.328958489818422,6,6,25315.0,7,4
E,E01018786,14.248,8.7,7.3999999999999995,15.328473569596538,6,6,25316.0,7,4
E,E01025960,13.252,6.2,9.1,15.327718123924186,7,6,25317.0,7,4
E,E01016536,14.247,8.4,7.3999999999999995,15.327651865300293,6,6,25318.0,7,4
E,E01007316,14.01,6.9,7.8,15.32529901376968,7,6,25319.0,7,4
S,S01008465,15.32423814325659,9.0,5.0,15.32423814325659,6,6,25320.0,7,4
E,E01016142,15.296,7.1,5.6000000000000005,15.323859872003773,6,6,25321.0,7,4
E,E01005159,15.003,7.9,6.1,15.323589346553302,6,6,25322.0,7,4
E,E01017303,15.06,9.3,6.0,15.322328724769406,6,6,25323.0,7,4
E,E01032200,16.172,5.8999999999999995,4.1000000000000005,15.322206335466454,6,6,25324.0,7,4
S,S01007597,15.321201183049686,5.0,4.0,15.321201183049686,6,6,25325.0,7,4
E,E01026348,13.593,10.7,8.5,15.319332688924558,7,6,25326.0,7,4
E,E01030717,14.934,8.6,6.2,15.314989516782264,6,6,25327.0,7,4
E,E01017072,14.933,7.1,6.2,15.31416781248602,6,6,25328.0,7,4
E,E01009618,14.406,7.9,7.1,15.314009548393669,6,6,25329.0,7,4
E,E01020513,13.996,10.8,7.8,15.313795153622257,7,6,25330.0,7,4
E,E01024515,13.701,6.5,8.3,15.311881219579297,7,6,25331.0,7,4
E,E01004361,15.397,7.9,5.4,15.310656472584798,6,6,25332.0,7,4
S,S01009345,15.309606865092755,7.0,8.0,15.309606865092755,6,6,25333.0,7,4
E,E01026098,14.338,8.0,7.199999999999999,15.306231422918874,6,6,25334.0,7,4
S,S01009470,15.305420822495734,7.0,8.0,15.305420822495734,6,6,25335.0,7,4
E,E01010123,14.454,7.3999999999999995,7.000000000000001,15.30535358794357,6,6,25336.0,7,4
S,S01010749,15.304945682570956,6.0,5.0,15.304945682570956,6,6,25337.0,7,4
E,E01020549,14.98,8.0,6.1,15.304690147739674,6,6,25338.0,7,4
S,S01008980,15.304288588364562,12.0,5.0,15.304288588364562,6,6,25339.0,7,4
E,E01011273,14.569,7.9,6.800000000000001,15.303654048672021,6,6,25340.0,7,4
E,E01024870,15.329,5.3,5.5,15.302878347110004,6,6,25341.0,7,4
S,S01007899,15.302032551544093,6.0,7.0,15.302032551544093,6,6,25342.0,7,4
E,E01024763,14.391,7.3999999999999995,7.1,15.301683983949998,6,6,25343.0,7,4
E,E01013264,13.864,7.7,8.0,15.301525719857649,7,6,25344.5,7,4
E,E01031447,13.864,7.6,8.0,15.301525719857649,7,6,25344.5,7,4
E,E01011734,15.502,6.4,5.2,15.300739890350801,6,6,25346.0,7,4
E,E01030681,14.975,6.5,6.1,15.30058162625845,6,6,25347.0,7,4
S,S01012317,15.299949965095252,11.0,6.0,15.299949965095252,6,6,25348.0,7,4
E,E01033145,13.744,11.600000000000001,8.200000000000001,15.299116737647974,7,6,25349.0,7,4
E,E01023863,15.089,9.4,5.8999999999999995,15.298060382690657,6,6,25350.0,7,4
S,S01011100,15.297635808287104,7.0,9.0,15.297635808287104,6,6,25351.0,7,4
E,E01017041,15.673,9.0,4.9,15.296958024999112,6,6,25352.0,7,4
E,E01032902,15.146,5.6000000000000005,5.800000000000001,15.296799760906763,6,6,25353.0,7,4
E,E01012371,14.558,6.2,6.800000000000001,15.29461530141333,6,6,25354.0,7,4
E,E01017114,16.723,4.0,3.1,15.293987735998833,6,6,25355.0,7,4
S,S01009520,15.293215507982552,6.0,8.0,15.293215507982552,6,6,25356.0,7,4
E,E01013119,16.722,3.5999999999999996,3.1,15.29316603170259,6,6,25357.0,7,4
E,E01017617,14.321,7.5,7.199999999999999,15.292262449882715,6,6,25358.0,7,4
E,E01004152,14.903,11.200000000000001,6.2,15.28951668359868,6,6,25359.0,7,4
W,W01000581,13.2,9.0,6.0,15.289433598817592,7,6,25360.5,7,4
W,W01000735,13.2,11.0,6.0,15.289433598817592,7,6,25360.5,7,4
S,S01007312,15.28764221772933,8.0,6.0,15.28764221772933,6,6,25362.0,7,4
S,S01010701,15.287555827716966,9.0,6.0,15.287555827716966,6,6,25363.0,7,4
S,S01007632,15.28705464643477,8.0,7.0,15.28705464643477,6,6,25364.0,7,4
S,S01013045,15.286884512103487,9.0,8.0,15.286884512103487,6,6,25365.0,7,4
E,E01014756,13.491,7.5,8.6,15.283616617377447,7,6,25366.0,7,4
S,S01010693,15.2832857922597,6.0,4.0,15.2832857922597,6,6,25367.0,7,4
E,E01013785,15.128,6.5,5.800000000000001,15.282009083574358,6,6,25368.0,7,4
E,E01020424,13.489,9.6,8.6,15.281973208784958,7,6,25369.0,7,4
E,E01028657,15.536,6.3,5.1,15.280580069753277,6,6,25370.0,7,4
E,E01021413,14.716,6.9,6.5,15.280151280210458,6,6,25371.0,7,4
E,E01031568,15.594,10.0,5.0,15.280141152265626,6,6,25372.0,7,4
E,E01029780,12.901,9.0,9.6,15.279788749291527,7,6,25373.0,7,4
E,E01019411,14.128,7.7,7.5,15.277966820717026,7,6,25374.0,7,4
E,E01026778,13.601,9.1,8.4,15.277808556624676,7,6,25375.0,7,4
E,E01018615,13.598,6.0,8.4,15.275343443735942,7,6,25376.0,7,4
E,E01001415,15.471,12.9,5.2,15.27526705716722,6,6,25377.0,7,4
E,E01024301,15.411,4.3999999999999995,5.3,15.274062566062382,6,6,25378.0,7,4
E,E01030653,15.293,10.4,5.5,15.273296992445196,6,6,25379.0,7,4
E,E01021009,14.122,7.7,7.5,15.273036594939557,7,6,25380.0,7,4
W,W01001951,14.8,7.0,4.0,15.272802510121885,6,6,25381.0,7,4
E,E01028193,12.775,7.8,9.8,15.272449541304386,7,6,25382.0,7,4
E,E01024569,13.828,7.1,8.0,15.27194436519284,7,6,25383.0,7,4
S,S01009993,15.271908116241796,11.0,6.0,15.271908116241796,6,6,25384.0,7,4
E,E01021476,13.884,10.8,7.9,15.2698620391127,7,6,25385.0,7,4
E,E01013476,14.41,7.7,7.000000000000001,15.269198598908806,6,6,25386.0,7,4
E,E01026547,14.116,8.0,7.5,15.268106369162089,7,6,25387.0,7,4
E,E01014080,13.761,9.1,8.1,15.264987944014292,7,6,25388.0,7,4
E,E01015226,13.117,7.7,9.2,15.264885810601001,7,6,25389.0,7,4
E,E01032970,14.811,8.7,6.3,15.262017655014017,6,6,25390.0,7,4
E,E01009523,16.097,4.5,4.1000000000000005,15.26057851324811,6,6,25391.0,7,4
S,S01012989,15.260350634436994,11.0,6.0,15.260350634436994,6,6,25392.0,7,4
E,E01007315,13.638,8.3,8.3,15.260113848915886,7,6,25393.0,7,4
E,E01018101,14.105,8.200000000000001,7.5,15.259067621903398,7,6,25394.5,7,4
E,E01022491,14.105,11.0,7.5,15.259067621903398,7,6,25394.5,7,4
E,E01013034,15.041,6.800000000000001,5.8999999999999995,15.258618576470916,6,6,25396.0,7,4
S,S01012721,15.25816743121652,10.0,7.0,15.25816743121652,6,6,25397.0,7,4
E,E01026147,13.342,7.000000000000001,8.799999999999999,15.257378210576679,7,6,25398.0,7,4
E,E01001566,13.927,8.799999999999999,7.8,15.257097557181377,7,6,25399.0,7,4
E,E01031160,15.448,5.3,5.2,15.256367858353592,6,6,25400.0,7,4
E,E01032728,14.686,10.0,6.5,15.255500151323119,6,6,25401.0,7,4
E,E01012209,13.281,9.1,8.9,15.2553520151756,7,6,25402.0,7,4
E,E01001619,14.743,11.3,6.4,15.254239529539223,6,6,25403.0,7,4
S,S01012409,15.25361488509242,6.0,6.0,15.25361488509242,6,6,25404.0,7,4
E,E01008153,14.566,9.8,6.7,15.253091169113446,6,6,25405.0,7,4
E,E01008273,13.922,8.200000000000001,7.8,15.252989035700153,7,6,25406.0,7,4
S,S01007324,15.25232042690634,5.0,3.0,15.25232042690634,6,6,25407.0,7,4
S,S01008678,15.252156396723352,7.0,5.0,15.252156396723352,6,6,25408.0,7,4
E,E01029396,13.86,7.8,7.9,15.250141136002828,7,6,25409.0,7,4
E,E01012515,14.094,8.4,7.5,15.250028874644707,7,6,25410.0,7,4
E,E01027483,16.141,4.3,4.0,15.248635735613028,6,6,25411.0,7,4
E,E01021182,14.209,8.9,7.3,15.248329335373157,7,6,25412.0,7,4
E,E01021606,13.682,8.4,8.200000000000001,15.248171071280808,7,6,25413.0,7,4
E,E01015413,14.032,9.5,7.6,15.247180974947382,7,6,25414.0,7,4
E,E01028899,14.266,7.6,7.199999999999999,15.247068713589261,6,6,25415.0,7,4
E,E01020025,14.324,8.200000000000001,7.1,15.246629796101608,6,6,25416.0,7,4
E,E01017367,13.738,7.3999999999999995,8.1,15.246088745200666,7,6,25417.0,7,4
W,W01000938,10.7,11.0,9.0,15.24401376637829,8,6,25418.0,7,4
E,E01010027,14.672,6.9,6.5,15.243996291175696,6,6,25419.0,7,4
E,E01014839,14.145,10.100000000000001,7.3999999999999995,15.243838027083342,7,6,25420.0,7,4
E,E01029227,13.792,9.700000000000001,8.0,15.242363010528035,7,6,25421.0,7,4
E,E01022669,14.901,9.6,6.1,15.239775508336349,6,6,25422.0,7,4
S,S01008767,15.23917274015143,13.0,7.0,15.23917274015143,6,6,25423.0,7,4
E,E01006266,14.139,7.3999999999999995,7.3999999999999995,15.238907801305874,7,6,25424.0,7,4
E,E01026252,13.377,9.2,8.7,15.238040094275402,7,6,25425.0,7,4
E,E01029585,14.079,5.8999999999999995,7.5,15.237703310201038,7,6,25426.0,7,4
E,E01003163,15.132,9.700000000000001,5.7,15.237198134089494,6,6,25427.0,7,4
E,E01013166,13.199,7.5,9.0,15.236070029553378,7,6,25428.0,7,4
W,W01000223,11.5,9.0,8.0,15.235698222030436,8,6,25429.0,7,4
E,E01002349,13.9,9.6,7.8,15.234911541182772,7,6,25430.0,7,4
E,E01002200,15.948,9.0,4.3,15.234340106447341,6,6,25431.0,7,4
E,E01007104,13.898,9.0,7.8,15.233268132590283,7,6,25432.0,7,4
E,E01032170,14.073,6.7,7.5,15.23277308442357,7,6,25433.0,7,4
E,E01015340,13.253,8.799999999999999,8.9,15.23234429488075,7,6,25434.0,7,4
E,E01000442,13.895,9.3,7.8,15.230803019701549,7,6,25435.0,7,4
S,S01010553,15.230088972701653,4.0,6.0,15.230088972701653,6,6,25436.0,7,4
E,E01014733,15.063,7.8,5.800000000000001,15.228598304318458,6,6,25437.0,7,4
E,E01004658,15.648,7.3,4.8,15.228317650923156,6,6,25438.0,7,4
E,E01027570,14.243,6.0,7.199999999999999,15.228169514775635,6,6,25439.0,7,4
E,E01024340,14.769,8.3,6.3,15.227506074571743,6,6,25440.0,7,4
W,W01000482,12.3,9.0,7.0,15.227382677682582,7,6,25441.5,7,4
W,W01000547,12.3,12.0,7.0,15.227382677682582,7,6,25441.5,7,4
S,S01007338,15.226740393336195,11.0,7.0,15.226740393336195,6,6,25443.0,7,4
E,E01018338,13.655,9.3,8.200000000000001,15.225985055282203,7,6,25444.0,7,4
E,E01002497,15.001,11.3,5.8999999999999995,15.22575040462113,6,6,25445.0,7,4
E,E01033018,17.986,1.0999999999999999,0.8,15.22555162874946,5,6,25446.0,7,4
E,E01013418,13.83,8.799999999999999,7.9,15.22549000711549,7,6,25447.0,7,4
E,E01017344,14.18,7.5,7.3,15.224499910782061,7,6,25448.0,7,4
S,S01008274,15.224168455122827,10.0,9.0,15.224168455122827,6,6,25449.0,7,4
E,E01014939,14.882,10.4,6.1,15.224163126707701,6,6,25450.0,7,4
E,E01020219,13.825,7.6,7.9,15.221381485634266,7,6,25451.0,7,4
E,E01028528,15.581,8.5,4.9,15.221361229744605,6,6,25452.0,7,4
E,E01009217,14.527,6.5,6.7,15.221044701559904,6,6,25453.0,7,4
E,E01009452,14.117,8.1,7.3999999999999995,15.220830306788494,7,6,25454.0,7,4
E,E01028474,14.232,9.3,7.199999999999999,15.219130767516942,7,6,25455.0,7,4
E,E01024804,16.514,5.6000000000000005,3.3000000000000003,15.21844707142339,6,6,25456.0,7,4
E,E01003779,14.112,10.0,7.3999999999999995,15.21672178530727,7,6,25457.0,7,4
E,E01020274,16.043,5.7,4.1000000000000005,15.216206481250897,6,6,25458.0,7,4
S,S01012188,15.215373413374191,7.0,5.0,15.215373413374191,6,6,25459.0,7,4
E,E01020007,16.157,5.6000000000000005,3.9,15.213685237683103,6,6,25460.0,7,4
E,E01032079,13.698,8.1,8.1,15.213220573350881,7,6,25461.0,7,4
E,E01022239,13.405,8.200000000000001,8.6,15.21295004790041,7,6,25462.0,7,4
E,E01007962,14.575,9.4,6.6000000000000005,15.212388741109807,6,6,25463.0,7,4
E,E01025597,13.521,8.3,8.4,15.212072212925104,7,6,25464.0,7,4
E,E01030135,16.272,3.8,3.6999999999999997,15.211985698411553,6,6,25465.0,7,4
E,E01032147,12.877,9.700000000000001,9.5,15.211970079511815,7,6,25466.0,7,4
E,E01011693,15.511,6.5,5.0,15.211939695677323,6,6,25467.0,7,4
E,E01024743,13.872,10.100000000000001,7.8,15.211903820887922,7,6,25468.0,7,4
E,E01022162,14.457,11.1,6.800000000000001,15.211623167492624,6,6,25469.0,7,4
E,E01023031,13.987,7.3999999999999995,7.6,15.210204281616374,7,6,25470.0,7,4
E,E01001592,14.689,8.200000000000001,6.4,15.209867497542014,6,6,25471.0,7,4
E,E01015408,14.513,9.8,6.7,15.209540841412482,6,6,25472.0,7,4
E,E01019718,14.161,8.4,7.3,15.208887529153413,7,6,25473.0,7,4
E,E01012914,17.087,2.5,2.3,15.208305966473151,6,6,25474.0,7,4
E,E01025279,15.272,4.9,5.4,15.20794343555422,6,6,25475.0,7,4
S,S01007029,15.207891987999158,4.0,6.0,15.207891987999158,6,6,25476.0,7,4
S,S01012413,15.207294642832984,7.0,4.0,15.207294642832984,6,6,25477.0,7,4
S,S01013268,15.204701033985598,10.0,7.0,15.204701033985598,6,6,25478.0,7,4
E,E01001212,13.453,7.9,8.5,15.204294087450311,7,6,25479.0,7,4
S,S01007560,15.203094747436309,11.0,7.0,15.203094747436309,6,6,25480.0,7,4
E,E01011490,15.206,8.6,5.5,15.201808718671915,6,6,25481.0,7,4
E,E01021398,16.373,5.5,3.5000000000000004,15.198782298992583,6,6,25482.0,7,4
E,E01032119,14.558,7.5,6.6000000000000005,15.198419768073649,6,6,25483.0,7,4
E,E01019424,13.444,10.7,8.5,15.196898748784111,7,6,25484.0,7,4
E,E01008789,13.561,7.6,8.3,15.196842618105048,7,6,25485.0,7,4
E,E01027511,15.141,6.1,5.6000000000000005,15.196495706085855,6,6,25486.0,7,4
E,E01015099,15.492,6.7,5.0,15.196327314048677,6,6,25487.0,7,4
E,E01023162,16.31,4.3999999999999995,3.5999999999999996,15.195112694999008,6,6,25488.0,7,4
E,E01031884,15.49,4.8,5.0,15.194683905456186,6,6,25489.0,7,4
S,S01013193,15.194459622140547,11.0,7.0,15.194459622140547,6,6,25490.0,7,4
E,E01002897,15.663,9.3,4.7,15.192545448696984,6,6,25491.0,7,4
E,E01022489,16.775,2.9000000000000004,2.8000000000000003,15.192423059394033,6,6,25492.0,7,4
E,E01018818,12.619,8.7,9.9,15.192361437760063,7,6,25493.0,7,4
E,E01019892,14.901,10.299999999999999,6.0,15.19167774166651,6,6,25494.0,7,4
S,S01006810,15.190736413896891,8.0,6.0,15.190736413896891,6,6,25495.0,7,4
E,E01004173,13.552,8.7,8.3,15.189447279438847,7,6,25496.0,7,4
E,E01020226,14.43,9.6,6.800000000000001,15.189437151494017,6,6,25497.0,7,4
S,S01007819,15.189210994031392,9.0,7.0,15.189210994031392,6,6,25498.0,7,4
E,E01023708,14.722,8.799999999999999,6.3,15.188885972648244,6,6,25499.0,7,4
S,S01013476,15.188192830215115,11.0,8.0,15.188192830215115,6,6,25500.0,7,4
E,E01000727,14.486,9.6,6.7,15.187354825413877,6,6,25501.0,7,4
S,S01013437,15.185737489288575,12.0,8.0,15.185737489288575,6,6,25502.0,7,4
E,E01002676,15.65,6.0,4.7,15.181863292845804,6,6,25503.0,7,4
E,E01031396,14.362,8.5,6.9,15.181659026019224,6,6,25504.0,7,4
S,S01010662,15.181137462245422,8.0,7.0,15.181137462245422,6,6,25505.0,7,4
E,E01006798,13.776,8.5,7.9,15.18111797511828,7,6,25506.0,7,4
E,E01021032,15.824,4.2,4.3999999999999995,15.180546540382846,6,6,25507.0,7,4
E,E01025912,15.939,7.9,4.2,15.178847001111297,6,6,25508.0,7,4
E,E01001034,14.826,7.5,6.1,15.178147686118002,6,6,25509.0,7,4
W,W01001941,17.1,1.0,1.0,15.17748941159546,6,6,25510.0,7,4
E,E01017823,15.644,6.2,4.7,15.176933067068337,6,6,25511.0,7,4
E,E01029874,15.234,6.3,5.4,15.176718672296925,6,6,25512.0,7,4
E,E01003173,15.409,7.3999999999999995,5.1,15.176223624130213,6,6,25513.0,7,4
S,S01010964,15.175684097008537,7.0,7.0,15.175684097008537,6,6,25514.0,7,4
E,E01004369,15.818,10.8,4.3999999999999995,15.175616314605378,6,6,25515.0,7,4
E,E01017176,14.295,8.799999999999999,7.000000000000001,15.174702604840673,6,6,25516.0,7,4
E,E01007439,13.475,6.800000000000001,8.4,15.174273815297852,7,6,25517.0,7,4
E,E01016332,13.65,11.1,8.1,15.17377876713114,7,6,25518.0,7,4
E,E01015100,14.059,6.4,7.3999999999999995,15.173171457606305,7,6,25519.0,7,4
E,E01010081,14.994,7.000000000000001,5.800000000000001,15.17190070787758,6,6,25520.0,7,4
E,E01027766,13.471,11.799999999999999,8.4,15.170986998112873,7,6,25521.0,7,4
E,E01025465,14.23,9.1,7.1,15.169389592254614,7,6,25522.0,7,4
S,S01008692,15.16862921415366,8.0,7.0,15.16862921415366,6,6,25523.0,7,4
E,E01004488,14.58,7.1,6.5,15.16839949592119,6,6,25524.0,7,4
E,E01023329,13.994,8.4,7.5,15.167858445020245,7,6,25525.0,7,4
S,S01006528,15.16756444052662,9.0,6.0,15.16756444052662,6,6,25526.0,7,4
E,E01007421,15.982,4.3,4.1000000000000005,15.166082519179975,6,6,25527.0,7,4
E,E01023345,14.166,10.4,7.199999999999999,15.1648982839648,7,6,25528.0,7,4
E,E01024538,13.224,7.199999999999999,8.799999999999999,15.160417103619814,7,6,25529.0,7,4
E,E01025673,14.098,9.1,7.3,15.157120158490004,7,6,25530.0,7,4
W,W01000002,12.2,13.0,7.0,15.157016212199718,7,6,25531.0,7,4
E,E01031688,13.743,10.0,7.9,15.154001733342207,7,6,25532.0,7,4
S,S01007043,15.153678787464491,6.0,5.0,15.153678787464491,6,6,25533.0,7,4
E,E01008469,12.805,9.700000000000001,9.5,15.152807370182202,7,6,25534.0,7,4
E,E01017743,13.273,11.799999999999999,8.7,15.15258284746596,7,6,25535.0,7,4
S,S01012309,15.151324068632498,9.0,6.0,15.151324068632498,6,6,25536.0,7,4
E,E01031206,14.032,9.700000000000001,7.3999999999999995,15.1509854416077,7,6,25537.0,7,4
E,E01005014,14.149,7.8,7.199999999999999,15.150929310928639,7,6,25538.0,7,4
E,E01021971,14.908,4.9,5.8999999999999995,15.14933190507038,6,6,25539.0,7,4
E,E01014783,13.62,7.7,8.1,15.1491276382438,7,6,25540.0,7,4
E,E01013014,14.029,10.6,7.3999999999999995,15.148520328718966,7,6,25541.0,7,4
E,E01032259,14.613,9.1,6.4,15.147417971027421,6,6,25542.0,7,4
E,E01023255,13.852,8.7,7.7,15.14737196829319,7,6,25543.0,7,4
E,E01001540,14.261,10.7,7.000000000000001,15.146764658768356,6,6,25544.0,7,4
E,E01032968,15.606,4.9,4.7,15.145708303811041,6,6,25545.0,7,4
S,S01009045,15.144814218522964,8.0,7.0,15.144814218522964,6,6,25546.0,7,4
E,E01024187,15.546,4.8,4.8,15.144503812706203,6,6,25547.0,7,4
E,E01000700,13.73,9.3,7.9,15.143319577491027,7,6,25548.0,7,4
S,S01013303,15.142125918023837,9.0,6.0,15.142125918023837,6,6,25549.0,7,4
W,W01000562,13.8,9.0,5.0,15.14038512350401,7,6,25550.5,7,4
W,W01000484,13.8,8.0,5.0,15.14038512350401,7,6,25550.5,7,4
E,E01027390,14.019,10.299999999999999,7.3999999999999995,15.14030328575652,7,6,25552.0,7,4
E,E01032803,16.067,8.7,3.9,15.139731851021086,6,6,25553.0,7,4
S,S01007298,15.139604703733866,7.0,5.0,15.139604703733866,6,6,25554.0,7,4
E,E01008467,13.608,9.4,8.1,15.139267186688866,7,6,25555.0,7,4
E,E01027323,14.076,9.1,7.3,15.13904266397262,7,6,25556.0,7,4
S,S01011857,15.138953645549233,7.0,6.0,15.138953645549233,6,6,25557.0,7,4
E,E01032619,14.25,9.0,7.000000000000001,15.137725911509666,6,6,25558.0,7,4
E,E01017285,12.962,10.4,9.2,15.137521644683085,7,6,25559.0,7,4
E,E01018020,16.589,5.4,3.0,15.135781593632213,6,6,25560.0,7,4
S,S01007531,15.13537001811124,7.0,5.0,15.13537001811124,6,6,25561.0,7,4
E,E01002125,15.476,8.7,4.9,15.135082278638922,6,6,25562.0,7,4
E,E01028325,15.124,4.9,5.5,15.134428966379858,6,6,25563.0,7,4
S,S01009034,15.134230590517864,6.0,6.0,15.134230590517864,6,6,25564.0,7,4
E,E01026062,13.308,11.3,8.6,15.13324473116468,7,6,25565.0,7,4
E,E01011110,15.063,4.7,5.6000000000000005,15.132402770978775,6,6,25566.0,7,4
E,E01017508,14.419,7.8,6.7,15.132300637565487,6,6,25567.0,7,4
W,W01000207,14.6,6.0,4.0,15.132069579156157,7,6,25568.0,7,4
E,E01029655,13.54,9.1,8.200000000000001,15.13148906121407,7,6,25569.0,7,4
E,E01015425,13.715,9.9,7.9,15.130994013047358,7,6,25570.0,7,4
E,E01015821,13.655,9.3,8.0,15.12978952194252,7,6,25571.0,7,4
E,E01013250,14.005,9.6,7.3999999999999995,15.128799425609095,7,6,25572.0,7,4
S,S01011690,15.128504108695138,8.0,6.0,15.128504108695138,6,6,25573.0,7,4
E,E01028885,15.994,5.3,4.0,15.127845204065071,6,6,25574.0,7,4
S,S01007561,15.127664564097715,12.0,7.0,15.127664564097715,6,6,25575.0,7,4
E,E01011895,13.418,9.3,8.4,15.127436670411907,7,6,25576.0,7,4
S,S01007282,15.127285021059576,7.0,3.0,15.127285021059576,6,6,25577.0,7,4
E,E01001254,14.588,10.2,6.4,15.126875363621306,6,6,25578.0,7,4
S,S01010973,15.126702853514232,8.0,7.0,15.126702853514232,6,6,25579.0,7,4
E,E01000352,14.763,9.9,6.1,15.126380315454591,6,6,25580.0,7,4
S,S01009015,15.12610392222144,7.0,4.0,15.12610392222144,6,6,25581.0,7,4
E,E01012953,15.289,7.000000000000001,5.2,15.125716875250697,6,6,25582.0,7,4
E,E01030895,14.526,11.200000000000001,6.5,15.12402746392398,6,6,25583.0,7,4
E,E01022348,14.583,9.3,6.4,15.122766842140082,6,6,25584.0,7,4
E,E01027613,16.397,3.9,3.3000000000000003,15.122307668762769,6,6,25585.0,7,4
E,E01029488,16.102,5.2,3.8,15.120393734719809,6,6,25586.0,7,4
E,E01033306,13.058,9.1,9.0,15.120209723782887,7,6,25587.0,7,4
E,E01003397,14.111,10.5,7.199999999999999,15.119704547671345,7,6,25588.0,7,4
E,E01021406,15.749,5.800000000000001,4.3999999999999995,15.118918718164501,6,6,25589.0,7,4
E,E01028851,15.046,6.3,5.6000000000000005,15.118433797942616,6,6,25590.0,7,4
E,E01017316,14.166,6.7,7.1,15.116800517294958,7,6,25591.0,7,4
S,S01013042,15.11478802699049,8.0,7.0,15.11478802699049,6,6,25592.0,7,4
E,E01015107,14.103,9.4,7.199999999999999,15.113130913301386,7,6,25593.0,7,4
S,S01007332,15.111589061402045,8.0,6.0,15.111589061402045,6,6,25594.0,7,4
E,E01029490,12.93,8.4,9.2,15.111227107203257,7,6,25595.0,7,4
E,E01018297,15.329,5.0,5.1,15.110487280430641,6,6,25596.0,7,4
E,E01002974,13.924,11.3,7.5,15.110339144283122,7,6,25597.0,7,4
S,S01007589,15.110296922643142,9.0,9.0,15.110296922643142,6,6,25598.0,7,4
E,E01022090,15.562,8.3,4.7,15.109553314776278,6,6,25599.0,7,4
S,S01012227,15.108586694496616,10.0,5.0,15.108586694496616,6,6,25600.0,7,4
E,E01002246,14.682,8.0,6.2,15.10792003412862,6,6,25601.0,7,4
E,E01011598,15.501,4.8,4.8,15.107527119375195,6,6,25602.0,7,4
E,E01019324,16.552,3.6999999999999997,3.0,15.105378534671162,6,6,25603.0,7,4
E,E01004919,14.269,7.5,6.9,15.105240526468474,6,6,25604.0,7,4
E,E01005620,14.326,8.200000000000001,6.800000000000001,15.103979904684579,6,6,25605.0,7,4
W,W01000797,10.5,10.0,9.0,15.103280835412562,8,6,25606.0,7,4
E,E01016076,13.915,8.4,7.5,15.10294380561692,7,6,25607.0,7,4
E,E01018049,15.905,8.4,4.1000000000000005,15.10281128836914,6,6,25608.0,7,4
E,E01026089,13.329,9.0,8.5,15.102402754715978,7,6,25609.0,7,4
E,E01005644,13.972,8.200000000000001,7.3999999999999995,15.101683183833023,7,6,25610.0,7,4
E,E01003742,15.083,13.5,5.5,15.100739090233827,6,6,25611.0,7,4
E,E01025033,14.086,7.1,7.199999999999999,15.09916194026523,7,6,25612.0,7,4
E,E01022938,12.914,7.8,9.2,15.098079838463343,7,6,25613.0,7,4
E,E01027311,14.26,6.4,6.9,15.097845187802273,6,6,25614.0,7,4
S,S01011068,15.0977824783041,11.0,7.0,15.0977824783041,6,6,25615.0,7,4
