local-authority-code,official-name,la-deprivation-score,label,desc,low-deprivation,medium-deprivation,high-deprivation,density,la-imd-pop-quintile,la-imd-pop-decile
EAY,East Ayrshire Council,25.498481530532473,2nd IMD quintile,Councils in second most deprived quintile (20%),0.32044914351282683,0.4055077452667814,0.27404311122039177,96.35499207606973,2,4
CAY,Caerphilly County Borough Council,25.472902603782966,2nd IMD quintile,Councils in second most deprived quintile (20%),0.21707579732155186,0.5610603341156979,0.22186386856275025,656.0685920577617,2,4
LBH,London Borough of Lambeth,25.384398857174407,2nd IMD quintile,Councils in second most deprived quintile (20%),0.08596956145678059,0.7625983793101333,0.1514320592330861,11919.0,2,4
KIR,Kirklees Council,25.358402535773,2nd IMD quintile,Councils in second most deprived quintile (20%),0.32414782610672893,0.3846862231034569,0.29116595078981417,1078.9486552567237,2,4
WFT,London Borough of Waltham Forest,25.23059730380565,2nd IMD quintile,Councils in second most deprived quintile (20%),0.0696107703360856,0.778202994407599,0.15218623525631536,7101.025641025641,2,4
BOS,Bolsover District Council,25.049174337777117,2nd IMD quintile,Councils in second most deprived quintile (20%),0.16628186986420396,0.6360070504704451,0.1977110796653509,508.15625,2,4
TFW,Telford & Wrekin Council,25.003029585107925,2nd IMD quintile,Councils in second most deprived quintile (20%),0.3472205233133542,0.4250614387225194,0.22771803796412646,625.248275862069,2,4
CHS,Chesterfield Borough Council,24.96043261201144,2nd IMD quintile,Councils in second most deprived quintile (20%),0.2861296472831268,0.4344041944709247,0.2794661582459485,1589.8484848484848,2,4
NTCA,North of Tyne Combined Authority,24.94658868030059,2nd IMD quintile,Councils in second most deprived quintile (20%),0.3547164013937182,0.38817067886750195,0.25711291973877987,160.98082454458293,2,4
TOF,Torfaen County Borough Council,24.533779595572575,2nd IMD quintile,Councils in second most deprived quintile (20%),0.2519981694532838,0.49107608475857006,0.25692574578814614,752.6349206349206,2,4
DUD,Dudley Metropolitan Borough Council,24.400061779375367,2nd IMD quintile,Councils in second most deprived quintile (20%),0.33873866590380475,0.3916591002375651,0.2696022338586301,3289.418367346939,2,4
GRE,Royal Borough of Greenwich,24.317908585756854,2nd IMD quintile,Councils in second most deprived quintile (20%),0.18529078772808413,0.6714824513270033,0.14322676094491252,6149.659574468085,2,4
MDW,Medway Council,24.06391908269791,2nd IMD quintile,Councils in second most deprived quintile (20%),0.3227537730294806,0.4625461307600626,0.2147000962104568,1438.8762886597938,2,4
LAC,Lancaster City Council,24.024432983196153,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3678152261740095,0.4267656363412263,0.20541913748476423,261.23280423280426,3,5
BUR,Bury Metropolitan Borough Council,24.02182462956176,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.35719147599350753,0.4143672443583434,0.22844127964814911,1926.3434343434344,3,5
SHE,Folkestone and Hythe District Council,24.007313736769444,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2605136465007611,0.552603631986973,0.18688272151226593,317.42296918767505,3,5
ROS,Rossendale Borough Council,23.967281791220167,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3172127248817884,0.5264402227134104,0.1563470524048012,517.6231884057971,3,5
KIN,Borough Council of Kings Lynn and West Norfolk,23.883172476433945,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.14253912262275156,0.7149944181314943,0.14246645924575416,105.03125,3,5
DEN,Denbighshire County Council,23.87482488398708,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2903883129911386,0.5546835813409129,0.1549281056679485,115.48864994026285,3,5
CRF,City of Cardiff Council,23.81254032619445,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.39466016903650286,0.349498368778669,0.2558414621848281,2618.45390070922,3,5
CLK,Clackmannanshire Council,23.653339631423187,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.37068296468762124,0.3737291424136593,0.2555878928987194,322.57861635220127,3,5
NUN,Nuneaton and Bedworth Borough Council,23.631202528429434,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.303750298345434,0.49647759906993216,0.19977210258463388,1650.2911392405063,3,5
LAN,Lancashire County Council,23.505114013046413,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.40951664987428255,0.35686863163521204,0.2336147184905054,424.00691085003456,3,5
BAI,Basildon Borough Council,23.382426273644622,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3447828246945764,0.43526407726537003,0.21995309804005364,1705.0727272727272,3,5
IOW,Isle of Wight Council,23.34852979805461,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.22541281362196783,0.6480874085673375,0.1264997778106947,374.46315789473687,3,5
TOR,Torridge District Council,23.23329084330643,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.13535090160692576,0.800914058036826,0.06373504035624826,69.83638211382114,3,5
CON,Cornwall Council,23.063352023779007,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.18486844646387326,0.6932729143330676,0.1218586392030591,161.72045133991537,3,5
BOT,Boston Borough Council,23.016023940831946,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2359882005899705,0.6885126758154846,0.07549912359454491,194.60714285714286,3,5
CBD,Cumberland Council,22.981325960775173,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.32010909541114696,0.5094420694627524,0.1704488351261006,91.10092961487383,3,5
SWA,City and County of Swansea Council,22.96148318352931,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.39401926370382967,0.38998676075840205,0.21599397553776828,652.2830687830688,3,5
SLG,Slough Borough Council,22.932865245855595,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.14765378931248704,0.7728284929015173,0.07951771778599563,4532.636363636364,3,5
WYE,Wyre Forest District Council,22.784010227957076,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.354256547965762,0.42860668766227994,0.21713676437195803,518.6615384615385,3,5
BAE,Bassetlaw District Council,22.776074068398337,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.36320758732834435,0.4443593083544045,0.19243310431725114,185.39184952978056,3,5
EAL,London Borough of Ealing,22.775640901564046,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.23266121718167615,0.629210721871471,0.1381280609468529,6077.517857142857,3,5
CRY,London Borough of Croydon,22.675672258281402,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.28834268573349536,0.5393136976028549,0.17234361666364975,4518.174418604651,3,5
SOS,Southend-on-Sea Borough Council,22.64538234539249,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4047071672354949,0.37356996587030716,0.22172286689419796,4351.738095238095,3,5
RED,Redditch Borough Council,22.542838026764873,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4087566413717878,0.3324145858012456,0.2588287728269666,1584.5925925925926,3,5
BGE,Bridgend County Borough Council,22.430831168071006,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4035729586736394,0.4204924888982584,0.1759345524281022,587.8047808764941,3,5
DOV,Dover District Council,22.396161405558235,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.32286190754332056,0.4869001362893737,0.1902379561673058,376.2349206349206,3,5
NLN,North Lincolnshire Council,22.31556902816149,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.38925777168992176,0.39592087850857843,0.21482134980149978,203.95277449822905,3,5
HMF,London Borough of Hammersmith & Fulham,22.306929335702673,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.2641309690347461,0.5863575722549597,0.1495114587102942,11471.5,3,5
NTY,North Tyneside Council,22.17242512012236,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4349319186390461,0.36642730372800164,0.19864077763295224,2547.2073170731705,3,5
CMN,Carmarthenshire County Council,22.164978269966934,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.16949107648950315,0.750311223651938,0.08019769985855878,80.19957805907173,3,5
EAS,Eastbourne Borough Council,22.14463765000723,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.28472697479396597,0.5326714540459782,0.1826015711600559,2348.2727272727275,3,5
NBL,Northumberland County Council,22.03728714713709,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.36815596370109854,0.43822301618315684,0.1936210201157446,64.50597609561753,3,5
RFW,Renfrewshire Council,21.992960382141302,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.438391959798995,0.3331993299832496,0.22840871021775544,687.3180076628353,3,5
GLO,Gloucester City Council,21.936648426367636,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4543166470478905,0.2860030357474754,0.25968031720463414,3163.6341463414633,3,5
GLA,Greater London Authority,21.839303723090936,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3081655199532157,0.5493858561977704,0.14244862384901388,5726.773536895675,3,5
HAA,Havant Borough Council,21.804497377594675,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.4390667089209317,0.2771034701315164,0.2838298209475519,2256.0535714285716,3,5
GRA,Gravesham Borough Council,21.76374323679855,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.3766165758048981,0.42361533210521884,0.19976809208988303,1079.6969696969697,3,5
HNS,London Borough of Hounslow,21.560903319424135,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.19478276241791673,0.7257801364893581,0.07943710109272512,4852.982142857143,3,5
HAR,Harlow District Council,21.329900949843225,3rd IMD quintile,Councils in middle deprivation quintile (20%),0.20837975352314883,0.7916202464768511,0.0,2815.483870967742,3,5
