parl25,parl25-deprivation-score,parl25-imd-pop-quintile,parl25-imd-pop-decile,label
UKPARL.2025.CEA,33.84986203318744,1,2,1st IMD quintile
UKPARL.2025.BLN,33.8349559995577,1,2,1st IMD quintile
UKPARL.2025.BSS,33.80886350587382,1,2,1st IMD quintile
UKPARL.2025.SAN,33.67459860658869,1,2,1st IMD quintile
UKPARL.2025.WBW,33.625324951147164,1,2,1st IMD quintile
UKPARL.2025.HYB,33.55412111831286,1,2,1st IMD quintile
UKPARL.2025.BKG,33.475616205603615,1,2,1st IMD quintile
UKPARL.2025.PRE,33.299729977729775,1,2,1st IMD quintile
UKPARL.2025.GYM,33.29233555810582,1,2,1st IMD quintile
UKPARL.2025.HMN,33.097645556384,1,2,1st IMD quintile
UKPARL.2025.BAA,33.09452271145912,1,2,1st IMD quintile
UKPARL.2025.OLE,33.034219949878356,1,2,1st IMD quintile
UKPARL.2025.HAR,32.98822358380009,1,2,1st IMD quintile
UKPARL.2025.WNE,32.862207198608445,1,2,1st IMD quintile
UKPARL.2025.DAB,32.850228386460216,1,2,1st IMD quintile
UKPARL.2025.BEB,32.48623948847123,1,2,1st IMD quintile
UKPARL.2025.RAO,32.48412240210007,1,2,1st IMD quintile
UKPARL.2025.STN,32.45489449777088,1,2,1st IMD quintile
UKPARL.2025.NCE,32.4443320741599,1,2,1st IMD quintile
UKPARL.2025.AFM,32.41395123414253,1,2,1st IMD quintile
UKPARL.2025.LWP,32.37861047854288,1,2,1st IMD quintile
UKPARL.2025.DUD,32.29096481260567,1,2,1st IMD quintile
UKPARL.2025.SHN,32.10080169903807,1,2,1st IMD quintile
UKPARL.2025.SSE,32.08461480104924,1,2,1st IMD quintile
UKPARL.2025.RED,31.92793997572195,1,2,1st IMD quintile
UKPARL.2025.GSW,31.902136328631382,1,2,1st IMD quintile
UKPARL.2025.NDW,31.878625178197908,1,2,1st IMD quintile
UKPARL.2025.PSD,31.82122148818748,1,2,1st IMD quintile
UKPARL.2025.HFX,31.686786432681842,1,2,1st IMD quintile
UKPARL.2025.PBO,31.62351900352594,1,2,1st IMD quintile
UKPARL.2025.HUW,31.50524277717935,1,2,1st IMD quintile
UKPARL.2025.SUN,31.426763348388295,1,2,1st IMD quintile
UKPARL.2025.DNN,31.413609676320274,1,2,1st IMD quintile
UKPARL.2025.RAC,31.358027563700727,1,2,1st IMD quintile
UKPARL.2025.SSH,31.244918825685808,1,2,1st IMD quintile
UKPARL.2025.LGT,31.154027112561497,1,2,1st IMD quintile
UKPARL.2025.LGV,31.148463930718624,1,2,1st IMD quintile
UKPARL.2025.SPT,31.04314854530919,1,2,1st IMD quintile
UKPARL.2025.NPE,31.03424857724672,1,2,1st IMD quintile
UKPARL.2025.PKM,30.999430973374484,1,2,1st IMD quintile
UKPARL.2025.BSO,30.98721616702017,1,2,1st IMD quintile
UKPARL.2025.HSN,30.86124528374677,2,3,2nd IMD quintile
UKPARL.2025.BNN,30.634327368473183,2,3,2nd IMD quintile
UKPARL.2025.HSS,30.620697717336,2,3,2nd IMD quintile
UKPARL.2025.PCK,30.592008877357273,2,3,2nd IMD quintile
UKPARL.2025.WHB,30.53510255234489,2,3,2nd IMD quintile
UKPARL.2025.WAH,30.53011275421502,2,3,2nd IMD quintile
UKPARL.2025.BSE,30.51246462458935,2,3,2nd IMD quintile
UKPARL.2025.GCW,30.475441592356688,2,3,2nd IMD quintile
UKPARL.2025.DNC,30.297019961816584,2,3,2nd IMD quintile
UKPARL.2025.SAH,30.1589266692509,2,3,2nd IMD quintile
UKPARL.2025.WGS,30.15396089573516,2,3,2nd IMD quintile
UKPARL.2025.HUD,30.119152198973552,2,3,2nd IMD quintile
UKPARL.2025.BGS,30.107252634945453,2,3,2nd IMD quintile
UKPARL.2025.SWT,29.884324198016607,2,3,2nd IMD quintile
UKPARL.2025.MTA,29.853165810763997,2,3,2nd IMD quintile
UKPARL.2025.SAS,29.67110875611479,2,3,2nd IMD quintile
UKPARL.2025.BAS,29.67008998507781,2,3,2nd IMD quintile
UKPARL.2025.CRW,29.616077283372366,2,3,2nd IMD quintile
UKPARL.2025.QPK,29.54262903396093,2,3,2nd IMD quintile
UKPARL.2025.NGS,29.48728021255147,2,3,2nd IMD quintile
UKPARL.2025.DUN,29.46368985455566,2,3,2nd IMD quintile
UKPARL.2025.TRB,29.381716582521378,2,3,2nd IMD quintile
UKPARL.2025.BEA,29.381706084245504,2,3,2nd IMD quintile
UKPARL.2025.TFD,29.30636850934267,2,3,2nd IMD quintile
UKPARL.2025.POS,29.232991769618632,2,3,2nd IMD quintile
UKPARL.2025.LWE,29.195660791711248,2,3,2nd IMD quintile
UKPARL.2025.WDB,29.085485533276618,2,3,2nd IMD quintile
UKPARL.2025.NAH,28.99083868888091,2,3,2nd IMD quintile
UKPARL.2025.PMV,28.965780980898504,2,3,2nd IMD quintile
UKPARL.2025.LES,28.928561705825707,2,3,2nd IMD quintile
UKPARL.2025.EHM,28.922182018214937,2,3,2nd IMD quintile
UKPARL.2025.BIA,28.91840935331197,2,3,2nd IMD quintile
UKPARL.2025.SAB,28.83076661212045,2,3,2nd IMD quintile
UKPARL.2025.MAN,28.508844565605187,2,3,2nd IMD quintile
UKPARL.2025.CAB,28.326265648296882,2,3,2nd IMD quintile
UKPARL.2025.ISN,28.313677621565,2,3,2nd IMD quintile
UKPARL.2025.NHN,28.20077270943466,2,3,2nd IMD quintile
UKPARL.2025.LAA,28.1757235301348,2,3,2nd IMD quintile
UKPARL.2025.SOT,27.89573903508772,2,3,2nd IMD quintile
UKPARL.2025.SER,27.887373757075498,2,3,2nd IMD quintile
UKPARL.2025.EWH,27.86317500170567,2,3,2nd IMD quintile
UKPARL.2025.WGN,27.844578052157452,2,3,2nd IMD quintile
UKPARL.2025.MCL,27.630501060535362,2,3,2nd IMD quintile
UKPARL.2025.LEE,27.580471963178596,2,3,2nd IMD quintile
UKPARL.2025.GNO,27.553552280609708,2,3,2nd IMD quintile
UKPARL.2025.GMF,27.51459586276424,2,3,2nd IMD quintile
UKPARL.2025.CFE,27.482546382942957,2,3,2nd IMD quintile
UKPARL.2025.LWT,27.46615527164374,2,3,2nd IMD quintile
UKPARL.2025.LUS,27.427323483302033,2,3,2nd IMD quintile
UKPARL.2025.BKP,27.39776462498256,2,3,2nd IMD quintile
UKPARL.2025.ASF,27.39154572773205,2,3,2nd IMD quintile
UKPARL.2025.VCG,27.344800825282697,2,3,2nd IMD quintile
UKPARL.2025.SOI,27.29955185769747,2,3,2nd IMD quintile
UKPARL.2025.ENF,27.292471688292377,2,3,2nd IMD quintile
UKPARL.2025.RAH,27.237566455666702,2,3,2nd IMD quintile
UKPARL.2025.BPN,27.183355708438032,2,3,2nd IMD quintile
UKPARL.2025.WWE,27.14515639359328,2,3,2nd IMD quintile
UKPARL.2025.DRL,27.077019324558716,2,3,2nd IMD quintile
UKPARL.2025.AAS,27.06766671274423,2,3,2nd IMD quintile
UKPARL.2025.BRW,26.909104718466857,2,3,2nd IMD quintile
UKPARL.2025.WHW,26.89867453344597,2,3,2nd IMD quintile
UKPARL.2025.ISS,26.861850570487455,2,3,2nd IMD quintile
UKPARL.2025.NAS,26.710502471480897,2,4,2nd IMD quintile
UKPARL.2025.DAR,26.70482968906206,2,4,2nd IMD quintile
UKPARL.2025.LWN,26.70466886119602,2,4,2nd IMD quintile
UKPARL.2025.SAW,26.647152279300514,2,4,2nd IMD quintile
UKPARL.2025.BUS,26.589447677382086,2,4,2nd IMD quintile
UKPARL.2025.CLN,26.58938916586071,2,4,2nd IMD quintile
UKPARL.2025.GSO,26.55826851562336,2,4,2nd IMD quintile
UKPARL.2025.IPS,26.45675610531896,2,4,2nd IMD quintile
UKPARL.2025.WAW,26.320405951590136,2,4,2nd IMD quintile
UKPARL.2025.WKF,26.300450723693476,2,4,2nd IMD quintile
UKPARL.2025.IRW,26.16730412520529,2,4,2nd IMD quintile
UKPARL.2025.CRR,26.13139349662077,2,4,2nd IMD quintile
UKPARL.2025.MWC,26.044165626215488,2,4,2nd IMD quintile
UKPARL.2025.RAD,26.03317841176025,2,4,2nd IMD quintile
UKPARL.2025.GWE,26.020807485426477,2,4,2nd IMD quintile
UKPARL.2025.WSL,25.79585334478195,2,4,2nd IMD quintile
UKPARL.2025.SCU,25.768696516950964,2,4,2nd IMD quintile
UKPARL.2025.SBR,25.72604949488645,2,4,2nd IMD quintile
UKPARL.2025.KAI,25.714437974123186,2,4,2nd IMD quintile
UKPARL.2025.FAH,25.6652901144641,2,4,2nd IMD quintile
UKPARL.2025.LCH,25.623693976589298,2,4,2nd IMD quintile
UKPARL.2025.NEC,25.61847238095238,2,4,2nd IMD quintile
UKPARL.2025.ELP,25.615208161835536,2,4,2nd IMD quintile
UKPARL.2025.NDH,25.406670677036637,2,4,2nd IMD quintile
UKPARL.2025.PDL,25.256915188599564,2,4,2nd IMD quintile
UKPARL.2025.EAT,25.23624314954194,2,4,2nd IMD quintile
UKPARL.2025.CFW,25.18653268873632,2,4,2nd IMD quintile
UKPARL.2025.LAH,25.15431815889283,2,4,2nd IMD quintile
UKPARL.2025.ACC,25.10423057475246,2,4,2nd IMD quintile
UKPARL.2025.CBH,25.08813807620818,2,4,2nd IMD quintile
UKPARL.2025.LSW,25.055287646141853,2,4,2nd IMD quintile
UKPARL.2025.NWN,25.027928863332598,2,4,2nd IMD quintile
UKPARL.2025.PON,25.00160655012616,2,4,2nd IMD quintile
UKPARL.2025.MWI,24.91757072691552,2,4,2nd IMD quintile
UKPARL.2025.HAL,24.892823357678118,2,4,2nd IMD quintile
UKPARL.2025.NAA,24.874163520916586,2,4,2nd IMD quintile
UKPARL.2025.NSW,24.73269359533874,2,4,2nd IMD quintile
UKPARL.2025.WSM,24.729445838972968,2,4,2nd IMD quintile
UKPARL.2025.NRS,24.69308042143353,2,4,2nd IMD quintile
UKPARL.2025.STS,24.578441604475728,2,4,2nd IMD quintile
UKPARL.2025.BOL,24.543053181778028,2,4,2nd IMD quintile
UKPARL.2025.TOR,24.533779595572575,2,4,2nd IMD quintile
UKPARL.2025.PAL,24.518292938271607,2,4,2nd IMD quintile
UKPARL.2025.PRS,24.50688863284878,2,4,2nd IMD quintile
UKPARL.2025.HAY,24.471897395550734,2,4,2nd IMD quintile
UKPARL.2025.LLE,24.459431435119438,2,4,2nd IMD quintile
UKPARL.2025.CHD,24.452959259024166,2,4,2nd IMD quintile
UKPARL.2025.KAL,24.440473945505776,2,4,2nd IMD quintile
UKPARL.2025.ELS,24.423523023026963,2,4,2nd IMD quintile
UKPARL.2025.IWE,24.335993820278844,2,4,2nd IMD quintile
UKPARL.2025.SNQ,24.283252015758247,2,4,2nd IMD quintile
UKPARL.2025.CTM,24.275248203437215,2,4,2nd IMD quintile
UKPARL.2025.BOS,24.257412221864712,2,4,2nd IMD quintile
UKPARL.2025.BNE,24.223274201493183,2,4,2nd IMD quintile
UKPARL.2025.LNC,24.191095675883524,2,4,2nd IMD quintile
UKPARL.2025.STV,24.160797309631434,2,4,2nd IMD quintile
UKPARL.2025.MKF,24.15220767216687,2,4,2nd IMD quintile
UKPARL.2025.WAN,24.129104688542487,2,4,2nd IMD quintile
UKPARL.2025.DWN,24.094025332533604,2,4,2nd IMD quintile
UKPARL.2025.NUN,24.01771036953758,2,4,2nd IMD quintile
UKPARL.2025.HCV,23.989702257650286,2,4,2nd IMD quintile
UKPARL.2025.GAW,23.912469321325407,2,4,2nd IMD quintile
UKPARL.2025.HAV,23.868802876594508,2,4,2nd IMD quintile
UKPARL.2025.BAB,23.824051647617566,2,4,2nd IMD quintile
UKPARL.2025.HSP,23.816104791778734,2,4,2nd IMD quintile
UKPARL.2025.BUN,23.754124687200136,3,5,3rd IMD quintile
UKPARL.2025.GLO,23.741172904244124,3,5,3rd IMD quintile
UKPARL.2025.RHV,23.73921871828897,3,5,3rd IMD quintile
UKPARL.2025.PRN,23.73092123346439,3,5,3rd IMD quintile
UKPARL.2025.FEL,23.71575443527838,3,5,3rd IMD quintile
UKPARL.2025.CAE,23.63830031342279,3,5,3rd IMD quintile
UKPARL.2025.RGN,23.53307870091648,3,5,3rd IMD quintile
UKPARL.2025.NCR,23.4881972784562,3,5,3rd IMD quintile
UKPARL.2025.BWT,23.472225515451196,3,5,3rd IMD quintile
UKPARL.2025.ELN,23.414300871889203,3,5,3rd IMD quintile
UKPARL.2025.BSL,23.40962832591565,3,5,3rd IMD quintile
UKPARL.2025.PPD,23.34550983066508,3,5,3rd IMD quintile
UKPARL.2025.DAD,23.147416966995447,3,5,3rd IMD quintile
UKPARL.2025.DEN,23.096751889711356,3,5,3rd IMD quintile
UKPARL.2025.LUN,23.088325836903433,3,5,3rd IMD quintile
UKPARL.2025.GAR,23.00294566339952,3,5,3rd IMD quintile
UKPARL.2025.BED,22.920998683457878,3,5,3rd IMD quintile
UKPARL.2025.SWG,22.906618150203975,3,5,3rd IMD quintile
UKPARL.2025.CAY,22.878644900176084,3,5,3rd IMD quintile
UKPARL.2025.SAU,22.861490841283445,3,5,3rd IMD quintile
UKPARL.2025.SBT,22.790128400184418,3,5,3rd IMD quintile
UKPARL.2025.WYF,22.784010227957076,3,5,3rd IMD quintile
UKPARL.2025.SCN,22.7834844930555,3,5,3rd IMD quintile
UKPARL.2025.BRD,22.73967133681125,3,5,3rd IMD quintile
UKPARL.2025.MOR,22.601436128611773,3,5,3rd IMD quintile
UKPARL.2025.SLO,22.576103872621573,3,5,3rd IMD quintile
UKPARL.2025.LNE,22.540361123451746,3,5,3rd IMD quintile
UKPARL.2025.CRE,22.512995417911057,3,5,3rd IMD quintile
UKPARL.2025.CNW,22.509101999251836,3,5,3rd IMD quintile
UKPARL.2025.THK,22.503282557163317,3,5,3rd IMD quintile
UKPARL.2025.RAS,22.27044077741473,3,5,3rd IMD quintile
UKPARL.2025.IWW,22.237807491856678,3,5,3rd IMD quintile
UKPARL.2025.SWN,22.235762966243016,3,5,3rd IMD quintile
UKPARL.2025.CAR,22.15249197003674,3,5,3rd IMD quintile
UKPARL.2025.EBN,22.14463765000723,3,5,3rd IMD quintile
UKPARL.2025.DNE,22.082693371319632,3,5,3rd IMD quintile
UKPARL.2025.SPV,22.080131434315724,3,5,3rd IMD quintile
UKPARL.2025.ILS,21.965556023915635,3,5,3rd IMD quintile
UKPARL.2025.CSO,21.945152650452975,3,5,3rd IMD quintile
UKPARL.2025.ECA,21.93587598920728,3,5,3rd IMD quintile
UKPARL.2025.HAC,21.909279050145567,3,5,3rd IMD quintile
UKPARL.2025.SDS,21.883060658941787,3,5,3rd IMD quintile
UKPARL.2025.HAZ,21.776398668560443,3,5,3rd IMD quintile
UKPARL.2025.BHW,21.775737111808102,3,5,3rd IMD quintile
UKPARL.2025.GRV,21.76374323679855,3,5,3rd IMD quintile
UKPARL.2025.TAV,21.761611762444744,3,5,3rd IMD quintile
UKPARL.2025.RDC,21.739454106280192,3,5,3rd IMD quintile
UKPARL.2025.EAC,21.718197885635398,3,5,3rd IMD quintile
UKPARL.2025.SEC,21.579726860454826,3,5,3rd IMD quintile
UKPARL.2025.MSP,21.5615097624066,3,5,3rd IMD quintile
UKPARL.2025.LAW,21.48000203734177,3,5,3rd IMD quintile
UKPARL.2025.BHE,21.47393311822453,3,5,3rd IMD quintile
UKPARL.2025.CFP,21.455094583269922,3,5,3rd IMD quintile
UKPARL.2025.BWE,21.38803068691296,3,5,3rd IMD quintile
UKPARL.2025.TYN,21.256712409178196,3,5,3rd IMD quintile
UKPARL.2025.BNW,21.239602463512902,3,5,3rd IMD quintile
UKPARL.2025.BRL,21.18346472805108,3,5,3rd IMD quintile
UKPARL.2025.NRN,21.146253367833914,3,5,3rd IMD quintile
UKPARL.2025.AAG,21.142606399080517,3,5,3rd IMD quintile
UKPARL.2025.BAC,21.137878886214896,3,5,3rd IMD quintile
UKPARL.2025.NNF,20.99694332270634,3,5,3rd IMD quintile
UKPARL.2025.SOP,20.87189670800287,3,5,3rd IMD quintile
UKPARL.2025.BLW,20.813205092021512,3,5,3rd IMD quintile
UKPARL.2025.LWW,20.803242358734163,3,5,3rd IMD quintile
UKPARL.2025.ABV,20.779518047229985,3,5,3rd IMD quintile
UKPARL.2025.WBR,20.728559126007926,3,6,3rd IMD quintile
UKPARL.2025.ERW,20.71555837955198,3,6,3rd IMD quintile
UKPARL.2025.NPI,20.69671050689901,3,6,3rd IMD quintile
UKPARL.2025.KAB,20.6727869370036,3,6,3rd IMD quintile
UKPARL.2025.BAI,20.591035993020306,3,6,3rd IMD quintile
UKPARL.2025.WOR,20.556707919227044,3,6,3rd IMD quintile
UKPARL.2025.CKY,20.51291732002469,3,6,3rd IMD quintile
UKPARL.2025.GNB,20.50873368037045,3,6,3rd IMD quintile
UKPARL.2025.FLK,20.49083586936035,3,6,3rd IMD quintile
UKPARL.2025.CKC,20.45915396677319,3,6,3rd IMD quintile
UKPARL.2025.NDV,20.403279736476403,3,6,3rd IMD quintile
UKPARL.2025.CRK,20.40104462957733,3,6,3rd IMD quintile
UKPARL.2025.HBS,20.320262622531892,3,6,3rd IMD quintile
UKPARL.2025.WRE,20.28741524687335,3,6,3rd IMD quintile
UKPARL.2025.SCE,20.26509279025312,3,6,3rd IMD quintile
UKPARL.2025.COR,20.211990971491645,3,6,3rd IMD quintile
UKPARL.2025.BAU,20.197566253179488,3,6,3rd IMD quintile
UKPARL.2025.SWF,20.156808570678567,3,6,3rd IMD quintile
UKPARL.2025.CWN,20.089755082135987,3,6,3rd IMD quintile
UKPARL.2025.CAV,20.056333463536937,3,6,3rd IMD quintile
UKPARL.2025.NWB,20.03444512026247,3,6,3rd IMD quintile
UKPARL.2025.ABF,19.9409110282809,3,6,3rd IMD quintile
UKPARL.2025.MSE,19.906020881909527,3,6,3rd IMD quintile
UKPARL.2025.WLA,19.879879840889387,3,6,3rd IMD quintile
UKPARL.2025.CAN,19.864707797339083,3,6,3rd IMD quintile
UKPARL.2025.YNM,19.77929441595097,3,6,3rd IMD quintile
UKPARL.2025.MAG,19.70954361720761,3,6,3rd IMD quintile
UKPARL.2025.MCH,19.702040930823568,3,6,3rd IMD quintile
UKPARL.2025.DAG,19.70129900899086,3,6,3rd IMD quintile
UKPARL.2025.DFD,19.677732590113813,3,6,3rd IMD quintile
UKPARL.2025.NHS,19.649242421789996,3,6,3rd IMD quintile
UKPARL.2025.SNS,19.647076374211803,3,6,3rd IMD quintile
UKPARL.2025.FAV,19.50981056827534,3,6,3rd IMD quintile
UKPARL.2025.TIV,19.431136588286524,3,6,3rd IMD quintile
UKPARL.2025.NWC,19.38318128439107,3,6,3rd IMD quintile
UKPARL.2025.NUL,19.345466139692114,3,6,3rd IMD quintile
UKPARL.2025.HRS,19.315908773678963,3,6,3rd IMD quintile
UKPARL.2025.COL,19.286394023395424,3,6,3rd IMD quintile
UKPARL.2025.SHY,19.27622230212511,3,6,3rd IMD quintile
UKPARL.2025.HEN,19.27485430213381,3,6,3rd IMD quintile
UKPARL.2025.EEM,19.094018851494678,3,6,3rd IMD quintile
UKPARL.2025.LVG,19.09116034649355,3,6,3rd IMD quintile
UKPARL.2025.MAM,19.02199715994875,3,6,3rd IMD quintile
UKPARL.2025.NNU,19.0074156817134,3,6,3rd IMD quintile
UKPARL.2025.VOG,18.995035810181175,3,6,3rd IMD quintile
UKPARL.2025.CKH,18.980795924825646,3,6,3rd IMD quintile
UKPARL.2025.HLW,18.98029161612251,3,6,3rd IMD quintile
UKPARL.2025.TMW,18.979985556346286,3,6,3rd IMD quintile
UKPARL.2025.CRA,18.96680220444982,3,6,3rd IMD quintile
UKPARL.2025.SDV,18.921317067038228,3,6,3rd IMD quintile
UKPARL.2025.LAN,18.851298337743128,3,6,3rd IMD quintile
UKPARL.2025.YEO,18.838973482965624,3,6,3rd IMD quintile
UKPARL.2025.PAS,18.83639526262169,3,6,3rd IMD quintile
UKPARL.2025.HFB,18.807216359447004,3,6,3rd IMD quintile
UKPARL.2025.KET,18.803500995228358,3,6,3rd IMD quintile
UKPARL.2025.BSC,18.753987439017553,3,6,3rd IMD quintile
UKPARL.2025.MID,18.746261923308126,3,6,3rd IMD quintile
UKPARL.2025.DHM,18.74230964696754,3,6,3rd IMD quintile
UKPARL.2025.BAL,18.609324586583593,3,6,3rd IMD quintile
UKPARL.2025.CSR,18.60689475352951,3,6,3rd IMD quintile
UKPARL.2025.GOS,18.55886677025841,3,6,3rd IMD quintile
UKPARL.2025.SVG,18.54521097016368,3,6,3rd IMD quintile
UKPARL.2025.BRC,18.476658327660413,3,6,3rd IMD quintile
UKPARL.2025.CDP,18.432816403047596,3,6,3rd IMD quintile
UKPARL.2025.BEX,18.309708491355703,3,6,3rd IMD quintile
UKPARL.2025.SNN,18.303877620413648,3,6,3rd IMD quintile
UKPARL.2025.CWG,18.22534646024967,4,7,4th IMD quintile
UKPARL.2025.WRK,18.204167521495748,4,7,4th IMD quintile
UKPARL.2025.DMD,18.20063930423509,4,7,4th IMD quintile
UKPARL.2025.ASH,18.185787176795433,4,7,4th IMD quintile
UKPARL.2025.OXE,18.138599918573558,4,7,4th IMD quintile
UKPARL.2025.NSO,18.136130289860773,4,7,4th IMD quintile
UKPARL.2025.TAW,18.131992520073776,4,7,4th IMD quintile
UKPARL.2025.HWC,18.08441105150024,4,7,4th IMD quintile
UKPARL.2025.MNF,18.077760841993292,4,7,4th IMD quintile
UKPARL.2025.NHR,18.07067103027378,4,7,4th IMD quintile
UKPARL.2025.CRL,18.06188421905411,4,7,4th IMD quintile
UKPARL.2025.PEN,18.044757519018116,4,7,4th IMD quintile
UKPARL.2025.TRF,18.040795619425595,4,7,4th IMD quintile
UKPARL.2025.HAP,18.01142584205921,4,7,4th IMD quintile
UKPARL.2025.BPV,17.914307940952774,4,7,4th IMD quintile
UKPARL.2025.NED,17.890017033833306,4,7,4th IMD quintile
UKPARL.2025.CAF,17.848272192592592,4,7,4th IMD quintile
UKPARL.2025.ABH,17.836618665373347,4,7,4th IMD quintile
UKPARL.2025.ISW,17.805967670017136,4,7,4th IMD quintile
UKPARL.2025.FOD,17.78275640070961,4,7,4th IMD quintile
UKPARL.2025.SSO,17.7672236040739,4,7,4th IMD quintile
UKPARL.2025.MKC,17.72139614747155,4,7,4th IMD quintile
UKPARL.2025.BGN,17.701744192340097,4,7,4th IMD quintile
UKPARL.2025.BGA,17.622182137225415,4,7,4th IMD quintile
UKPARL.2025.RDG,17.495363635523947,4,7,4th IMD quintile
