pcon,pcon-deprivation-score,pcon-imd-pop-quintile,pcon-imd-pop-decile,label
E14000578,34.807888374107385,1,2,1st IMD quintile
E14001059,34.80568207276452,1,2,1st IMD quintile
E14001016,34.76638461301296,1,2,1st IMD quintile
E14001012,34.73844397642668,1,2,1st IMD quintile
E14001002,34.60647248783524,1,2,1st IMD quintile
E14000537,34.50986996455214,1,2,1st IMD quintile
E14000970,34.47406433325117,1,2,1st IMD quintile
E14001049,34.21139897366492,1,2,1st IMD quintile
E14000721,34.16512611950614,1,2,1st IMD quintile
E14000973,33.96164402239345,1,2,1st IMD quintile
W07000052,33.80682109870244,1,2,1st IMD quintile
E14000944,33.77498477751757,1,2,1st IMD quintile
E14000963,33.6818900276666,1,2,1st IMD quintile
N06000003,33.63501839323288,1,2,1st IMD quintile
E14000669,33.58912741539772,1,2,1st IMD quintile
E14000758,33.55412111831286,1,2,1st IMD quintile
E14000540,33.53486512148632,1,2,1st IMD quintile
E14000911,33.40281435127935,1,2,1st IMD quintile
N06000014,33.3385194082542,1,2,1st IMD quintile
E14000717,33.29233555810582,1,2,1st IMD quintile
E14000687,32.9014970957731,1,2,1st IMD quintile
E14000601,32.742763033926515,1,2,1st IMD quintile
E14000891,32.599242289293855,1,2,1st IMD quintile
E14000542,32.53144881486896,1,2,1st IMD quintile
E14000735,32.45480176862703,1,2,1st IMD quintile
N06000013,32.401584490658855,1,2,1st IMD quintile
E14001054,32.38957460392977,1,2,1st IMD quintile
E14000723,32.34121912203787,1,2,1st IMD quintile
W07000071,32.2636270020146,1,2,1st IMD quintile
E14000649,32.12060339963105,1,2,1st IMD quintile
E14000923,32.08653154738695,1,2,1st IMD quintile
W07000072,31.98478372220768,1,2,1st IMD quintile
E14000725,31.912784994332902,1,2,1st IMD quintile
E14000870,31.90163234918261,1,2,1st IMD quintile
E14001028,31.77688379870097,1,2,1st IMD quintile
E14000969,31.71955276970557,1,2,1st IMD quintile
E14000878,31.671114737636962,1,2,1st IMD quintile
W07000049,31.62210865205441,1,2,1st IMD quintile
W07000070,31.50026228849209,1,2,1st IMD quintile
N06000009,31.410263838342626,1,2,1st IMD quintile
E14000560,31.32928864045688,1,2,1st IMD quintile
E14000880,31.26600317703383,1,2,1st IMD quintile
E14000974,31.245360325105356,1,2,1st IMD quintile
E14000875,31.17465717821782,1,2,1st IMD quintile
E14000668,31.150123215135118,1,2,1st IMD quintile
E14000720,31.025784987923796,1,2,1st IMD quintile
E14000962,30.944065495532087,1,2,1st IMD quintile
E14001020,30.920055806184024,1,2,1st IMD quintile
E14000982,30.895745607559427,1,2,1st IMD quintile
E14000747,30.858951870518258,1,2,1st IMD quintile
E14000541,30.73172243500847,1,2,1st IMD quintile
E14000567,30.652367189099643,1,2,1st IMD quintile
E14000591,30.644473899981854,1,2,1st IMD quintile
E14000967,30.464546319021668,1,2,1st IMD quintile
E14001032,30.313032040883403,1,2,1st IMD quintile
E14000836,30.300374008373257,1,2,1st IMD quintile
E14000754,30.226530649536368,2,3,2nd IMD quintile
E14000756,30.17399131283366,2,3,2nd IMD quintile
E14000671,30.121218086485214,2,3,2nd IMD quintile
W07000048,30.10923881567859,2,3,2nd IMD quintile
E14000879,29.96485108703789,2,3,2nd IMD quintile
S14000033,29.73769410364019,2,3,2nd IMD quintile
E14000555,29.687620007450832,2,3,2nd IMD quintile
E14000989,29.677274038121237,2,3,2nd IMD quintile
E14000999,29.6417456849356,2,3,2nd IMD quintile
S14000038,29.55525116332511,2,3,2nd IMD quintile
S14000029,29.45854835379294,2,3,2nd IMD quintile
E14000884,29.232991769618632,2,3,2nd IMD quintile
E14000740,29.127537351298983,2,3,2nd IMD quintile
E14000569,29.118400336632778,2,3,2nd IMD quintile
E14000927,29.09546286613912,2,3,2nd IMD quintile
S14000059,29.016676482041536,2,3,2nd IMD quintile
E14000783,28.98179050131926,2,3,2nd IMD quintile
E14000832,28.92301539518627,2,3,2nd IMD quintile
S14000047,28.87628214495834,2,3,2nd IMD quintile
E14000582,28.81706354253064,2,3,2nd IMD quintile
E14000920,28.79862852130843,2,3,2nd IMD quintile
E14000948,28.771006969568518,2,3,2nd IMD quintile
E14000615,28.57994994065011,2,3,2nd IMD quintile
E14000810,28.508844565605187,2,3,2nd IMD quintile
E14000679,28.362951920972645,2,3,2nd IMD quintile
E14000763,28.335079633396067,2,3,2nd IMD quintile
E14000825,28.26112225639204,2,3,2nd IMD quintile
E14000765,28.23350294942462,2,3,2nd IMD quintile
S14000003,28.175493454670367,2,3,2nd IMD quintile
E14000956,28.139472063477914,2,3,2nd IMD quintile
E14000899,28.041615794410053,2,3,2nd IMD quintile
E14001039,28.009562262967293,2,3,2nd IMD quintile
S14000016,27.996299496679242,2,3,2nd IMD quintile
E14000658,27.95413559506098,2,3,2nd IMD quintile
W07000079,27.72130353905321,2,3,2nd IMD quintile
E14000801,27.691274659523334,2,3,2nd IMD quintile
E14000782,27.580471963178596,2,3,2nd IMD quintile
E14000655,27.494416490774157,2,3,2nd IMD quintile
E14000575,27.451501702182796,2,3,2nd IMD quintile
E14000661,27.442385545498517,2,3,2nd IMD quintile
E14001014,27.30508471649237,2,3,2nd IMD quintile
E14000955,27.29955185769747,2,3,2nd IMD quintile
E14000597,27.259958962166635,2,3,2nd IMD quintile
E14000862,27.237974792311853,2,3,2nd IMD quintile
E14001013,27.117095859069234,2,3,2nd IMD quintile
E14000543,27.113983821716236,2,3,2nd IMD quintile
E14000691,27.039375064920865,2,3,2nd IMD quintile
E14000820,27.031662751677857,2,3,2nd IMD quintile
E14001022,27.025771738202106,2,3,2nd IMD quintile
E14000535,27.021796272702755,2,3,2nd IMD quintile
E14000914,27.01484277966248,2,3,2nd IMD quintile
W07000080,26.994400279471208,2,3,2nd IMD quintile
E14000657,26.921771272360527,2,3,2nd IMD quintile
E14000852,26.876346684570755,2,3,2nd IMD quintile
E14000789,26.81565566937754,2,3,2nd IMD quintile
E14000667,26.789326684932583,2,3,2nd IMD quintile
E14000548,26.780464914464556,2,3,2nd IMD quintile
E14001008,26.707207133158178,2,3,2nd IMD quintile
W07000060,26.654944518796288,2,3,2nd IMD quintile
E14000913,26.647152279300514,2,3,2nd IMD quintile
S14000036,26.64031105587164,2,3,2nd IMD quintile
E14000809,26.639251610346857,2,3,2nd IMD quintile
E14000764,26.60132237404617,2,3,2nd IMD quintile
E14000787,26.58476618309065,2,3,2nd IMD quintile
E14000915,26.505582632888117,2,4,2nd IMD quintile
E14000616,26.485812904597395,2,4,2nd IMD quintile
E14000761,26.45675610531896,2,4,2nd IMD quintile
E14001009,26.36964758539218,2,4,2nd IMD quintile
E14000853,26.31498841923478,2,4,2nd IMD quintile
E14000798,26.31214794678202,2,4,2nd IMD quintile
E14000840,26.3104582201702,2,4,2nd IMD quintile
S14000011,26.290646120341094,2,4,2nd IMD quintile
E14000599,26.23238503050444,2,4,2nd IMD quintile
W07000055,26.207893749293785,2,4,2nd IMD quintile
E14000672,25.986076073129066,2,4,2nd IMD quintile
E14001051,25.886895402435982,2,4,2nd IMD quintile
E14000785,25.883163228974244,2,4,2nd IMD quintile
E14000766,25.868560085551426,2,4,2nd IMD quintile
W07000053,25.795874776980934,2,4,2nd IMD quintile
E14000553,25.767731810030426,2,4,2nd IMD quintile
S14000006,25.65685366145496,2,4,2nd IMD quintile
W07000056,25.65536643903537,2,4,2nd IMD quintile
W07000074,25.620790405769558,2,4,2nd IMD quintile
E14000666,25.604648660714286,2,4,2nd IMD quintile
E14000882,25.59183520047513,2,4,2nd IMD quintile
E14000867,25.495290026322518,2,4,2nd IMD quintile
E14000676,25.42349498650212,2,4,2nd IMD quintile
S14000053,25.370815806389825,2,4,2nd IMD quintile
S14000056,25.249262397872666,2,4,2nd IMD quintile
E14000726,25.23796660891612,2,4,2nd IMD quintile
W07000045,25.102381820681842,2,4,2nd IMD quintile
E14000919,25.051023708485104,2,4,2nd IMD quintile
E14000902,25.03983215290285,2,4,2nd IMD quintile
E14000883,25.00160655012616,2,4,2nd IMD quintile
W07000076,24.922150315184847,2,4,2nd IMD quintile
E14000626,24.91484786504597,2,4,2nd IMD quintile
S14000048,24.914756154694853,2,4,2nd IMD quintile
E14000859,24.811379027881593,2,4,2nd IMD quintile
W07000069,24.723383178844,2,4,2nd IMD quintile
E14000577,24.65547841995593,2,4,2nd IMD quintile
E14000833,24.634421344270162,2,4,2nd IMD quintile
S14000040,24.57811184183527,2,4,2nd IMD quintile
E14000654,24.53526965805328,2,4,2nd IMD quintile
E14001053,24.532594231899647,2,4,2nd IMD quintile
E14000861,24.529052754339027,2,4,2nd IMD quintile
E14000737,24.471897395550734,2,4,2nd IMD quintile
E14000718,24.456688249561548,2,4,2nd IMD quintile
E14000632,24.452959259024166,2,4,2nd IMD quintile
E14000864,24.447251092417563,2,4,2nd IMD quintile
E14000600,24.442144765622054,2,4,2nd IMD quintile
E14000792,24.373907737068773,2,4,2nd IMD quintile
E14000933,24.31600429087624,2,4,2nd IMD quintile
E14000964,24.237184472705568,2,4,2nd IMD quintile
E14000611,24.229296437955234,2,4,2nd IMD quintile
E14000696,24.12355775069769,2,4,2nd IMD quintile
E14000722,24.081629164027174,2,4,2nd IMD quintile
E14000868,24.01771036953758,2,4,2nd IMD quintile
E14000842,23.95452654948198,2,4,2nd IMD quintile
E14000788,23.927460679945057,2,4,2nd IMD quintile
E14000961,23.88049019969561,2,4,2nd IMD quintile
E14000736,23.868802876594508,2,4,2nd IMD quintile
E14000612,23.836147972497,2,4,2nd IMD quintile
S14000034,23.83346748492771,2,4,2nd IMD quintile
W07000047,23.79733403063663,2,4,2nd IMD quintile
E14000776,23.74454159444474,2,4,2nd IMD quintile
E14000673,23.716529473103638,2,4,2nd IMD quintile
E14001017,23.652081906410334,2,4,2nd IMD quintile
E14000856,23.635324921235366,2,4,2nd IMD quintile
E14000750,23.625056613110146,2,4,2nd IMD quintile
E14000837,23.622368941171498,2,4,2nd IMD quintile
E14000595,23.59698021757176,3,5,3rd IMD quintile
E14000704,23.596818836171938,3,5,3rd IMD quintile
E14000701,23.525094999296304,3,5,3rd IMD quintile
S14000041,23.484560543312742,3,5,3rd IMD quintile
E14000800,23.482268744372185,3,5,3rd IMD quintile
E14000647,23.437841656859234,3,5,3rd IMD quintile
E14000675,23.405919624574807,3,5,3rd IMD quintile
E14000762,23.34852979805461,3,5,3rd IMD quintile
E14000670,23.320366515138357,3,5,3rd IMD quintile
E14000979,23.30005161684796,3,5,3rd IMD quintile
E14000552,23.274184488275914,3,5,3rd IMD quintile
E14000712,23.13011547259279,3,5,3rd IMD quintile
E14000662,23.096751889711356,3,5,3rd IMD quintile
E14000711,23.00294566339952,3,5,3rd IMD quintile
S14000010,22.988177612508817,3,5,3rd IMD quintile
E14000546,22.9073226021376,3,5,3rd IMD quintile
E14000995,22.902058953820013,3,5,3rd IMD quintile
E14000602,22.88061527267639,3,5,3rd IMD quintile
E14000620,22.859102138341605,3,5,3rd IMD quintile
E14000650,22.83219944590911,3,5,3rd IMD quintile
E14000930,22.82096490688225,3,5,3rd IMD quintile
E14001058,22.784010227957076,3,5,3rd IMD quintile
E14001038,22.771432841394024,3,5,3rd IMD quintile
E14000651,22.76098718341347,3,5,3rd IMD quintile
W07000077,22.758714809768392,3,5,3rd IMD quintile
E14001036,22.728048993003096,3,5,3rd IMD quintile
E14000978,22.67381623325326,3,5,3rd IMD quintile
E14000768,22.657456660531714,3,5,3rd IMD quintile
E14000690,22.570794855676045,3,5,3rd IMD quintile
E14000903,22.456883394211857,3,5,3rd IMD quintile
E14000936,22.42124693849373,3,5,3rd IMD quintile
E14000585,22.413539044593865,3,5,3rd IMD quintile
W07000050,22.398005638099274,3,5,3rd IMD quintile
E14000790,22.33791107418912,3,5,3rd IMD quintile
E14000952,22.26289371556993,3,5,3rd IMD quintile
E14000812,22.230748854439156,3,5,3rd IMD quintile
E14000544,22.19717662779899,3,5,3rd IMD quintile
E14000805,22.19680448377695,3,5,3rd IMD quintile
E14000958,22.16715665477349,3,5,3rd IMD quintile
E14000643,22.11578047643269,3,5,3rd IMD quintile
S14000031,21.927765696101535,3,5,3rd IMD quintile
E14000688,21.861171482112436,3,5,3rd IMD quintile
S14000042,21.850332739868236,3,5,3rd IMD quintile
E14000892,21.807497683914733,3,5,3rd IMD quintile
E14000715,21.76374323679855,3,5,3rd IMD quintile
E14000580,21.71368340487149,3,5,3rd IMD quintile
E14000584,21.645607290039706,3,5,3rd IMD quintile
E14000938,21.579726860454826,3,5,3rd IMD quintile
S14000015,21.499073156071805,3,5,3rd IMD quintile
E14000576,21.470888324873098,3,5,3rd IMD quintile
W07000044,21.46847575638035,3,5,3rd IMD quintile
E14000898,21.340052873704227,3,5,3rd IMD quintile
E14000684,21.29003707864159,3,5,3rd IMD quintile
E14001000,21.277464393887414,3,5,3rd IMD quintile
E14000863,21.196141391827535,3,5,3rd IMD quintile
E14000779,21.175840529143567,3,5,3rd IMD quintile
E14001024,21.144423093859398,3,5,3rd IMD quintile
S14000009,20.998417584365765,3,5,3rd IMD quintile
E14000752,20.935533299280973,3,5,3rd IMD quintile
E14000533,20.9255008764385,3,5,3rd IMD quintile
E14000574,20.90151441277449,3,5,3rd IMD quintile
E14000848,20.86585227635965,3,5,3rd IMD quintile
E14000976,20.75541109177373,3,5,3rd IMD quintile
E14000695,20.71555837955198,3,5,3rd IMD quintile
W07000066,20.661378436253347,3,6,3rd IMD quintile
E14000707,20.637184706504925,3,6,3rd IMD quintile
E14000614,20.631261790018844,3,6,3rd IMD quintile
W07000059,20.616702225690283,3,6,3rd IMD quintile
E14000592,20.587868968101755,3,6,3rd IMD quintile
S14000001,20.578823738033677,3,6,3rd IMD quintile
S14000012,20.5609086311921,3,6,3rd IMD quintile
E14001052,20.556707919227044,3,6,3rd IMD quintile
E14000924,20.520131406558594,3,6,3rd IMD quintile
E14000618,20.45915396677319,3,6,3rd IMD quintile
E14001025,20.426000078978547,3,6,3rd IMD quintile
E14000838,20.403279736476403,3,6,3rd IMD quintile
W07000067,20.384534846333136,3,6,3rd IMD quintile
E14000729,20.353234821337157,3,6,3rd IMD quintile
E14000760,20.342244579950425,3,6,3rd IMD quintile
W07000062,20.269758063977186,3,6,3rd IMD quintile
W07000065,20.19986061622019,3,6,3rd IMD quintile
E14000610,20.197566253179488,3,6,3rd IMD quintile
E14000683,20.17823476986107,3,6,3rd IMD quintile
E14000674,20.055090720832222,3,6,3rd IMD quintile
E14000823,20.04905691445494,3,6,3rd IMD quintile
E14000854,20.03444512026247,3,6,3rd IMD quintile
E14000554,20.023018404506157,3,6,3rd IMD quintile
W07000075,19.993637532867336,3,6,3rd IMD quintile
S14000013,19.958589352305015,3,6,3rd IMD quintile
E14000822,19.957873331930426,3,6,3rd IMD quintile
E14001033,19.879879840889387,3,6,3rd IMD quintile
E14000648,19.817052704410564,3,6,3rd IMD quintile
E14000653,19.81589496204526,3,6,3rd IMD quintile
W07000041,19.77929441595097,3,6,3rd IMD quintile
E14000947,19.74013696684202,3,6,3rd IMD quintile
E14000644,19.687278293402404,3,6,3rd IMD quintile
S14000044,19.646789384166386,3,6,3rd IMD quintile
E14000593,19.61859481988251,3,6,3rd IMD quintile
E14000834,19.59796715601946,3,6,3rd IMD quintile
S14000022,19.543900165265715,3,6,3rd IMD quintile
S14000028,19.454314145994843,3,6,3rd IMD quintile
E14000986,19.432155112443464,3,6,3rd IMD quintile
W07000057,19.41927864980559,3,6,3rd IMD quintile
E14001001,19.411764711279318,3,6,3rd IMD quintile
E14000743,19.403015333287403,3,6,3rd IMD quintile
E14000741,19.253780989601506,3,6,3rd IMD quintile
E14000769,19.181936664832573,3,6,3rd IMD quintile
E14000890,19.18001993045053,3,6,3rd IMD quintile
E14000700,19.173284683916027,3,6,3rd IMD quintile
S14000052,19.016047881149166,3,6,3rd IMD quintile
E14000645,18.989373923376657,3,6,3rd IMD quintile
S14000043,18.985684700594742,3,6,3rd IMD quintile
E14000652,18.96680220444982,3,6,3rd IMD quintile
E14000659,18.93044004960016,3,6,3rd IMD quintile
E14000738,18.863448437907927,3,6,3rd IMD quintile
E14000925,18.856589620424998,3,6,3rd IMD quintile
E14000531,18.854042679945444,3,6,3rd IMD quintile
E14000536,18.833146133483073,3,6,3rd IMD quintile
S14000045,18.746261923308126,3,6,3rd IMD quintile
W07000073,18.73737130468534,3,6,3rd IMD quintile
E14000634,18.727545716099005,3,6,3rd IMD quintile
S14000004,18.692734712971163,3,6,3rd IMD quintile
W07000064,18.58857880949613,3,6,3rd IMD quintile
E14000713,18.55886677025841,3,6,3rd IMD quintile
E14000968,18.54521097016368,3,6,3rd IMD quintile
W07000042,18.46447513082738,3,6,3rd IMD quintile
E14001060,18.431565258266406,3,6,3rd IMD quintile
E14000826,18.37497950555645,3,6,3rd IMD quintile
E14000847,18.373856906307573,3,6,3rd IMD quintile
E14001003,18.368499516291706,3,6,3rd IMD quintile
W07000078,18.36252913020691,3,6,3rd IMD quintile
E14000873,18.23698431827723,4,7,4th IMD quintile
E14000849,18.179911365499102,4,7,4th IMD quintile
E14000992,18.160740187415232,4,7,4th IMD quintile
E14000640,18.09168219211848,4,7,4th IMD quintile
E14000755,18.01142584205921,4,7,4th IMD quintile
E14000855,17.857831683607795,4,7,4th IMD quintile
E14000843,17.80383053019034,4,7,4th IMD quintile
E14000637,17.78665467612221,4,7,4th IMD quintile
E14000705,17.78275640070961,4,7,4th IMD quintile
E14000799,17.764482769351346,4,7,4th IMD quintile
W07000063,17.746777628088743,4,7,4th IMD quintile
E14000988,17.698715028323893,4,7,4th IMD quintile
E14001006,17.67007460604236,4,7,4th IMD quintile
E14001044,17.641357002262108,4,7,4th IMD quintile
E14000641,17.618695275605607,4,7,4th IMD quintile
E14000606,17.60758984253196,4,7,4th IMD quintile
E14000598,17.533266088182177,4,7,4th IMD quintile
E14000851,17.524017341858347,4,7,4th IMD quintile
E14000596,17.50879322644163,4,7,4th IMD quintile
E14000727,17.44123761472743,4,7,4th IMD quintile
E14000971,17.424428525705142,4,7,4th IMD quintile
W07000061,17.311896050375196,4,7,4th IMD quintile
E14000558,17.28948649981636,4,7,4th IMD quintile
E14001055,17.26515287031395,4,7,4th IMD quintile
E14000686,17.26362541037782,4,7,4th IMD quintile
E14001034,17.257263360071374,4,7,4th IMD quintile
E14000629,17.235375601060426,4,7,4th IMD quintile
S14000027,17.186569946950932,4,7,4th IMD quintile
E14001043,17.176246704581693,4,7,4th IMD quintile
E14000557,17.16719101060599,4,7,4th IMD quintile
S14000005,17.152614057800246,4,7,4th IMD quintile
W07000058,17.12180132139413,4,7,4th IMD quintile
E14000621,17.10900144263819,4,7,4th IMD quintile
E14000698,17.09642735468361,4,7,4th IMD quintile
E14001026,17.081006679371658,4,7,4th IMD quintile
S14000007,17.03885025744118,4,7,4th IMD quintile
E14000998,17.00212784371006,4,7,4th IMD quintile
W07000068,16.98812968646423,4,7,4th IMD quintile
E14000876,16.97040046483316,4,7,4th IMD quintile
S14000039,16.965468980449174,4,7,4th IMD quintile
E14000734,16.906988813234584,4,7,4th IMD quintile
S14000008,16.90179724101959,4,7,4th IMD quintile
E14000639,16.882227236955423,4,7,4th IMD quintile
E14000835,16.87588539449068,4,7,4th IMD quintile
E14000816,16.854427944207714,4,7,4th IMD quintile
E14000877,16.85113379491695,4,7,4th IMD quintile
E14000622,16.821148114543682,4,7,4th IMD quintile
S14000050,16.817364912037693,4,7,4th IMD quintile
E14000751,16.79794711572913,4,7,4th IMD quintile
E14000939,16.746565587141,4,7,4th IMD quintile
E14000549,16.62835797856406,4,7,4th IMD quintile
E14000604,16.623597859976588,4,7,4th IMD quintile
E14000818,16.450827503325097,4,7,4th IMD quintile
E14000954,16.42259897376319,4,7,4th IMD quintile
E14000682,16.41525235363489,4,7,4th IMD quintile
E14000692,16.389122407781244,4,7,4th IMD quintile
E14000759,16.35815553336392,4,7,4th IMD quintile
E14000900,16.35569741320307,4,7,4th IMD quintile
E14000623,16.28722436406364,4,7,4th IMD quintile
E14000887,16.241025508928125,4,7,4th IMD quintile
S14000017,16.234339158690155,4,7,4th IMD quintile
S14000014,16.19557885044804,4,7,4th IMD quintile
E14000926,16.167626520949185,4,7,4th IMD quintile
E14000829,16.10957648879899,4,7,4th IMD quintile
E14000981,16.063315220845247,4,7,4th IMD quintile
W07000043,16.051453856464324,4,7,4th IMD quintile
S14000054,15.962485043402804,4,7,4th IMD quintile
E14000957,15.960604146727032,4,8,4th IMD quintile
E14000949,15.942750010924568,4,8,4th IMD quintile
E14000739,15.918807717431879,4,8,4th IMD quintile
E14000881,15.90162551955127,4,8,4th IMD quintile
S14000055,15.89901942902684,4,8,4th IMD quintile
E14000932,15.892325030798728,4,8,4th IMD quintile
E14000821,15.881096522544969,4,8,4th IMD quintile
E14001007,15.837113429655888,4,8,4th IMD quintile
S14000020,15.834838816381332,4,8,4th IMD quintile
E14001061,15.817020163736931,4,8,4th IMD quintile
E14000731,15.801011667019933,4,8,4th IMD quintile
E14000732,15.791265048421355,4,8,4th IMD quintile
S14000019,15.772775492922094,4,8,4th IMD quintile
E14000556,15.76702053915276,4,8,4th IMD quintile
E14000706,15.761169030121104,4,8,4th IMD quintile
E14000710,15.753646044220895,4,8,4th IMD quintile
E14001031,15.750153776716848,4,8,4th IMD quintile
E14000780,15.62984559391835,4,8,4th IMD quintile
E14000748,15.62222436492349,4,8,4th IMD quintile
S14000025,15.60515212704396,4,8,4th IMD quintile
E14001035,15.576966968978667,4,8,4th IMD quintile
E14000619,15.556338794733177,4,8,4th IMD quintile
S14000057,15.512192786632617,4,8,4th IMD quintile
E14000996,15.463787234850644,4,8,4th IMD quintile
E14000804,15.41315537228944,4,8,4th IMD quintile
E14000993,15.39573704697332,4,8,4th IMD quintile
E14000886,15.332076745296327,4,8,4th IMD quintile
E14000617,15.306197529796398,4,8,4th IMD quintile
E14000966,15.27788248531543,4,8,4th IMD quintile
W07000054,15.232489198369988,4,8,4th IMD quintile
E14001018,15.192064133437212,4,8,4th IMD quintile
E14000530,15.065516774696345,4,8,4th IMD quintile
E14000786,14.996791010781529,4,8,4th IMD quintile
E14000959,14.99546810023637,4,8,4th IMD quintile
E14000539,14.957919095521275,4,8,4th IMD quintile
E14000693,14.921783902245968,4,8,4th IMD quintile
E14000703,14.915372312572,4,8,4th IMD quintile
E14000590,14.83900432994368,4,8,4th IMD quintile
E14000545,14.829738430810647,4,8,4th IMD quintile
E14000656,14.717169175651641,4,8,4th IMD quintile
E14001027,14.638401366208432,4,8,4th IMD quintile
E14000797,14.584903335730983,4,8,4th IMD quintile
E14000905,14.56525149769255,4,8,4th IMD quintile
W07000046,14.55300897521326,4,8,4th IMD quintile
E14000965,14.536003222406265,4,8,4th IMD quintile
E14000624,14.526365107773714,4,8,4th IMD quintile
E14000630,14.514859265087882,4,8,4th IMD quintile
E14000916,14.473410198665825,4,8,4th IMD quintile
E14001021,14.468723798735168,4,8,4th IMD quintile
E14000858,14.463790224976114,4,8,4th IMD quintile
E14000889,14.426924017444577,4,8,4th IMD quintile
E14000943,14.34489146967106,4,8,4th IMD quintile
E14000714,14.263801712668208,4,8,4th IMD quintile
S14000046,14.246514472209148,4,8,4th IMD quintile
E14000935,14.229967285406625,4,8,4th IMD quintile
E14000946,14.217942695823066,4,8,4th IMD quintile
S14000023,14.095783242497086,4,8,4th IMD quintile
E14000636,13.971072858933061,4,8,4th IMD quintile
E14000745,13.968569553655676,4,8,4th IMD quintile
E14000839,13.902309202180025,4,8,4th IMD quintile
E14000633,13.897356320913419,4,8,4th IMD quintile
E14000583,13.887860756992726,4,8,4th IMD quintile
E14000689,13.874625971700157,4,8,4th IMD quintile
E14000603,13.86837206249311,4,8,4th IMD quintile
E14000827,13.697081327101209,5,9,5th IMD quintile
S14000051,13.553019284018939,5,9,5th IMD quintile
E14000985,13.546102570620572,5,9,5th IMD quintile
E14000912,13.528023595214666,5,9,5th IMD quintile
E14000941,13.51817240422733,5,9,5th IMD quintile
E14000613,13.437250996552015,5,9,5th IMD quintile
