SOA2001,MDM_rank,Income_perc,Empl_perc,overall_imd_score,new_rank,agreement,2010_income_score
95QQ04W1,367,12.1,24.9,21.407658542425754,367.0,True,30.0
95QQ05W1,729,10.5,13.6,8.240036061083044,729.0,True,9.0
95QQ06W1,369,12.5,22.8,21.35646579300652,369.0,True,27.0
95QQ07W1,192,14.6,29.3,31.759940109460477,192.0,True,30.0
95QQ08W1,209,12.0,33.8,29.795216269240246,209.0,True,38.0
95QQ09W1,595,9.9,20.1,12.906725676851494,595.0,True,19.0
95QQ10W1,281,14.5,15.0,25.492606590392533,283.0,False,18.0
95QQ11W1,555,13.5,15.0,14.313343755026374,555.0,True,12.0
95QQ12W1,441,11.8,24.1,18.663717247758356,441.0,True,21.0
95QQ13W1,514,11.0,15.0,15.784054618527522,514.0,True,12.0
95QQ14S1,728,9.8,11.9,8.293469418530385,728.0,True,13.0
95QQ14S2,568,12.3,13.9,13.900672002218387,568.0,True,10.0
95QQ15W1,292,15.7,22.7,24.95679383709147,292.0,True,23.0
95RR01S1,414,15.9,19.9,19.574705772250585,414.0,True,20.0
95RR01S2,493,12.2,16.7,16.644539714550408,493.0,True,18.0
95RR02W1,251,14.8,27.0,27.227374352441807,251.0,True,26.0
95RR03W1,34,18.9,47.0,57.57368929928405,34.0,True,54.0
95RR04W1,145,20.1,30.2,35.730693125431294,146.0,False,40.0
95RR05S1,610,10.2,20.6,12.36882688199671,610.0,True,13.0
95RR05S2,127,15.8,34.3,37.79178481938826,127.0,True,40.0
95RR06W1,203,19.1,21.3,30.405738962352423,203.0,True,27.0
95RR07W1,446,14.1,18.9,18.299367186365473,446.0,True,20.0
95RR08W1,365,13.9,19.4,21.478335429666142,365.0,True,20.0
95RR09S1,290,14.9,26.3,25.1504954186065,289.0,False,31.0
95RR09S2,265,16.6,19.9,26.498465924210937,265.0,True,12.0
95RR10W1,11,20.4,51.7,66.14427713958729,11.0,True,59.0
95RR11W1,491,11.1,14.5,16.68964977817487,492.0,False,18.0
95RR12W1,348,13.5,24.7,22.352803299507368,348.0,True,24.0
95RR13W1,191,13.9,34.5,31.78290141827599,191.0,True,36.0
95RR14W1,194,19.0,23.2,31.206575989550515,194.0,True,31.0
95RR15W1,440,13.5,21.8,18.73758534350213,440.0,True,30.0
95SS01S1,673,9.2,8.5,10.273153909900774,676.0,False,8.0
95SS01S2,695,10.9,13.1,9.458618203387951,696.0,False,9.0
95SS02S1,655,9.6,13.6,10.843063296461807,655.0,True,8.0
95SS02S2,844,7.0,7.2,4.515811074614634,844.0,True,4.0
95SS03S1,700,10.3,8.0,9.117304720484327,700.0,True,9.0
95SS03S2,659,9.6,8.7,10.783091307083557,659.0,True,5.0
95SS04S1,361,12.5,23.8,21.63463396909162,361.0,True,22.0
95SS04S2,535,11.6,17.6,15.111021933521531,535.0,True,20.0
95SS04S3,723,10.2,11.3,8.355205406268894,723.0,True,12.0
95SS05S1,509,11.6,20.1,16.136318152132546,509.0,True,18.0
95SS05S2,837,8.1,8.3,4.691675242731043,838.0,False,8.0
95SS06S1,63,13.5,42.5,47.99761963785655,63.0,True,60.0
95SS06S2,20,16.8,49.9,62.7934169291008,20.0,True,65.0
95SS06S3,26,17.1,44.4,60.4405709951999,26.0,True,73.0
95SS07S1,487,10.8,18.0,16.85966391708871,487.0,True,45.0
95SS07S2,554,11.7,18.9,14.32542082975194,554.0,True,17.0
95SS07S3,567,11.4,18.8,13.95572797275137,567.0,True,21.0
95SS08S1,769,9.9,10.8,6.9583149742183155,769.0,True,7.000000000000001
95SS08S2,675,10.6,12.8,10.284733670117756,673.0,False,12.0
95SS09S1,764,8.8,6.3,7.241870633151775,764.0,True,5.0
95SS09S2,709,10.7,10.5,8.897057450407951,709.0,True,8.0
95SS10S1,572,12.6,18.5,13.831895768532787,572.0,True,20.0
95SS10S2,831,7.5,10.9,4.892830511718658,831.0,True,8.0
95SS11S1,703,9.6,12.7,9.0444561325002,703.0,True,13.0
95SS11S2,645,10.3,12.1,11.241764623197543,646.0,False,9.0
95SS12W1,852,7.4,12.0,4.272940640199784,852.0,True,11.0
95SS13S1,190,16.2,23.5,31.789294510478324,190.0,True,27.0
95SS13S2,202,17.8,23.6,30.465585704871334,202.0,True,31.0
95SS14S1,277,11.6,28.4,25.716628515300346,276.0,False,42.0
95SS14S2,690,12.4,12.2,9.721461617111741,690.0,True,19.0
95SS15S1,862,10.0,9.5,3.901263972157826,862.0,True,9.0
95SS15S2,812,8.5,8.1,5.46372489813665,812.0,True,6.0
95SS16S1,553,8.7,22.1,14.357122557272634,553.0,True,24.0
95SS16S2,107,12.1,41.5,40.43942772299307,107.0,True,55.00000000000001
95SS17S1,576,11.2,16.4,13.569266945644488,576.0,True,17.0
95SS17S2,346,12.1,22.0,22.38079196861156,346.0,True,26.0
95SS18S1,246,14.6,26.2,27.45984644689044,246.0,True,33.0
95SS18S2,380,13.5,25.0,21.08591281877252,379.0,False,30.0
95SS19S1,606,11.1,15.3,12.564546061252026,606.0,True,17.0
95SS19S2,359,12.7,19.2,21.826937278752244,359.0,True,28.999999999999996
95SS20W1,809,8.8,12.6,5.518800435236487,809.0,True,11.0
95SS21S1,712,10.5,10.0,8.836250692395193,712.0,True,7.000000000000001
95SS21S2,742,9.1,10.7,7.816282239140653,742.0,True,10.0
95SS22S1,753,11.0,11.6,7.450041874816331,753.0,True,6.0
95SS22S2,857,6.5,12.0,4.010354034256638,857.0,True,9.0
95SS23S1,787,10.3,11.1,6.36105202894906,787.0,True,8.0
95SS23S2,646,9.8,14.9,11.243296917770223,645.0,False,14.000000000000002
95SS24S1,804,9.7,8.9,5.638154956153443,804.0,True,8.0
95SS24S2,796,9.0,12.7,5.864520384154365,796.0,True,12.0
95SS25W1,118,16.8,29.7,38.985734393147666,118.0,True,50.0
95SS26S1,39,16.2,44.5,54.162965846796766,39.0,True,52.0
95SS26S2,454,11.3,24.0,17.98676062657946,453.0,False,28.000000000000004
95SS27W1,418,12.2,22.9,19.3974334886386,418.0,True,25.0
95SS28W1,282,13.4,25.1,25.564209794712333,281.0,False,32.0
95SS29S1,42,17.7,42.7,53.15256266049454,42.0,True,63.0
95SS29S2,36,18.8,46.6,55.952443386447705,36.0,True,64.0
95SS30S1,858,4.8,4.6,3.9963248997418725,858.0,True,3.0
95SS30S2,842,7.8,10.1,4.631215945794856,842.0,True,5.0
95TT01W1,664,10.8,12.3,10.558572906635726,664.0,True,18.0
95TT02W1,541,13.6,16.7,14.903297775543388,541.0,True,23.0
95TT03S1,453,11.1,19.3,17.988926625026657,452.0,False,27.0
95TT03S2,607,12.0,17.6,12.519188676218215,607.0,True,17.0
95TT04W1,389,15.5,19.5,20.805741723289664,389.0,True,20.0
95TT05S1,688,11.7,13.8,9.793555783119668,688.0,True,12.0
95TT05S2,227,13.8,28.2,28.69821014110257,227.0,True,37.0
95TT06W1,589,11.8,16.0,13.038230218899788,589.0,True,20.0
95TT07W1,674,9.7,13.0,10.284417063214109,674.0,True,13.0
95TT08W1,563,13.3,13.0,14.043995128810588,563.0,True,17.0
95TT09S1,527,11.4,16.3,15.410946174879433,528.0,False,22.0
