pcon,lsoa11,pcds
S14000028,S01009207,10
S14000028,S01009208,16
S14000028,S01009209,26
S14000028,S01009211,12
S14000028,S01009212,16
S14000028,S01009214,17
S14000028,S01009215,39
S14000028,S01009216,24
S14000028,S01009217,24
S14000028,S01009218,24
S14000043,S01009219,15
S14000043,S01009220,16
S14000043,S01009221,15
S14000043,S01009222,13
S14000043,S01009223,14
S14000043,S01009224,17
S14000043,S01009225,13
S14000043,S01009226,34
S14000043,S01009227,25
S14000043,S01009228,13
S14000043,S01009229,98
S14000043,S01009230,11
S14000043,S01009231,24
S14000043,S01009232,12
S14000043,S01009233,16
S14000043,S01009234,23
S14000043,S01009235,48
S14000043,S01009236,17
S14000043,S01009237,23
S14000043,S01009238,10
S14000043,S01009239,16
S14000043,S01009240,17
S14000043,S01009241,23
S14000043,S01009242,22
S14000043,S01009243,9
S14000043,S01009244,19
S14000043,S01009245,24
S14000043,S01009246,27
S14000043,S01009247,21
S14000043,S01009248,16
S14000043,S01009249,31
S14000043,S01009250,9
S14000043,S01009251,11
S14000043,S01009252,8
S14000043,S01009253,9
S14000043,S01009254,24
S14000043,S01009255,78
S14000043,S01009256,16
S14000043,S01009257,39
S14000043,S01009258,35
S14000043,S01009259,30
S14000043,S01009260,40
S14000043,S01009261,29
S14000043,S01009262,7
S14000043,S01009263,16
S14000017,S01009264,43
S14000017,S01009265,24
S14000017,S01009266,17
S14000017,S01009267,33
S14000017,S01009268,29
S14000017,S01009269,18
S14000017,S01009270,18
S14000017,S01009271,18
S14000017,S01009272,16
S14000017,S01009273,22
S14000017,S01009274,9
S14000017,S01009275,43
S14000017,S01009276,17
S14000017,S01009278,17
S14000017,S01009279,28
S14000017,S01009280,24
S14000017,S01009281,16
S14000017,S01009282,40
S14000017,S01009283,25
S14000017,S01009284,19
S14000017,S01009285,17
S14000017,S01009286,17
S14000017,S01009287,26
S14000017,S01009288,56
S14000017,S01009289,35
S14000017,S01009290,28
S14000017,S01009291,18
S14000017,S01009292,12
S14000017,S01009293,17
S14000017,S01009294,18
S14000017,S01009295,8
S14000017,S01009296,11
S14000017,S01009297,22
S14000017,S01009298,32
S14000017,S01009299,23
S14000017,S01009300,22
S14000017,S01009301,32
S14000017,S01009302,16
S14000017,S01009303,31
S14000017,S01009304,12
S14000017,S01009305,19
S14000017,S01009306,24
S14000017,S01009307,79
S14000017,S01009308,67
S14000017,S01009309,390
S14000017,S01009310,31
S14000017,S01009311,9
S14000017,S01009312,23
S14000017,S01009313,27
S14000017,S01009314,14
S14000017,S01009315,13
S14000017,S01009316,45
S14000017,S01009317,20
S14000017,S01009318,9
S14000017,S01009319,27
S14000017,S01009320,20
S14000017,S01009321,14
S14000017,S01009322,17
S14000017,S01009323,24
S14000017,S01009324,15
S14000017,S01009325,25
S14000017,S01009326,6
S14000017,S01009327,26
S14000017,S01009328,9
S14000017,S01009329,19
S14000017,S01009330,9
S14000017,S01009331,36
S14000017,S01009332,21
S14000017,S01009333,22
S14000017,S01009334,13
S14000017,S01009335,13
S14000017,S01009336,17
S14000017,S01009337,10
S14000017,S01009338,36
S14000017,S01009339,24
S14000017,S01009340,10
S14000017,S01009341,11
S14000017,S01009342,10
S14000017,S01009343,8
S14000017,S01009344,14
S14000017,S01009345,11
S14000017,S01009346,7
S14000017,S01009347,10
S14000017,S01009348,7
S14000017,S01009349,6
S14000017,S01009350,7
S14000017,S01009351,6
S14000017,S01009352,8
S14000017,S01009353,28
S14000017,S01009354,29
S14000017,S01009355,46
S14000017,S01009356,38
S14000017,S01009357,68
S14000017,S01009358,28
S14000017,S01009359,4
S14000017,S01009360,32
S14000017,S01009361,60
S14000017,S01009362,53
S14000017,S01009363,19
S14000017,S01009364,16
S14000017,S01009365,11
S14000017,S01009366,23
S14000017,S01009367,16
S14000017,S01009368,8
S14000017,S01009369,13
S14000017,S01009370,16
S14000017,S01009371,10
S14000017,S01009372,8
S14000017,S01009373,21
S14000017,S01009374,22
S14000017,S01009375,15
S14000017,S01009376,9
S14000017,S01009377,76
S14000017,S01009378,16
S14000017,S01009379,10
S14000017,S01009380,10
S14000017,S01009381,18
S14000017,S01009382,29
S14000017,S01009383,33
S14000017,S01009384,25
S14000017,S01009385,14
S14000017,S01009386,14
S14000017,S01009388,20
S14000017,S01009389,23
S14000041,S01009390,17
S14000041,S01009391,10
S14000041,S01009392,10
S14000041,S01009393,37
S14000041,S01009394,29
S14000041,S01009395,36
S14000041,S01009396,33
S14000041,S01009397,18
S14000041,S01009398,19
S14000041,S01009399,22
S14000041,S01009400,16
S14000041,S01009401,22
S14000041,S01009402,39
S14000041,S01009403,67
S14000017,S01009404,45
S14000017,S01009406,20
S14000017,S01009407,7
S14000017,S01009408,19
S14000017,S01009410,16
S14000041,S01009413,20
S14000041,S01009414,9
S14000041,S01009415,65
S14000041,S01009416,13
S14000041,S01009418,23
S14000041,S01009419,9
S14000041,S01009420,9
S14000041,S01009421,11
S14000041,S01009422,16
S14000041,S01009423,19
S14000041,S01009424,13
S14000041,S01009425,14
S14000041,S01009426,17
S14000041,S01009427,16
S14000041,S01009428,12
S14000041,S01009429,25
S14000041,S01009430,17
S14000041,S01009431,25
S14000041,S01009432,15
S14000041,S01009433,14
S14000041,S01009434,12
S14000041,S01009435,15
S14000036,S01009436,9
S14000036,S01009437,17
S14000036,S01009438,19
S14000036,S01009439,11
S14000036,S01009440,15
S14000036,S01009441,19
S14000041,S01009444,14
S14000041,S01009445,22
S14000041,S01009446,55
S14000041,S01009447,12
S14000041,S01009448,19
S14000041,S01009449,9
S14000041,S01009450,13
S14000041,S01009451,19
S14000041,S01009452,18
S14000041,S01009453,32
S14000041,S01009454,28
S14000041,S01009457,40
S14000041,S01009458,12
S14000041,S01009459,33
S14000041,S01009460,60
S14000041,S01009461,18
S14000041,S01009462,29
S14000041,S01009463,13
S14000041,S01009464,23
S14000041,S01009465,22
S14000041,S01009466,25
S14000041,S01009467,20
S14000041,S01009468,24
S14000041,S01009469,37
S14000041,S01009470,12
S14000041,S01009471,13
S14000041,S01009472,17
S14000041,S01009473,20
S14000041,S01009474,21
S14000041,S01009475,12
S14000041,S01009476,24
S14000041,S01009477,24
S14000041,S01009478,58
S14000041,S01009479,117
S14000041,S01009480,34
S14000041,S01009481,24
S14000041,S01009482,12
S14000041,S01009483,16
S14000041,S01009484,219
S14000041,S01009485,16
S14000041,S01009486,23
S14000041,S01009487,12
S14000041,S01009488,10
S14000041,S01009489,39
S14000041,S01009491,19
S14000041,S01009493,22
S14000041,S01009495,11
S14000036,S01009497,11
S14000041,S01009498,12
S14000041,S01009499,13
S14000041,S01009500,15
S14000041,S01009501,17
S14000041,S01009502,10
S14000041,S01009503,8
S14000041,S01009504,9
S14000041,S01009505,12
S14000041,S01009506,9
S14000041,S01009507,16
S14000041,S01009508,13
S14000041,S01009509,14
S14000041,S01009510,17
S14000041,S01009511,10
S14000041,S01009512,13
S14000041,S01009513,10
S14000041,S01009514,12
S14000041,S01009515,15
S14000041,S01009517,19
S14000041,S01009518,14
S14000041,S01009519,27
S14000041,S01009521,15
S14000041,S01009522,31
S14000041,S01009523,20
S14000041,S01009524,21
S14000041,S01009525,17
S14000041,S01009526,25
S14000041,S01009527,33
S14000041,S01009528,12
S14000041,S01009529,25
S14000041,S01009530,16
S14000041,S01009531,65
S14000041,S01009532,15
S14000041,S01009533,25
S14000041,S01009534,36
S14000041,S01009535,22
S14000041,S01009536,11
S14000041,S01009537,16
S14000041,S01009538,37
S14000041,S01009539,32
S14000041,S01009540,17
S14000036,S01009542,16
S14000036,S01009543,20
S14000036,S01009545,30
S14000036,S01009546,19
S14000036,S01009548,19
S14000036,S01009549,14
S14000036,S01009550,7
S14000036,S01009551,6
S14000036,S01009552,30
S14000036,S01009553,24
S14000036,S01009554,25
S14000036,S01009555,38
S14000036,S01009556,8
S14000036,S01009557,13
S14000036,S01009558,9
S14000036,S01009559,19
S14000036,S01009560,12
S14000036,S01009561,15
S14000036,S01009562,33
S14000036,S01009563,18
S14000036,S01009564,25
S14000036,S01009565,19
S14000036,S01009566,14
S14000036,S01009567,15
S14000036,S01009568,16
S14000036,S01009569,23
S14000036,S01009570,16
S14000036,S01009571,20
S14000036,S01009572,33
S14000036,S01009573,18
S14000036,S01009574,200
S14000036,S01009575,11
S14000036,S01009576,46
S14000036,S01009577,12
S14000036,S01009578,10
S14000036,S01009579,28
S14000036,S01009580,16
S14000036,S01009581,157
S14000036,S01009582,10
S14000036,S01009583,8
S14000036,S01009584,18
S14000036,S01009585,15
S14000036,S01009586,20
S14000036,S01009587,30
S14000036,S01009588,24
S14000036,S01009589,14
S14000036,S01009590,15
S14000036,S01009591,14
S14000036,S01009592,20
S14000036,S01009593,16
S14000036,S01009594,12
S14000036,S01009595,15
S14000036,S01009596,18
S14000036,S01009597,13
S14000036,S01009598,10
S14000036,S01009599,16
S14000036,S01009600,14
S14000036,S01009601,12
S14000036,S01009602,13
S14000036,S01009603,13
S14000036,S01009604,38
S14000036,S01009605,13
S14000036,S01009606,17
S14000036,S01009607,19
S14000036,S01009608,18
S14000036,S01009609,37
S14000036,S01009610,26
S14000036,S01009612,11
S14000036,S01009613,8
S14000036,S01009614,35
S14000036,S01009615,9
S14000036,S01009616,25
S14000036,S01009617,15
S14000036,S01009618,24
S14000036,S01009619,18
S14000036,S01009620,15
S14000036,S01009621,38
S14000036,S01009622,16
S14000036,S01009623,17
S14000036,S01009624,21
S14000036,S01009625,18
S14000036,S01009626,12
S14000036,S01009627,17
S14000036,S01009628,12
S14000036,S01009629,32
S14000036,S01009630,15
S14000036,S01009631,32
S14000036,S01009632,18
S14000036,S01009633,21
S14000036,S01009634,8
S14000036,S01009635,25
S14000036,S01009636,24
S14000036,S01009637,22
S14000036,S01009638,28
S14000049,S01009639,36
S14000049,S01009640,14
S14000049,S01009642,65
S14000036,S01009643,14
S14000036,S01009644,80
S14000036,S01009645,13
S14000036,S01009646,12
S14000036,S01009648,19
S14000036,S01009649,17
S14000049,S01009650,28
S14000049,S01009651,61
S14000049,S01009652,36
S14000049,S01009653,13
S14000049,S01009654,22
S14000036,S01009655,12
S14000036,S01009656,17
S14000036,S01009657,20
S14000036,S01009658,8
S14000036,S01009659,16
S14000036,S01009660,19
S14000049,S01009662,45
S14000049,S01009663,47
S14000049,S01009664,85
S14000049,S01009665,40
S14000049,S01009666,46
S14000049,S01009667,54
S14000049,S01009668,35
S14000049,S01009669,39
S14000049,S01009670,55
S14000049,S01009672,16
S14000049,S01009673,36
S14000049,S01009674,48
S14000049,S01009675,39
S14000049,S01009676,48
S14000049,S01009677,29
S14000049,S01009678,23
S14000049,S01009679,33
S14000049,S01009680,30
S14000049,S01009681,18
S14000049,S01009682,12
S14000049,S01009683,21
S14000049,S01009684,52
S14000049,S01009685,23
S14000049,S01009686,126
S14000049,S01009687,14
S14000049,S01009688,16
S14000049,S01009689,36
S14000049,S01009690,23
S14000049,S01009691,23
S14000049,S01009692,50
S14000049,S01009693,12
S14000049,S01009694,24
S14000049,S01009695,31
S14000049,S01009696,42
S14000049,S01009697,33
S14000049,S01009698,24
S14000049,S01009699,39
S14000049,S01009700,43
S14000049,S01009701,43
S14000049,S01009702,32
S14000049,S01009703,27
S14000049,S01009704,47
S14000049,S01009705,24
S14000049,S01009706,35
S14000049,S01009707,16
S14000049,S01009708,24
S14000049,S01009709,27
S14000049,S01009710,41
S14000049,S01009711,29
S14000049,S01009712,38
S14000049,S01009713,61
S14000049,S01009714,38
S14000049,S01009715,45
S14000049,S01009716,24
S14000049,S01009717,19
S14000049,S01009718,15
S14000049,S01009719,16
S14000049,S01009720,19
S14000049,S01009721,26
S14000049,S01009722,69
S14000049,S01009723,30
S14000049,S01009724,21
S14000049,S01009725,20
S14000049,S01009726,31
S14000049,S01009727,18
S14000049,S01009728,17
S14000049,S01009729,15
S14000049,S01009730,13
S14000049,S01009731,99
S14000049,S01009732,27
S14000049,S01009733,18
S14000049,S01009734,44
S14000049,S01009735,24
S14000049,S01009736,70
S14000049,S01009737,26
S14000049,S01009738,16
S14000049,S01009739,15
S14000049,S01009740,15
S14000049,S01009741,19
S14000049,S01009742,31
S14000049,S01009743,35
S14000049,S01009744,27
S14000049,S01009745,43
S14000049,S01009746,33
S14000049,S01009747,27
S14000049,S01009748,13
S14000049,S01009749,57
S14000049,S01009750,16
S14000049,S01009751,36
S14000049,S01009752,32
S14000049,S01009753,29
S14000049,S01009754,32
S14000049,S01009755,18
S14000049,S01009756,21
S14000049,S01009757,30
S14000035,S01009758,9
S14000035,S01009759,16
S14000035,S01009760,47
S14000035,S01009761,15
S14000035,S01009762,20
S14000035,S01009763,14
S14000035,S01009764,11
S14000035,S01009765,23
S14000035,S01009766,11
S14000035,S01009767,53
S14000035,S01009768,27
S14000035,S01009769,39
S14000035,S01009770,11
S14000035,S01009771,14
S14000035,S01009772,11
S14000035,S01009773,8
S14000035,S01009774,4
S14000035,S01009776,13
S14000035,S01009777,20
S14000035,S01009778,17
S14000035,S01009779,14
S14000035,S01009780,13
S14000035,S01009781,19
S14000035,S01009782,12
S14000035,S01009783,21
S14000035,S01009784,25
S14000035,S01009785,33
S14000035,S01009786,19
S14000035,S01009787,61
S14000035,S01009788,26
S14000035,S01009789,29
S14000035,S01009790,11
S14000035,S01009791,23
S14000035,S01009792,13
S14000035,S01009793,33
S14000035,S01009794,8
S14000035,S01009795,20
S14000035,S01009796,12
S14000035,S01009797,26
S14000035,S01009798,17
S14000035,S01009799,24
S14000035,S01009800,25
S14000035,S01009801,21
S14000035,S01009802,38
S14000035,S01009803,22
S14000035,S01009804,9
S14000035,S01009805,25
S14000035,S01009806,39
S14000035,S01009807,20
S14000035,S01009808,15
S14000035,S01009809,14
S14000035,S01009810,14
S14000035,S01009811,29
S14000035,S01009812,30
S14000035,S01009813,9
S14000035,S01009814,41
S14000035,S01009815,15
S14000035,S01009816,15
S14000035,S01009817,18
S14000035,S01009818,29
S14000035,S01009819,27
S14000035,S01009820,33
S14000035,S01009821,12
S14000035,S01009822,15
S14000035,S01009823,15
S14000035,S01009824,22
S14000035,S01009825,20
S14000035,S01009826,14
S14000035,S01009827,20
S14000035,S01009828,19
S14000035,S01009829,17
S14000035,S01009830,16
S14000035,S01009831,11
S14000035,S01009832,31
S14000035,S01009833,67
S14000035,S01009834,29
S14000035,S01009835,19
S14000035,S01009836,33
S14000035,S01009837,28
S14000035,S01009838,34
S14000035,S01009839,21
S14000035,S01009840,27
S14000035,S01009841,24
S14000035,S01009842,34
S14000035,S01009843,78
S14000035,S01009844,40
S14000035,S01009845,16
S14000035,S01009846,45
S14000035,S01009847,26
S14000035,S01009848,35
S14000035,S01009849,23
S14000035,S01009850,19
S14000035,S01009851,39
S14000035,S01009853,22
S14000035,S01009855,12
S14000035,S01009856,18
S14000035,S01009857,22
S14000035,S01009858,26
S14000035,S01009860,33
S14000035,S01009861,117
S14000035,S01009863,21
S14000035,S01009864,31
S14000035,S01009865,21
S14000029,S01009866,24
S14000029,S01009867,91
S14000029,S01009868,20
S14000029,S01009869,11
S14000029,S01009871,89
S14000029,S01009872,21
S14000029,S01009875,31
S14000029,S01009876,15
S14000029,S01009878,14
S14000029,S01009881,28
S14000029,S01009882,37
S14000029,S01009883,37
S14000029,S01009884,18
S14000029,S01009886,20
S14000029,S01009887,22
S14000029,S01009888,11
S14000029,S01009890,18
S14000029,S01009891,26
S14000029,S01009892,26
S14000029,S01009893,23
S14000029,S01009894,12
S14000029,S01009895,33
S14000029,S01009896,48
S14000029,S01009898,26
S14000034,S01009899,13
S14000034,S01009900,18
S14000034,S01009901,34
S14000034,S01009902,26
S14000034,S01009903,38
S14000029,S01009905,20
S14000029,S01009906,17
S14000029,S01009907,20
S14000029,S01009908,43
S14000029,S01009910,14
S14000034,S01009912,27
S14000034,S01009914,55
S14000034,S01009915,32
S14000034,S01009916,32
S14000034,S01009917,18
S14000034,S01009918,23
S14000034,S01009919,54
S14000034,S01009920,19
S14000034,S01009921,24
S14000034,S01009922,28
S14000034,S01009923,16
S14000034,S01009924,25
S14000034,S01009925,37
S14000034,S01009926,19
S14000034,S01009927,9
S14000034,S01009928,17
S14000034,S01009929,14
S14000034,S01009930,18
S14000034,S01009931,18
S14000034,S01009932,15
S14000034,S01009933,15
S14000034,S01009934,21
S14000034,S01009935,49
S14000034,S01009936,21
S14000034,S01009938,35
S14000034,S01009939,14
S14000034,S01009940,32
S14000034,S01009941,12
S14000034,S01009942,27
S14000034,S01009943,28
S14000034,S01009944,13
S14000034,S01009945,29
S14000034,S01009946,16
S14000034,S01009947,10
S14000034,S01009948,15
S14000034,S01009949,18
S14000034,S01009950,22
S14000034,S01009951,41
S14000034,S01009952,17
S14000034,S01009953,23
S14000034,S01009954,25
S14000034,S01009955,39
S14000034,S01009956,21
S14000034,S01009957,25
S14000034,S01009958,19
S14000034,S01009959,18
S14000034,S01009960,123
S14000034,S01009961,23
S14000034,S01009962,32
S14000034,S01009963,27
S14000034,S01009964,33
S14000034,S01009965,17
S14000034,S01009966,11
S14000034,S01009967,22
S14000034,S01009968,15
S14000034,S01009969,40
S14000034,S01009970,14
S14000034,S01009971,31
S14000034,S01009972,47
S14000034,S01009973,24
S14000034,S01009974,11
S14000034,S01009975,27
S14000034,S01009976,10
S14000034,S01009977,23
S14000034,S01009978,25
S14000034,S01009979,41
S14000034,S01009980,44
S14000034,S01009981,20
S14000034,S01009982,25
S14000034,S01009983,8
S14000034,S01009984,16
S14000034,S01009985,9
S14000034,S01009986,10
S14000034,S01009987,31
S14000034,S01009988,17
S14000034,S01009989,18
S14000034,S01009990,12
S14000034,S01009991,14
S14000034,S01009992,15
S14000034,S01009993,17
S14000034,S01009994,19
S14000034,S01009995,10
S14000034,S01009996,12
S14000034,S01009997,9
S14000034,S01009998,21
S14000034,S01009999,10
S14000034,S01010001,16
S14000034,S01010003,14
S14000034,S01010004,17
S14000034,S01010005,25
S14000034,S01010006,28
S14000034,S01010007,20
S14000034,S01010008,18
S14000034,S01010009,37
S14000034,S01010010,24
S14000034,S01010011,23
S14000034,S01010012,34
S14000034,S01010013,38
S14000034,S01010014,21
S14000034,S01010015,20
S14000029,S01010016,13
S14000029,S01010017,9
S14000029,S01010018,19
S14000029,S01010019,20
S14000029,S01010020,13
S14000029,S01010022,109
S14000029,S01010023,22
S14000029,S01010024,25
S14000029,S01010025,22
S14000029,S01010026,23
S14000029,S01010027,23
S14000029,S01010028,19
S14000029,S01010029,39
S14000029,S01010030,18
S14000029,S01010031,55
S14000029,S01010032,185
S14000029,S01010033,429
S14000029,S01010034,118
S14000029,S01010035,32
S14000029,S01010036,16
S14000029,S01010037,34
S14000029,S01010038,54
S14000029,S01010039,62
S14000029,S01010040,51
S14000029,S01010041,39
S14000029,S01010042,51
S14000029,S01010043,33
S14000029,S01010044,33
S14000029,S01010045,14
S14000029,S01010046,133
S14000029,S01010047,21
S14000029,S01010048,97
S14000030,S01010049,25
S14000030,S01010051,38
S14000030,S01010052,72
S14000029,S01010053,85
S14000030,S01010056,26
S14000030,S01010057,21
S14000030,S01010058,25
S14000030,S01010059,19
S14000030,S01010060,24
S14000030,S01010061,15
S14000030,S01010062,22
S14000030,S01010063,35
S14000030,S01010064,11
S14000030,S01010065,22
S14000030,S01010066,22
S14000030,S01010067,27
S14000030,S01010069,15
S14000030,S01010070,14
S14000030,S01010071,164
S14000030,S01010072,21
S14000030,S01010073,17
S14000030,S01010074,41
S14000030,S01010075,18
S14000030,S01010076,21
S14000030,S01010077,17
S14000030,S01010078,9
S14000030,S01010079,25
S14000030,S01010080,21
S14000030,S01010081,32
S14000030,S01010082,34
S14000030,S01010083,14
S14000030,S01010084,27
S14000030,S01010085,16
S14000030,S01010086,22
S14000030,S01010087,18
S14000030,S01010088,70
S14000030,S01010089,28
S14000030,S01010090,26
S14000030,S01010091,22
S14000030,S01010092,25
S14000030,S01010093,25
S14000030,S01010094,65
S14000030,S01010095,26
S14000030,S01010096,19
S14000030,S01010097,21
S14000030,S01010098,20
S14000030,S01010099,25
S14000030,S01010100,25
S14000030,S01010101,21
S14000030,S01010102,12
S14000030,S01010103,21
S14000030,S01010104,18
S14000030,S01010105,15
S14000030,S01010106,13
S14000030,S01010107,20
S14000030,S01010108,15
S14000030,S01010109,47
S14000030,S01010110,27
S14000030,S01010111,48
S14000030,S01010112,41
S14000030,S01010113,11
S14000030,S01010114,27
S14000030,S01010115,10
S14000030,S01010116,29
S14000030,S01010118,21
S14000030,S01010119,17
S14000030,S01010120,25
S14000030,S01010121,16
S14000030,S01010122,41
S14000030,S01010123,15
S14000030,S01010124,19
S14000030,S01010125,16
S14000030,S01010126,17
S14000030,S01010127,22
S14000030,S01010128,6
S14000030,S01010129,90
S14000030,S01010130,38
S14000030,S01010131,26
S14000030,S01010132,19
S14000030,S01010133,11
S14000030,S01010134,20
S14000030,S01010135,16
S14000030,S01010136,36
S14000030,S01010137,22
S14000030,S01010138,25
S14000030,S01010139,31
S14000030,S01010140,31
S14000030,S01010141,34
S14000030,S01010142,75
S14000030,S01010143,18
S14000030,S01010144,21
S14000030,S01010145,32
S14000030,S01010146,15
S14000030,S01010147,40
S14000030,S01010148,72
S14000030,S01010149,21
S14000030,S01010150,27
S14000030,S01010151,20
S14000032,S01010152,33
S14000032,S01010153,130
S14000032,S01010154,47
S14000032,S01010155,38
S14000030,S01010159,27
S14000030,S01010160,17
S14000030,S01010161,27
S14000030,S01010162,20
S14000030,S01010164,17
S14000030,S01010165,25
S14000030,S01010166,23
S14000030,S01010167,16
S14000030,S01010170,7
S14000030,S01010171,31
S14000032,S01010172,20
S14000032,S01010173,19
S14000032,S01010174,14
S14000032,S01010175,20
S14000032,S01010176,24
S14000032,S01010177,24
S14000032,S01010178,38
S14000032,S01010179,28
S14000032,S01010180,38
S14000032,S01010181,17
S14000032,S01010182,17
S14000032,S01010183,14
S14000032,S01010184,19
S14000032,S01010185,15
S14000032,S01010186,5
S14000032,S01010187,8
S14000032,S01010189,27
S14000032,S01010190,8
S14000032,S01010191,9
S14000032,S01010192,15
S14000032,S01010193,17
S14000032,S01010194,14
S14000032,S01010195,13
S14000032,S01010196,17
S14000032,S01010197,16
S14000032,S01010198,25
S14000032,S01010199,12
S14000032,S01010200,21
S14000032,S01010201,13
S14000032,S01010202,16
S14000032,S01010203,13
S14000032,S01010204,17
S14000032,S01010205,15
S14000032,S01010206,6
S14000032,S01010207,30
S14000032,S01010208,59
S14000032,S01010209,24
S14000032,S01010210,23
S14000032,S01010211,24
S14000032,S01010212,69
S14000032,S01010213,21
S14000032,S01010214,21
S14000032,S01010215,33
S14000032,S01010216,16
S14000032,S01010217,20
S14000032,S01010218,27
S14000032,S01010219,10
S14000032,S01010220,46
S14000032,S01010221,51
S14000032,S01010222,55
S14000032,S01010223,30
S14000032,S01010224,53
S14000032,S01010225,79
S14000032,S01010226,8
S14000032,S01010227,11
S14000032,S01010228,28
S14000032,S01010229,120
S14000032,S01010230,12
S14000032,S01010231,25
S14000032,S01010232,21
S14000032,S01010233,26
S14000032,S01010234,31
S14000032,S01010235,21
S14000032,S01010237,15
S14000032,S01010238,28
S14000032,S01010239,19
S14000032,S01010240,17
S14000032,S01010241,50
S14000032,S01010242,24
S14000032,S01010243,23
S14000032,S01010246,32
S14000032,S01010248,30
S14000032,S01010249,24
S14000032,S01010250,18
S14000032,S01010251,8
S14000032,S01010252,49
S14000032,S01010253,18
S14000032,S01010256,21
S14000029,S01010258,10
S14000029,S01010259,57
S14000029,S01010263,50
S14000029,S01010264,121
S14000029,S01010265,89
S14000029,S01010266,20
S14000029,S01010267,130
S14000029,S01010268,22
S14000029,S01010269,15
S14000029,S01010270,57
S14000029,S01010271,118
S14000029,S01010272,172
S14000029,S01010273,125
S14000029,S01010274,278
S14000029,S01010275,1265
S14000029,S01010276,32
S14000029,S01010277,24
S14000029,S01010278,13
S14000029,S01010279,32
S14000029,S01010280,89
S14000029,S01010281,26
S14000029,S01010282,26
S14000029,S01010283,68
S14000029,S01010284,34
S14000029,S01010285,27
S14000029,S01010286,30
S14000029,S01010287,28
S14000029,S01010288,47
S14000029,S01010289,105
S14000031,S01010291,37
S14000031,S01010292,25
S14000031,S01010293,18
S14000031,S01010294,10
S14000031,S01010295,50
S14000031,S01010296,21
S14000031,S01010298,30
S14000031,S01010299,13
S14000031,S01010300,42
S14000031,S01010301,30
S14000031,S01010302,14
S14000031,S01010303,10
S14000031,S01010304,33
S14000031,S01010305,49
S14000031,S01010306,73
S14000031,S01010307,23
S14000031,S01010308,39
S14000032,S01010309,23
S14000032,S01010310,19
S14000032,S01010311,54
S14000032,S01010312,29
S14000032,S01010313,9
S14000031,S01010315,37
S14000031,S01010316,29
S14000031,S01010317,47
S14000031,S01010318,31
S14000031,S01010319,27
S14000031,S01010320,36
S14000031,S01010321,40
S14000031,S01010322,33
S14000032,S01010323,32
S14000032,S01010324,20
S14000032,S01010325,28
S14000032,S01010328,122
S14000031,S01010329,14
S14000032,S01010330,13
S14000032,S01010331,19
S14000032,S01010332,25
S14000032,S01010333,26
S14000032,S01010334,76
S14000032,S01010335,19
S14000032,S01010336,15
S14000032,S01010337,27
S14000032,S01010338,13
S14000032,S01010339,10
S14000031,S01010340,20
S14000031,S01010341,21
S14000031,S01010342,15
S14000031,S01010343,18
S14000032,S01010344,14
S14000031,S01010346,31
S14000031,S01010347,26
S14000031,S01010348,17
S14000031,S01010349,22
S14000031,S01010350,17
S14000031,S01010351,15
S14000031,S01010352,17
S14000031,S01010353,28
S14000031,S01010354,19
S14000031,S01010355,15
S14000031,S01010356,142
S14000031,S01010357,29
S14000031,S01010358,29
S14000031,S01010359,23
S14000031,S01010360,45
S14000031,S01010361,14
S14000031,S01010362,17
S14000031,S01010363,17
S14000031,S01010364,19
S14000031,S01010365,42
S14000031,S01010366,35
S14000031,S01010367,33
S14000031,S01010368,29
S14000031,S01010369,24
S14000031,S01010370,25
S14000031,S01010371,32
S14000031,S01010372,13
S14000031,S01010373,17
S14000031,S01010374,27
S14000031,S01010375,35
S14000031,S01010376,20
S14000031,S01010377,31
S14000031,S01010378,10
S14000031,S01010379,82
S14000031,S01010380,22
S14000031,S01010381,16
S14000031,S01010382,33
S14000031,S01010383,17
S14000031,S01010386,45
S14000033,S01010388,37
S14000033,S01010389,21
S14000033,S01010390,21
S14000033,S01010391,40
S14000033,S01010392,11
S14000033,S01010393,28
S14000033,S01010394,35
S14000033,S01010395,21
S14000031,S01010401,31
S14000031,S01010402,34
S14000031,S01010404,59
S14000031,S01010405,22
S14000031,S01010406,23
S14000031,S01010407,36
S14000033,S01010408,20
S14000033,S01010409,15
S14000033,S01010410,19
S14000033,S01010411,35
S14000033,S01010414,37
S14000033,S01010415,26
S14000033,S01010416,15
S14000033,S01010417,24
S14000033,S01010418,32
S14000033,S01010419,26
S14000033,S01010420,22
S14000033,S01010421,26
S14000033,S01010422,26
S14000033,S01010423,25
S14000033,S01010424,60
S14000033,S01010425,27
S14000033,S01010426,18
S14000033,S01010427,21
S14000033,S01010428,20
S14000033,S01010429,35
S14000033,S01010430,15
S14000033,S01010431,23
S14000033,S01010432,27
S14000033,S01010433,14
S14000033,S01010434,12
S14000033,S01010435,24
S14000033,S01010436,56
S14000033,S01010437,11
S14000033,S01010438,19
S14000033,S01010439,20
S14000033,S01010440,28
S14000033,S01010441,21
S14000033,S01010442,22
S14000033,S01010443,11
S14000033,S01010444,18
S14000033,S01010445,19
S14000033,S01010446,26
S14000033,S01010447,24
S14000033,S01010448,28
S14000033,S01010449,35
S14000033,S01010450,24
S14000033,S01010451,161
S14000033,S01010452,22
S14000033,S01010453,14
S14000033,S01010454,23
S14000033,S01010455,21
S14000033,S01010456,16
S14000033,S01010457,22
S14000033,S01010458,21
S14000033,S01010459,14
