Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,SIMD2020v2_Rank,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank
S01008100,Bishopbriggs West and Cadder,East Dunbartonshire,907,513,5038,4122,6515,2429,6058,4424,1700,6523
S01008101,Bishopbriggs West and Cadder,East Dunbartonshire,838,546,4613,4116,3985,3294,5449,3610,5195,4730
S01008102,Auchinairn,East Dunbartonshire,792,477,4217,4055.5,4036,2375,4333,4253,5894,2529
S01008103,Auchinairn,East Dunbartonshire,686,474,1482,1043,1450,1343,2922,5854,950,2925
S01008104,Auchinairn,East Dunbartonshire,828,526,1785,1527,1461,1637,2542,3427,4944,1904
S01008105,Auchinairn,East Dunbartonshire,1089,732,1776,1699.5,1511,1275,2531,4407,2964,1444
S01008106,Auchinairn,East Dunbartonshire,785,504,1532,1673.5,1476,913,1639,4413,3322,1725
S01008107,Auchinairn,East Dunbartonshire,1468,956,5847,5267,5754,5534,5465,2489,5472,6295
S01008108,Woodhill East,East Dunbartonshire,709,454,5614,5089,5069,5219,6305,2321,6324.5,5273
S01008109,Woodhill East,East Dunbartonshire,873,544,6420,6158,5943,5358,5884,3646,6249,4309
S01008110,Woodhill East,East Dunbartonshire,808,532,6361,5981,6440,4962,5019,3767,6424,5928
S01008111,Woodhill West,East Dunbartonshire,883,498,5946,5701,5193,4497,6248,3794,5298,5191
S01008112,Woodhill West,East Dunbartonshire,730,423,6358,5414,5937,4896,5632,5445,6818,5871
S01008113,Woodhill West,East Dunbartonshire,932,557,5374,4732,4382.5,4459,5925,4325,5865,5395
S01008114,Woodhill West,East Dunbartonshire,646,399,6387,5925,5924,4851,6361,4290,5577,4691
S01008115,Woodhill West,East Dunbartonshire,856,622,4666,4760.5,4494,3162,4731,2399,5470,3571
S01008116,Lenzie North,East Dunbartonshire,879,523,5505,5525,5064,4891,6206,1744,5530,5422
S01008117,Lenzie North,East Dunbartonshire,755,417,4837,4197,4237,4189,6416,2142,5816,5939
S01008118,Lenzie North,East Dunbartonshire,901,547,4251,4015,3656,3781,5423,2508,4069,3333.5
S01008119,Lenzie North,East Dunbartonshire,663,393,2760,2618,2364,2175,3773,3937,5943,685
S01008120,Lenzie North,East Dunbartonshire,592,337,4293,3753,3491,3349,6031,4332,3090,4422
S01008121,Lenzie North,East Dunbartonshire,640,352,6883,6803.5,6853,6282,6817,3081,5560,6702
S01008122,Lenzie North,East Dunbartonshire,691,417,6803,6730.5,6450,6041,6739,2834,6577,6528
S01008123,Lenzie South,East Dunbartonshire,851,491,6850,6427,6789.5,6263,6837,3184,6456,5636
S01008124,Lenzie South,East Dunbartonshire,775,487,6312,6374,6111,5114,6756,1890,6835,6223
S01008125,Lenzie South,East Dunbartonshire,891,514,5906,5550,5521,5431,6129,2264,5781,6083
S01008126,Lenzie South,East Dunbartonshire,725,443,6320,6083.5,6280,6112,6495,1783,6338,5078
S01008127,Kirkintilloch South,East Dunbartonshire,791,476,6647,6936,6926,6056,6334,1765,5339,6048
S01008128,Kirkintilloch South,East Dunbartonshire,833,513,6446,5970,5481,4989,6457,5520,5183,5518
S01008129,Kirkintilloch South,East Dunbartonshire,900,609,2142,1932,1711,1511,3107,5778,3378,2366
S01008130,Kirkintilloch South,East Dunbartonshire,938,629,1955,1877,1755.5,1435,2553,5386,1716,1711
S01008131,Kirkintilloch West,East Dunbartonshire,831,556,1267,1293,817,931,2794,4315,2434,1423
S01008132,Kirkintilloch West,East Dunbartonshire,1138,623,6202,5567,5263,4642,6300,5002,6457,6363
S01008133,Kirkintilloch West,East Dunbartonshire,610,353,2526,2536,1772,1872,5582,6149,1022,4086
S01008134,Kirkintilloch West,East Dunbartonshire,597,408,2377,2430,1542,3046,5625,6450,254,2221
S01008135,Kirkintilloch West,East Dunbartonshire,1083,688,2222,2695,1722,1234,5562,3905,721,2494.5
S01008136,Hillhead,East Dunbartonshire,819,518,2361,2326,1999,1726,3899,5181,1325,4142
S01008137,Hillhead,East Dunbartonshire,880,551,199,137,102,119,1657,5518,1366,728
S01008138,Hillhead,East Dunbartonshire,881,599,717,806,640,464,812,4785,2865,1050
S01008139,Hillhead,East Dunbartonshire,950,613,637,476,376,511,2827,4205,2081,2926
S01008140,Hillhead,East Dunbartonshire,617,369,1855,1513,2067,1425,2567,4428,1119,2132
S01008141,Rosebank and Waterside,East Dunbartonshire,756,446,5649,5545,4772,4478,5684,3299,6623,5740
S01008142,Rosebank and Waterside,East Dunbartonshire,790,527,6184,5880.5,5438,5618,6014,3321,5336,5491
S01008143,Rosebank and Waterside,East Dunbartonshire,936,601,1788,1459,1683,2034,2835,2193,2635,2030
S01008144,Rosebank and Waterside,East Dunbartonshire,2459,1572,5823,6568,6489,6220,6291,627,5068,2985
S01008145,Twechar and Harestanes East,East Dunbartonshire,890,567,2262,2381,3512,2199,1386,1272,3514,1506
S01008146,Twechar and Harestanes East,East Dunbartonshire,499,308,2191,2629,2932,2310,2153,570,2586,1935
S01008147,Twechar and Harestanes East,East Dunbartonshire,764,487,3126,3674,2919,2563,4670,968,5835,1780
S01008148,Twechar and Harestanes East,East Dunbartonshire,707,455,3338,3788,2282,3588,6167,1605,2839,4173
S01008149,Harestanes,East Dunbartonshire,688,451,2356,2113,2001,2664,4141,1705,4802,2790.5
S01008150,Harestanes,East Dunbartonshire,874,502,1897,1713,1519,1836,3726,1995,3818,1853
S01008151,Harestanes,East Dunbartonshire,662,448,2066,2038,1483,1641,3716,3382,3894,1875
S01008152,Harestanes,East Dunbartonshire,990,555,2151,2408,1845,1303,3052,2884,4305,1899
S01008153,Milton of Campsie,East Dunbartonshire,861,502,5396,6006,5918,4140,6224,742,6854,5642
S01008154,Milton of Campsie,East Dunbartonshire,757,399,4496,4783,4087,3648,5313,1297,5819,5846
S01008155,Milton of Campsie,East Dunbartonshire,678,431,4114,3772,4201,5523,4153,876,5985,5525
S01008156,Milton of Campsie,East Dunbartonshire,926,613,3242,3343,3481,2167,3056,2138,6073,4099
S01008157,Milton of Campsie,East Dunbartonshire,826,567,4456,4250,4247,3578,4773,1872,6182,4883
S01008158,Lennoxtown,East Dunbartonshire,650,466,5546,5776,5373,4986,4219,2149,6787,5493
S01008159,Lennoxtown,East Dunbartonshire,929,581,625,546,307,655,2601,5170,960,2975
S01008160,Lennoxtown,East Dunbartonshire,1027,612,2036,1610,2145,1569,2460,3993,3169,3118
S01008161,Lennoxtown,East Dunbartonshire,1039,703,5215,5171,5425,5147,5137,1483,3946,5124
S01008162,Lennoxtown,East Dunbartonshire,1064,679,4112,4273,4338,3472,3873,1506,4875,4196
S01008163,IZ01,East Lothian,845,535,1459,1635,1841,1750,1011,1049,3321,2814
S01008164,IZ01,East Lothian,1692,1478,3719,3897,4706,4771,1984,1843,2164,2731
S01008165,IZ01,East Lothian,1182,769,5894,6196,6569,6203,4765,1211,4569,6238
S01008166,IZ01,East Lothian,544,352,2549,2625.5,4182,2962,1241,1585,2232,2106
S01008167,IZ01,East Lothian,700,435,1388,1074.5,1489,2858,854,3259,2584,1746
S01008168,IZ01,East Lothian,913,567,1613,1668,1726,1904,1359,2061,3050,1300
S01008169,IZ01,East Lothian,781,509,2372,2604,2530,3235,1362,2302,3667,2423
S01008170,IZ02,East Lothian,594,406,5497,5209,5019,6184,5246,1675,6750,6027
S01008171,IZ02,East Lothian,746,482,1823,1887,1439,2602,2600,1596,2227,2196
S01008172,IZ02,East Lothian,564,340,3585,3284,3206,4855,4613,1282,4619,3219
S01008173,IZ02,East Lothian,658,455,4995,4694,5489,4359,4711,1387,6241,5576.5
S01008174,IZ02,East Lothian,474,321,3673,4191,3480,3585,4265,1303,2905,3525.5
S01008175,IZ02,East Lothian,737,507,2037,2021,2113,2735,2209,1315,2761,1515
S01008176,IZ02,East Lothian,771,473,4333,4579,3917,5032,4788,2903,805,3729
S01008177,IZ03,East Lothian,759,450,2471,2338,2542,3321,2838,1902,2676,1571
S01008178,IZ03,East Lothian,601,332,4852,4608.5,4580,5587,3734,2059,6482,3394
S01008179,IZ03,East Lothian,535,399,6460,6895,6593,6177,6491,1312,6027,5528
S01008180,IZ03,East Lothian,480,340,6471,6867,6393.5,6287,6302,1641,4989,6687
S01008181,IZ03,East Lothian,653,383,6470,6614.5,6049.5,6572,6238,2486,3828,6058
S01008182,IZ04,East Lothian,945,658,2817,2658,2370,3528,3944,4184,1854,373
S01008183,IZ04,East Lothian,646,432,3725,3001,3052,4315,4914,3636,3320,3001
S01008184,IZ04,East Lothian,807,496,2554,2154,3116,2859,2774,5346,540,1349.5
S01008185,IZ04,East Lothian,938,638,1716,1618,1234,2916,2245,3764,1248,1679
S01008186,IZ04,East Lothian,936,647,2743,2464.5,2866,4003,2275,4598,1093,1522.5
S01008187,IZ04,East Lothian,652,410,1017,1027,760,2112,1091,2258,1638,2276
S01008188,IZ05,East Lothian,896,580,1484,1355,1238,1469,2188,5392,1515,1477
S01008189,IZ05,East Lothian,575,346,3591,3594,3090,4341,3456,2926,2216,4441
S01008190,IZ05,East Lothian,850,527,1417,781,2004,2973,1739,1219,2720,2304
S01008191,IZ05,East Lothian,621,371,2323,2368,3308,2582,1658,1449,2975,1241
S01008192,IZ05,East Lothian,828,547,1662,1500,1526,2974,2586,3684,172,1944
S01008193,IZ05,East Lothian,852,516,4288,3920,3798,4413,3870,2569,5696,5181
S01008194,IZ06,East Lothian,643,368,2733,2480,2449,4412,2652,2728,2218,3679
S01008195,IZ06,East Lothian,764,528,1525,1491,1590,2862,1179,2111,1944,1005
S01008196,IZ06,East Lothian,966,629,1434,1366,1340,2342,1383,2635,1827,1173
S01008197,IZ07,East Lothian,1515,1067,5619,5295.5,4714,6191,4158,5164,4098,3999
S01008198,IZ07,East Lothian,718,433,2090,2562,2648,3122,360,6290,1075,3760
S01008199,IZ07,East Lothian,756,499,1089,1462,1036,1762,324,5182,1629,679
S01008200,IZ07,East Lothian,618,351,1182,1214,1026,2194,540,5210,1616,1871
S01008201,IZ07,East Lothian,809,499,1534,1398,1220,2416,1087,6813,2715,1346
S01008202,IZ07,East Lothian,576,347,3473,2817,3469,2408,3729,5674,3213,5539
S01008203,IZ07,East Lothian,605,403,688,616,929,1887,244,6002,225,894
S01008204,IZ08,East Lothian,886,512,2269,2468,2121,1723,2165,6768,938,4619
S01008205,IZ08,East Lothian,661,417,2180,2361.5,1673,2273,1612,6435,3388,1664
S01008206,IZ08,East Lothian,664,385,2029,1771,2188,2900,710,6497,3634,2754
S01008207,IZ08,East Lothian,615,394,1553,1692,1524,2691,525,4784,2955,1580
S01008208,IZ08,East Lothian,887,600,4498,3955,4007,5019,3404,4433,3296,4905
S01008209,IZ08,East Lothian,570,391,5689,4900.5,4949,6051,4691,3889,6449,6003
S01008210,IZ09,East Lothian,949,606,3003,2490.5,2658,3091,2602,5882,4357,3626
S01008211,IZ09,East Lothian,832,539,3031,2542,2572,3350,3324,6139,2400,2228
S01008212,IZ09,East Lothian,564,384,5712,5505,4839,6232,5213,2398,6441,6418.5
S01008213,IZ09,East Lothian,980,638,5936,5677.5,5823,5928,4520,2670,5676,5838
S01008214,IZ09,East Lothian,714,404,2205,2606,1628,2003,2166,4946,2111,3532
S01008215,IZ09,East Lothian,687,458,3874,3802,3747.5,3952,2698,3434,4213,2905
S01008216,IZ09,East Lothian,491,338,5835,6032,5405,5819,3943,2786,6700,5209
S01008217,IZ09,East Lothian,546,319,5726,6476,5803,5950,6072,1428,1786,6042
S01008218,IZ10,East Lothian,1594,1077,5249,5361,5751,6109,5133,1418,1668,5996
S01008219,IZ10,East Lothian,1046,624,2619,2546,2487,2260,2776,5258,1555,3710
S01008220,IZ10,East Lothian,628,383,1131,717,1231,2420,872,3485,2612,1792
S01008221,IZ10,East Lothian,716,443,660,342,708,2065,855,5417,536,859
S01008222,IZ10,East Lothian,697,404,1692,1856,1235,2748,1077,6015,1806,1581
S01008223,IZ10,East Lothian,609,351,1570,1552,948,2113,2263,3543,3637,3688
S01008224,IZ10,East Lothian,830,538,5349,5785,4384,5153,3276,5259,4693,3903
S01008225,IZ10,East Lothian,676,429,3977,3762,3724,4113,2462,6032,2487,4294
S01008226,IZ11,East Lothian,726,448,1170,796,1032,1482,1816,6615,836,2961
S01008227,IZ11,East Lothian,824,493,1802,2022.5,1574,2958,1109,4278,1311,1052
S01008228,IZ11,East Lothian,654,406,5042,5400.5,4505,4362,4674,3649,1875,5545
S01008229,IZ11,East Lothian,676,396,2059,1915,1598,3057,1947,4769,1961,1815
S01008230,IZ11,East Lothian,781,561,5448,4796,4853,5764,4787,3143,6121,5307
S01008231,IZ11,East Lothian,801,539,6127,5711,6547,6562,4608,2123,5337,6887
S01008232,IZ11,East Lothian,874,589,3944,3301,3510.5,4245,4636,2783,3600,5382
S01008233,IZ11,East Lothian,682,439,5297,5068.5,5762,6463,4667,1514,3482,3051
S01008234,IZ12,East Lothian,440,250,2575,2945,2665,3141,1515,1981,4370,3981
S01008235,IZ12,East Lothian,841,523,2632,2633,2887.5,2334,2255,2501,4494,2330
S01008236,IZ12,East Lothian,791,480,3539,3276,2926,3067,3797,4479,3886,4304
S01008237,IZ12,East Lothian,835,543,2427,2231,2332,3682,4123,845,3843,2052
S01008238,IZ13,East Lothian,785,484,2496,2219,2160,2718,3311,2592,4555,4270
S01008239,IZ13,East Lothian,1076,644,2605,2433,2772,3687,1977,1706,4157,5647
S01008240,IZ13,East Lothian,840,476,6371,6625,6564,6310,5930,1414,5944,6012
S01008241,IZ13,East Lothian,650,328,6633,6398,6644,6821,6042,2182,5563,6691.5
S01008242,IZ13,East Lothian,897,503,4085,4207,3248,3169,4808,3155,4024,5627
S01008243,IZ13,East Lothian,906,547,5511,5576,6059,6009,5951,700,6272,4455
S01008244,IZ13,East Lothian,628,374,5432,5173,5361,6087,5838,1257,5170,6093
S01008245,IZ14,East Lothian,962,585,5191,4839,5327,5292,6002,1261,4608,5445
S01008246,IZ14,East Lothian,983,603,5311,5046,5903.5,5157,6429,762,6128,6164
S01008247,IZ14,East Lothian,800,549,4307,4801,4674.5,4830,5618,296,6638,3833
S01008248,IZ14,East Lothian,920,528,3923,3998,4215,5678,5193,368,4711,3206
S01008249,IZ14,East Lothian,907,538,3864,4362,3620,6333,5851,253,3876,5286
S01008250,IZ14,East Lothian,1190,730,5096,5055,5645,5833,5876,524,6135,5482
S01008251,IZ15,East Lothian,855,544,6656,6865,6818,6545,6827,1393,6210,6073
S01008252,IZ15,East Lothian,832,480,6345,6266,5315,5779,6192,3421,5662,6608
S01008253,IZ15,East Lothian,801,487,3658,3787,2912,3238,3769,3861,3925,2720
S01008254,IZ15,East Lothian,999,595,3032,2659,2150,3229,3700,5596,3965,3826
S01008255,IZ15,East Lothian,748,449,3579,3225,3094,4257,2473,4280,5771,3452
S01008256,IZ16,East Lothian,815,534,1632,1378,1343,2242,2056,3820,2458,1616
S01008257,IZ16,East Lothian,708,347,2952,2973,2747.5,3258,2022,6284,1398,4154
S01008258,IZ16,East Lothian,778,496,5195,4494,4470,5269,6097,2745,5013,4612
S01008259,IZ16,East Lothian,835,431,3698,3553,2980,3911,5490,4727,636,4464
S01008260,IZ16,East Lothian,783,503,2214,2234,2093,2688,1822,3645,2124,2095
S01008261,IZ16,East Lothian,876,557,1918,1869,1790,2417,1649,1782,5251,3056
S01008262,IZ17,East Lothian,656,426,4004,5052,3962,5113,4794,331,4667,3490
S01008263,IZ17,East Lothian,660,367,5247,5475,5132,4749,5270,1371,5591,6052
S01008264,IZ17,East Lothian,710,410,4254,3901,3614,4911,5121,1513,6312,4353
S01008265,IZ17,East Lothian,739,402,6085,5778,5588,6025,6587,2087,5462,6230
S01008266,IZ17,East Lothian,662,328,6315,6112,5892,6487,6832,1740,6247,5904
S01008267,IZ17,East Lothian,966,556,5007,5301.5,5392,5954,5482,504,5422,5131
S01008268,IZ18,East Lothian,881,441,6558,6106,6693,6664,6694,1893,6011,5352
S01008269,IZ18,East Lothian,891,382,6436,6125,6727,5200,6725,1929,6862,6034
S01008270,IZ18,East Lothian,849,404,6900,6351,6856,6542,6654,3997,5687,6496
S01008271,IZ18,East Lothian,654,404,3266,3491,2339,4488,1999,6822,3832,1401
S01008272,IZ19,East Lothian,1620,970,5073,4856,5227,5656,5849,820,5901,5425
S01008273,IZ19,East Lothian,832,471,6454,5422,5921,5941,6458,6114,3099,5248
S01008274,IZ19,East Lothian,688,395,3819,3283,2990.5,4010,3189,5585,5649,4529
S01008275,IZ19,East Lothian,514,284,5071,4525,3662,6121,6163,3965,2888,5264
S01008276,IZ19,East Lothian,534,325,6332,5405.5,6338,6628,6674,2094,6722,5262
S01008277,IZ20,East Lothian,492,310,4389,5052,4568,6218,5335,332,3917,3259
S01008278,IZ20,East Lothian,888,503,5856,5889.5,5700,6762,6772,851,6859,5177
S01008279,IZ20,East Lothian,715,405,4973,5037,4044,4424,4230,3828,5116,4423.5
S01008280,IZ20,East Lothian,1000,596,5119,4604,5584,5664,5882,1074,5075,2818
S01008281,IZ20,East Lothian,747,464,4143,4496.5,4013,5757,5508,308,6821,5037
S01008282,IZ20,East Lothian,762,464,4248,5180,4789,4926,5192,281,4738,2317
S01008283,IZ20,East Lothian,527,347,5403,5657.5,5162,6444,6308,764,6006,4788
S01008284,IZ21,East Lothian,1841,1160,4049,3894,4015,4500,4396,927,6285,6340
S01008285,IZ21,East Lothian,792,471,2767,2654,2274,2489,2795,5469,3130,3926
S01008286,IZ21,East Lothian,723,400,3764,3204,3327,3496,3937,4496,3867,3185
S01008287,IZ21,East Lothian,883,551,4205,3603,3528,4799,3675,4618,4382,2628
S01008288,IZ21,East Lothian,866,483,4040,3083,3192,3856,4445,6200,5234,3670.5
S01008289,IZ22,East Lothian,611,368,2319,2206,2204,3530,1236,6511,2086,2102
S01008290,IZ22,East Lothian,909,551,3736,2929.5,2462,4000,4873,6912,5091,3301
S01008291,IZ22,East Lothian,732,373,5889,5614,4823,4763,5169,5032,6052,5994
S01008292,IZ22,East Lothian,855,537,2790,2493,2157,3567,3504,2954,4096,3502
S01008293,IZ22,East Lothian,620,369,6618,6660,6872,6838,6616,1390,5836,6822
S01008294,IZ22,East Lothian,935,578,6314,5177,6624,6301,5871,2829,6071,5251
S01008295,Neilston and Uplawmoor,East Renfrewshire,871,586,5965,5975,4898,5005,4958,4804,6013,4247
S01008296,Neilston and Uplawmoor,East Renfrewshire,631,384,2246,2499,1784,1653,3135,6788,855,2810
S01008297,Neilston and Uplawmoor,East Renfrewshire,847,564,5235,4436.5,4569,4033,5267,6128,3908,5176
S01008298,Neilston and Uplawmoor,East Renfrewshire,742,518,4548,4161,4760.5,3903,4482,2136,4435,3416
S01008299,Neilston and Uplawmoor,East Renfrewshire,807,496,1398,1007,1259,1369,2464,6947,1502,922
S01008300,Neilston and Uplawmoor,East Renfrewshire,794,489,2374,2107,1914,2250,4222,6502,1021,2350
S01008301,Neilston and Uplawmoor,East Renfrewshire,771,510,5517,6306,4497,4921,5182,2936,3457,5479
S01008302,Neilston and Uplawmoor,East Renfrewshire,821,497,5954,6601,6337,6438,6420,603,5660,6660
S01008303,Cross Stobbs,East Renfrewshire,476,300,3383,3221,3217,2042,4580,4442,2460,3639
S01008304,Cross Stobbs,East Renfrewshire,463,291,3686,3990,3553,3756,5856,1188,1298,4963
S01008305,Cross Stobbs,East Renfrewshire,762,475,5831,6223,5312,4405,6545,1708,6830,6850
S01008306,Cross Stobbs,East Renfrewshire,581,392,6042,4938,6100.5,5729,6500,2294,6928,6006
S01008307,Cross Stobbs,East Renfrewshire,638,388,5293,4995,5216,3947,6328,1775,6533,5699
S01008308,Cross Stobbs,East Renfrewshire,564,313,6233,6861,5498,4537,6520,2300,6928,6389
S01008309,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,759,479,1215,1124,988,1211,1374,6638,1581,931
S01008310,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,913,600,3073,2810,2967,2051,4998,5523,933,3286
S01008311,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,366,269,2746,2050.5,2925,2080,3831,6433,1428,4273.5
S01008312,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,484,308,5207,4606.5,4926.5,4506,5109,4779,2493,4513
S01008313,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,840,475,735,756,609,621,1080,5124,1316,1378
S01008314,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,628,469,959,792,876,1078,1076,5631,2185,918
S01008315,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,685,454,520,504,323,568,1845,5601,269,2136
S01008316,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,634,406,220,112,185,285,950,3979,964,2951.5
S01008317,"Dunterlie, East Arthurlie and Dovecothall",East Renfrewshire,871,590,1479,1608,1303,815,2862,3389,1599,3695
S01008318,Arthurlie and Gateside,East Renfrewshire,1145,677,5012,4970,4774,4265,5428,1750,5002,5489
S01008319,Arthurlie and Gateside,East Renfrewshire,695,435,2416,2662,1499,1564,4022,5184,6308,2676
S01008320,Arthurlie and Gateside,East Renfrewshire,590,324,3269,3606,2268,2786,3438,5356,2877,5720
S01008321,Arthurlie and Gateside,East Renfrewshire,520,372,6757,6217.5,6474,5956,5638,4257,6719,6079
S01008322,Arthurlie and Gateside,East Renfrewshire,1048,695,2168,1950,1688,2303,3804,3567,1778,2346
S01008323,Auchenback,East Renfrewshire,790,510,1113,1146,1347,700,983,5499,1308,1000
S01008324,Auchenback,East Renfrewshire,619,397,2460,2041,2744,2211,2701,4112,2606,2063
S01008325,Auchenback,East Renfrewshire,849,545,2368,1920,2602,2077,2328,5772,3026,1473
S01008326,Auchenback,East Renfrewshire,1016,651,1361,1009,1195,1455,2211,4279,2890,1358
S01008327,Auchenback,East Renfrewshire,891,560,2833,2654,2450,2025,3493,6589,2898,1503
S01008328,Crookfur and Fruin,East Renfrewshire,2656,1539,4903,4744,5021,4534,6198,1355,2830,5776
S01008329,Crookfur and Fruin,East Renfrewshire,858,551,6763,6539,6226.5,5753,6549,3701,5995,6128
S01008330,Crookfur and Fruin,East Renfrewshire,853,553,5909,5578,4931,5094,6450,3725,4554,6069
S01008331,Crookfur and Fruin,East Renfrewshire,621,394,5613,5006,4932.5,5325,5648,3048,6772,4599
S01008332,Crookfur and Fruin,East Renfrewshire,954,488,5508,4585,5657,4476,6169,3423,3548,4874
S01008333,Crookfur and Fruin,East Renfrewshire,1005,525,5500,4505,5644,3858,6365,3916,3700,6653
