nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
W,W01000991,77.5,46.0,30.0,77.5,1,1,325.0,1,1
E,E01006460,73.046,42.699999999999996,33.1,77.48336841506374,1,1,326.0,1,1
E,E01005259,72.603,42.4,29.2,77.46636662698742,1,1,327.0,1,1
E,E01016111,73.322,40.699999999999996,35.9,77.44646944864144,1,1,328.0,1,1
E,E01006443,73.408,43.3,37.0,77.40578246516131,1,1,329.0,1,1
E,E01024877,72.339,42.5,27.500000000000004,77.37616512091199,1,1,330.0,1,1
E,E01006702,72.822,42.6,31.900000000000002,77.37573441636243,1,1,331.0,1,1
E,E01005568,72.778,47.599999999999994,31.5,77.37566741224408,1,1,332.0,1,1
E,E01005683,72.47,45.1,28.799999999999997,77.36236988607763,1,1,333.0,1,1
S,S01013135,75.28976526265197,40.0,32.0,77.36110626069409,1,1,334.0,1,1
E,E01008124,72.697,40.5,30.9,77.35805065829267,1,1,335.0,1,1
E,E01010820,72.553,38.5,30.0,77.30535115570484,1,1,336.0,1,1
E,E01012678,72.165,36.0,26.5,77.30126162011439,1,1,337.0,1,1
E,E01011658,72.671,40.0,31.6,77.23788968078617,1,1,338.0,1,1
S,S01012786,73.4870329871432,41.0,29.0,77.23463910014279,1,1,339.0,1,1
S,S01007485,72.91535884250314,41.0,28.0,77.2340324526064,1,1,340.0,1,1
S,S01010904,75.74202740205828,45.0,33.0,77.19201274720304,1,1,341.0,1,1
E,E01013693,72.55,42.6,31.1,77.16073443543331,1,1,342.0,1,1
E,E01020972,73.26,48.3,37.7,77.14315600576094,1,1,343.0,1,1
E,E01012893,72.204,40.300000000000004,28.1,77.14154790692012,1,1,344.0,1,1
S,S01013201,71.08853133956895,39.0,25.0,77.07332280558077,1,1,345.0,1,1
E,E01028263,72.967,37.9,35.6,77.07040374334099,1,1,346.0,1,1
E,E01032514,72.281,40.2,29.5,77.05186568276207,1,1,347.0,1,1
E,E01014831,72.904,47.4,35.3,77.03532099470453,1,1,348.0,1,1
E,E01020909,73.145,50.7,37.6,77.02169327016607,1,1,349.0,1,1
E,E01006436,72.718,38.4,34.0,76.98488998770151,1,1,350.0,1,1
E,E01005088,72.174,44.2,29.099999999999998,76.9782304379936,1,1,351.0,1,1
E,E01026624,72.233,34.300000000000004,29.7,76.97015669521002,1,1,352.0,1,1
S,S01010362,81.86761686542933,45.0,44.0,76.96728853253315,1,1,353.0,1,1
E,E01007121,72.839,47.099999999999994,35.3,76.95941725435125,1,1,354.0,1,1
E,E01005658,72.41,40.300000000000004,31.5,76.9459354668593,1,1,355.0,1,1
E,E01005432,72.323,41.4,30.8,76.93414071113624,1,1,356.0,1,1
S,S01009939,74.97278561808045,39.0,32.0,76.91063650582383,1,1,357.0,1,1
E,E01006790,72.566,42.1,33.2,76.91001998896307,1,1,358.0,1,1
S,S01010903,76.10099192681004,42.0,34.0,76.89033105550187,1,1,359.0,1,1
N,95ZZ08W1,42.461715935722175,19.3,29.3,76.87930014508485,2,1,360.0,1,1
E,E01011973,72.905,46.0,36.7,76.8568897818257,1,1,361.0,1,1
E,E01027140,72.233,39.7,30.599999999999998,76.85470021916902,1,1,362.0,1,1
E,E01017040,72.083,42.3,29.5,76.82065121214742,1,1,363.0,1,1
E,E01021015,72.225,50.4,31.0,76.79404423100473,1,1,364.0,1,1
N,95BB06W1,41.54537180275423,18.8,30.3,76.77102691955648,2,1,365.0,1,1
E,E01007124,72.478,46.9,33.7,76.7431155153338,1,1,366.0,1,1
E,E01005322,72.124,38.800000000000004,30.599999999999998,76.7274154853458,1,1,367.0,1,1
E,E01006703,72.673,40.1,35.699999999999996,76.71425678963588,1,1,368.0,1,1
E,E01012037,72.024,50.5,30.099999999999998,76.67478298687635,1,1,369.0,1,1
E,E01012170,72.771,53.0,36.9,76.67475430703696,1,1,370.0,1,1
E,E01013861,73.321,45.5,42.0,76.66276336117863,1,1,371.0,1,1
E,E01006779,72.513,43.9,34.699999999999996,76.65570178676052,1,1,372.0,1,1
E,E01011347,71.407,40.300000000000004,24.9,76.62136319001608,1,1,373.0,1,1
S,S01011240,81.04317462260033,46.0,43.0,76.60746518076922,1,1,374.0,1,1
N,95NN07S2,40.49175835557968,17.4,31.4,76.60250869469373,2,1,375.0,1,1
E,E01008736,72.638,48.9,36.6,76.55792906878929,1,1,376.0,1,1
E,E01008380,72.353,46.2,34.2,76.5330042971957,1,1,377.0,1,1
N,95JJ18W1,40.90947611467152,20.4,30.8,76.52443478889897,2,1,378.0,1,1
E,E01015155,72.714,45.1,37.8,76.49273608945538,1,1,379.0,1,1
E,E01005610,71.406,43.5,25.900000000000002,76.49191046678561,1,1,380.0,1,1
E,E01011667,71.544,43.1,27.500000000000004,76.44780398889867,1,1,381.0,1,1
E,E01013691,71.829,41.3,30.3,76.42141477114069,1,1,382.0,1,1
E,E01011978,72.03,45.2,32.4,76.38673404721445,1,1,383.0,1,1
E,E01005758,72.065,38.5,32.800000000000004,76.3762913026685,1,1,384.0,1,1
N,95GG13S1,38.95182762944604,16.2,33.0,76.34937562691152,2,1,385.0,1,1
E,E01005255,72.236,41.099999999999994,34.599999999999994,76.34506357520824,1,1,386.0,1,1
E,E01009365,72.39,50.7,36.1,76.33246959228462,1,1,387.0,1,1
N,95BB12S1,42.02600126818708,18.4,29.2,76.31906527821639,2,1,388.0,1,1
E,E01010679,71.145,36.6,25.0,76.30258423156184,1,1,389.0,1,1
E,E01006560,72.629,45.6,38.6,76.29084937336722,1,1,390.0,1,1
E,E01005665,71.863,44.6,32.0,76.2430338113506,1,1,391.0,1,1
N,95RR05S2,37.79178481938826,15.8,34.3,76.24241161038641,2,1,392.0,1,1
N,95VV19S2,39.47800840753919,18.3,32.2,76.21194974306178,2,1,393.0,1,1
E,E01006674,72.003,51.1,33.6,76.20126283316688,1,1,394.0,1,1
E,E01005261,71.336,41.099999999999994,27.6,76.19208352243027,1,1,395.0,1,1
E,E01025156,72.179,48.699999999999996,35.4,76.17587385496456,1,1,396.0,1,1
E,E01009002,71.83,48.5,32.300000000000004,76.1660125742345,1,1,397.0,1,1
E,E01005483,71.698,44.4,31.1,76.1658115618794,1,1,398.0,1,1
E,E01006880,72.419,41.3,37.7,76.16107838057451,1,1,399.0,1,1
S,S01009860,73.27416962421808,40.0,30.0,76.12031478989753,1,1,400.0,1,1
S,S01010492,70.96093168696618,39.0,26.0,76.08016943910434,1,1,401.0,1,1
E,E01009160,71.69,48.1,31.900000000000002,76.05384158436358,1,1,402.0,1,1
E,E01010964,71.544,46.0,30.8,76.02446357674835,1,1,403.0,1,1
E,E01009109,71.102,44.3,27.0,75.99580104118576,1,1,404.0,1,1
E,E01015231,71.902,40.400000000000006,34.4,75.98069211945328,1,1,405.0,1,1
E,E01014727,71.15,40.1,28.299999999999997,75.88508256866947,1,1,406.0,1,1
N,95WW21S1,39.17519089185316,15.6,32.2,75.88403102699993,2,1,407.0,1,1
E,E01011294,71.263,38.6,29.4,75.87592483118226,1,1,408.0,1,1
E,E01025110,71.554,37.1,32.300000000000004,75.84371361519591,1,1,409.0,1,1
E,E01008439,71.679,40.1,33.5,75.8357403785899,1,1,410.0,1,1
N,95ZZ03W1,35.10519867045563,14.8,37.1,75.80840875696808,2,1,411.0,1,1
E,E01012060,71.336,47.199999999999996,30.599999999999998,75.8072286022936,1,1,412.0,1,1
E,E01012112,71.936,42.199999999999996,36.6,75.73816867297376,1,1,413.0,1,1
E,E01005257,71.224,40.2,30.3,75.71492611092931,1,1,414.0,1,1
S,S01009985,71.26778951537679,42.0,27.0,75.70443728034681,1,1,415.0,1,1
E,E01007220,71.432,41.3,32.300000000000004,75.70124813330204,1,1,416.0,1,1
E,E01007289,71.878,47.9,36.6,75.67043918158159,1,1,417.0,1,1
S,S01008001,71.79841140442694,37.0,28.0,75.64670327469251,1,1,418.0,1,1
S,S01009983,70.08172605642095,40.0,25.0,75.64252011250932,1,1,419.0,1,1
E,E01013726,71.184,43.8,30.8,75.60407363017627,1,1,420.0,1,1
N,95ZZ16S2,33.84558938403281,14.3,38.4,75.59362498299447,2,1,421.0,1,1
N,95FF17W1,38.725054171446025,15.8,32.4,75.57338722979975,2,1,422.0,1,1
E,E01007123,71.032,42.5,30.5,75.46506114474842,1,1,423.0,1,1
S,S01009844,71.08003032421317,35.0,27.0,75.437606781081,1,1,424.0,1,1
E,E01008303,71.356,39.5,33.900000000000006,75.40724318717507,1,1,425.0,1,1
E,E01005729,71.481,44.1,35.099999999999994,75.39926995056905,1,1,426.0,1,1
S,S01010455,76.16562791138365,41.0,36.0,75.35855232475065,1,1,427.0,1,1
S,S01011656,71.02005605472863,37.0,27.0,75.35237545807368,1,1,428.0,1,1
E,E01027819,70.853,43.4,29.799999999999997,75.34583340267918,1,1,429.0,1,1
E,E01008302,71.028,41.0,31.4,75.34493366930107,1,1,430.0,1,1
E,E01019156,71.737,43.3,37.9,75.33901598711495,1,1,431.0,1,1
E,E01019139,71.505,36.4,35.9,75.32466796830406,1,1,432.0,1,1
E,E01013948,71.684,46.6,37.6,75.31561073699442,1,1,433.0,1,1
E,E01008122,70.813,39.6,29.7,75.31195190595352,1,1,434.0,1,1
N,95GG50S3,42.03593016818729,16.3,28.0,75.26898281518503,2,1,435.0,1,1
E,E01005141,71.241,38.800000000000004,34.0,75.26012345690442,1,1,436.0,1,1
N,95DD05W1,40.0584491759357,19.0,30.4,75.24925291851406,2,1,437.0,1,1
S,S01010055,73.20812904729534,35.0,31.0,75.21464496441979,1,1,438.0,1,1
E,E01022026,71.02,40.6,32.4,75.20730669710946,1,1,439.0,1,1
E,E01006455,70.978,43.1,32.2,75.18391819801847,1,1,440.0,1,1
E,E01011792,71.126,39.800000000000004,33.6,75.17714621332325,1,1,441.0,1,1
E,E01025036,70.903,35.5,31.7,75.16047944583876,1,1,442.0,1,1
E,E01012267,71.142,44.6,34.0,75.1445162215971,1,1,443.0,1,1
E,E01012000,71.572,46.300000000000004,38.0,75.13350876426486,1,1,444.0,1,1
E,E01007577,70.656,35.9,29.7,75.12861517925404,1,1,445.0,1,1
E,E01007126,71.864,43.5,40.8,75.115293795468,1,1,446.0,1,1
E,E01009577,70.862,48.1,31.7,75.1126017019236,1,1,447.0,1,1
E,E01012891,70.13,36.4,25.2,75.09166113752315,1,1,448.0,1,1
E,E01012748,71.029,37.6,33.4,75.08953147239487,1,1,449.0,1,1
E,E01012879,70.445,40.699999999999996,28.199999999999996,75.07464742063705,1,1,450.0,1,1
E,E01006638,70.825,43.1,31.7,75.06939495741481,1,1,451.0,1,1
E,E01012857,70.567,42.6,29.599999999999998,75.03751393980048,1,1,452.0,1,1
E,E01010617,70.94,41.5,33.1,75.0240872276171,1,1,453.0,1,1
E,E01033688,70.428,39.5,28.599999999999998,75.00348168380849,1,1,454.0,1,1
E,E01009638,71.091,47.5,34.699999999999996,74.99516149780082,1,1,455.0,1,1
N,95WW25W1,37.04142327941329,15.8,33.8,74.98783664598245,2,1,456.0,1,1
E,E01033676,70.653,41.699999999999996,30.8,74.98399845898248,1,1,457.0,1,1
E,E01006630,70.809,40.0,32.4,74.96091147842417,1,1,458.0,1,1
E,E01006556,70.045,39.7,25.6,74.94108841078653,1,1,459.0,1,1
E,E01007736,70.649,47.699999999999996,31.1,74.94084196756246,1,1,460.0,1,1
E,E01005067,70.425,36.3,29.2,74.9230074502264,1,1,461.0,1,1
S,S01010212,73.57254455179569,40.0,32.0,74.92070983169556,1,1,462.0,1,1
E,E01013278,70.656,44.9,31.8,74.85921673515837,1,1,463.0,1,1
E,E01005952,71.016,45.5,35.199999999999996,74.84343777224223,1,1,464.0,1,1
E,E01033468,70.851,49.8,33.7,74.84318650679835,1,1,465.0,1,1
S,S01012502,70.06870975371986,41.0,26.0,74.81220475290932,1,1,466.0,1,1
W,W01001209,74.8,45.0,27.0,74.8,1,1,467.0,1,1
E,E01012686,70.955,44.3,35.0,74.79786202597106,1,1,468.0,1,1
E,E01012836,70.634,38.800000000000004,32.2,74.78221224907183,1,1,469.0,1,1
S,S01010147,69.45307074791297,37.0,25.0,74.74911825667634,1,1,470.0,1,1
E,E01019663,71.148,47.9,37.2,74.7410108058942,1,1,471.0,1,1
S,S01010160,72.84183996584639,38.0,31.0,74.6941000160052,1,1,472.0,1,1
E,E01013818,70.39,47.0,30.8,74.67688024801454,1,1,473.0,1,1
S,S01012728,68.80826194651725,40.0,24.0,74.64457764534939,1,1,474.0,1,1
S,S01010353,73.37591783956235,39.0,32.0,74.64127741899149,1,1,475.0,1,1
S,S01011581,71.06808741707552,35.0,28.0,74.60881685771838,1,1,476.0,1,1
S,S01007790,67.62587742015064,38.0,22.0,74.58788872446732,1,1,477.0,1,1
E,E01007278,70.127,36.7,29.099999999999998,74.58784649179073,1,1,478.0,1,1
E,E01026093,70.442,35.9,32.0,74.58366127224251,1,1,479.0,1,1
E,E01028256,70.536,36.9,32.9,74.57797328225088,1,1,480.0,1,1
E,E01020752,71.325,40.2,40.2,74.56284760948881,1,1,481.0,1,1
E,E01008836,70.5,39.2,32.7,74.56159128226948,1,1,482.0,1,1
S,S01010221,71.03280816449275,37.0,28.0,74.55868040089811,1,1,483.0,1,1
E,E01012680,69.964,40.9,27.900000000000002,74.55144523403636,1,1,484.0,1,1
E,E01010029,70.309,44.6,31.1,74.54380701802216,1,1,485.0,1,1
S,S01013205,69.84831443717512,37.0,26.0,74.49899402812393,1,1,486.0,1,1
E,E01006412,70.402,46.6,32.300000000000004,74.49846578616528,1,1,487.0,1,1
E,E01012854,70.596,40.300000000000004,34.1,74.49409630529158,1,1,488.0,1,1
E,E01005228,69.965,39.800000000000004,28.4,74.48847049719852,1,1,489.0,1,1
E,E01006700,70.028,37.4,29.299999999999997,74.44658226180765,1,1,490.0,1,1
E,E01006691,69.234,37.4,22.1,74.44304068797388,1,1,491.0,1,1
E,E01007008,70.525,41.3,34.0,74.42401456316664,1,1,492.0,1,1
E,E01012252,70.272,48.1,31.8,74.41080079214815,1,1,493.0,1,1
W,W01001308,74.4,46.0,25.0,74.4,1,1,494.0,1,1
S,S01009986,71.47571624826412,42.0,29.0,74.37629354437675,1,1,495.0,1,1
E,E01006778,70.381,42.1,33.1,74.37131506057881,1,1,496.0,1,1
E,E01006548,69.609,39.5,26.8,74.27800750743901,1,1,497.0,1,1
S,S01010179,69.63953355275862,34.0,26.0,74.20228893858473,1,1,498.0,1,1
E,E01012100,70.723,40.0,37.6,74.19340312961731,1,1,499.0,1,1
S,S01010890,71.3429527448968,43.0,29.0,74.18761914890118,1,1,500.0,1,1
E,E01013209,70.182,42.5,32.800000000000004,74.17741833212627,1,1,501.0,1,1
E,E01013203,69.562,41.9,27.200000000000003,74.17180927506278,1,1,502.0,1,1
E,E01012876,69.66,39.2,28.1,74.1707922844775,1,1,503.0,1,1
E,E01013212,70.09,44.4,32.300000000000004,74.13412783246949,1,1,504.0,1,1
S,S01010338,69.58617190637345,34.0,26.0,74.12645502250128,1,1,505.0,1,1
S,S01008757,70.13011749710543,34.0,27.0,74.08765574888218,1,1,506.0,1,1
S,S01009787,69.53401142536828,35.0,26.0,74.05232812036509,1,1,507.0,1,1
E,E01005448,69.837,36.8,30.9,74.01828608274789,1,1,508.0,1,1
E,E01005680,69.961,37.8,32.1,74.00914509629028,1,1,509.0,1,1
S,S01011243,74.06701923844518,40.0,34.0,73.99978841646568,1,1,510.0,1,1
E,E01007575,69.904,40.5,31.7,73.99389734410126,1,1,511.0,1,1
E,E01006442,70.378,39.4,36.1,73.98295689088738,1,1,512.0,1,1
E,E01007979,69.517,43.0,28.299999999999997,73.97814706102449,1,1,513.0,1,1
E,E01012127,70.522,42.9,37.5,73.97151390678579,1,1,514.0,1,1
S,S01007803,70.03985689328529,38.0,27.0,73.95938356240706,1,1,515.0,1,1
S,S01010150,70.03886351524197,37.0,27.0,73.95797184158734,1,1,516.0,1,1
E,E01006821,69.907,40.5,32.4,73.9076011122908,1,1,517.0,1,1
E,E01006470,69.975,39.2,33.1,73.89720862083364,1,1,518.0,1,1
E,E01006544,69.599,38.800000000000004,30.0,73.85581809411069,1,1,519.0,1,1
S,S01009775,69.37501278809339,36.0,26.0,73.82637014992586,1,1,520.0,1,1
E,E01009113,69.379,39.2,28.299999999999997,73.8169975815052,1,1,521.0,1,1
N,95LL08S2,40.1916368060205,17.9,28.6,73.80222917338668,2,1,522.0,1,1
E,E01010735,69.178,40.5,26.900000000000002,73.76187882406624,1,1,523.0,1,1
N,95GG26S2,37.03027058671723,15.8,32.4,73.7381193594855,2,1,524.0,1,1
E,E01006357,69.187,38.4,27.200000000000003,73.73390308071687,1,1,525.0,1,1
E,E01008426,69.406,41.099999999999994,29.4,73.70741335678133,1,1,526.0,1,1
W,W01001428,73.7,43.0,31.0,73.7,1,1,527.0,1,1
E,E01008485,69.647,45.300000000000004,31.8,73.68095713490497,1,1,528.0,1,1
E,E01033110,69.271,36.4,29.2,73.57542412149259,1,1,529.0,1,1
N,95VV03W1,37.28799268297194,14.6,31.9,73.57519026941775,2,1,530.0,1,1
N,95SS25W1,38.98573439314767,16.8,29.7,73.46879842030037,2,1,531.0,1,1
E,E01013632,69.112,37.6,28.599999999999998,73.46672287911724,1,1,532.0,1,1
S,S01010202,69.68432200558563,36.0,27.0,73.45412173738865,1,1,533.0,1,1
E,E01012084,69.417,45.6,31.5,73.45086016105316,1,1,534.0,1,1
E,E01013638,69.014,42.0,27.900000000000002,73.44208287502673,1,1,535.0,1,1
E,E01024683,69.77,42.4,35.0,73.41407845183798,1,1,536.0,1,1
W,W01000413,73.4,47.0,24.0,73.4,1,1,537.0,1,1
E,E01013165,68.477,38.9,23.5,73.3794550875905,1,1,538.0,1,1
S,S01007463,67.90340678284825,41.0,24.0,73.35865947756906,1,1,539.0,1,1
E,E01011427,68.482,34.5,23.799999999999997,73.34680834483478,1,1,540.0,1,1
S,S01010177,70.17497274958298,42.0,28.0,73.33958347877306,1,1,541.0,1,1
E,E01013725,68.881,40.0,27.6,73.32525763677906,1,1,542.0,1,1
E,E01005205,68.922,39.4,28.000000000000004,73.32182139134264,1,1,543.0,1,1
E,E01016868,69.404,41.0,32.7,73.28173744492783,1,1,544.0,1,1
S,S01009776,70.13348164033737,40.0,28.0,73.28061915683236,1,1,545.0,1,1
S,S01010138,80.98153564839039,49.0,47.0,73.27259816570725,1,1,546.0,1,1
E,E01012304,69.177,40.5,30.8,73.26039967803699,1,1,547.0,1,1
N,95GG06S1,40.16676594533776,16.7,28.0,73.24487951760347,2,1,548.0,1,1
N,95GG10S2,41.307079100227575,16.6,26.6,73.24207557914717,2,1,549.0,1,1
S,S01012069,71.80971580175861,36.0,31.0,73.22731586391625,1,1,550.0,1,1
E,E01007970,70.205,37.4,40.5,73.21648228369536,1,1,551.0,1,1
E,E01024580,68.633,27.200000000000003,26.200000000000003,73.21525463631541,1,1,552.0,1,1
E,E01006633,69.246,41.9,31.8,73.21268944441773,1,1,553.0,1,1
E,E01011623,68.697,38.6,27.0,73.187362648114,1,1,554.0,1,1
N,95GG16S1,38.48055411062813,15.8,30.0,73.18695124671444,2,1,555.0,1,1
E,E01005089,68.892,40.400000000000006,29.099999999999998,73.1456754250782,1,1,556.0,1,1
S,S01011230,72.86829709357794,40.0,33.0,73.10806410950971,1,1,557.0,1,1
N,95GG27S3,34.390770262764235,12.5,34.9,73.0898967793907,2,1,558.0,1,1
S,S01010230,72.85291719687359,42.0,33.0,73.0862072539766,1,1,559.0,1,1
E,E01006735,69.181,41.4,32.300000000000004,73.072643217375,1,1,560.0,1,1
N,95YY11W1,36.726315804049,17.7,32.0,73.05535764222302,2,1,561.0,1,1
E,E01012045,69.039,43.1,31.2,73.04793620916617,1,1,562.0,1,1
N,95GG08S2,38.29749050383852,17.6,30.0,72.98871310068084,2,1,563.0,1,1
E,E01012785,68.953,40.300000000000004,31.1,72.96033821926737,1,1,564.0,1,1
E,E01007011,69.304,41.5,34.300000000000004,72.95970650236269,1,1,565.0,1,1
S,S01009471,73.31727628322429,43.0,34.0,72.93430509273176,1,1,566.0,1,1
E,E01026173,68.992,42.1,31.900000000000002,72.90325248477625,1,1,567.0,1,1
E,E01010737,68.418,35.6,26.8,72.88721743419643,1,1,568.0,1,1
E,E01020764,69.516,36.8,37.1,72.84807154543871,1,1,569.0,1,1
E,E01009124,68.387,44.9,27.0,72.82536019412139,1,1,570.0,1,1
E,E01014593,68.352,39.6,27.1,72.77166045197788,1,1,571.0,1,1
E,E01017035,68.323,37.9,26.900000000000002,72.76345270095757,1,1,572.0,1,1
N,95MM26S1,35.78612810717403,16.4,32.8,72.74445867623676,2,1,573.0,1,1
S,S01011492,67.45847622443702,33.0,24.0,72.72635464975363,1,1,574.0,1,1
E,E01012075,68.402,44.7,28.1,72.70176297117843,1,1,575.0,1,1
E,E01011750,68.664,39.900000000000006,30.5,72.69982949618546,1,1,576.0,1,1
E,E01010800,68.848,39.300000000000004,32.6,72.6452970247822,1,1,577.0,1,1
E,E01033471,68.771,48.0,31.900000000000002,72.64517976757504,1,1,578.0,1,1
S,S01010141,69.68031662553337,39.0,28.0,72.63661208372682,1,1,579.0,1,1
N,95VV25S1,42.0521689526754,25.9,25.0,72.63448169002913,2,1,580.0,1,1
S,S01009633,67.37238547404854,40.0,24.0,72.6040083733026,1,1,581.0,1,1
E,E01011312,68.158,37.1,26.700000000000003,72.59643097012115,1,1,582.0,1,1
S,S01010133,70.75622702700541,37.0,30.0,72.54198727275676,1,1,583.0,1,1
E,E01006546,68.39,35.4,29.299999999999997,72.53380800490471,1,1,584.0,1,1
E,E01026048,69.053,31.900000000000002,35.4,72.52548781889708,1,1,585.0,1,1
E,E01005130,68.324,37.5,28.799999999999997,72.52087900138928,1,1,586.0,1,1
E,E01033035,67.767,38.5,23.799999999999997,72.51186720094857,1,1,587.0,1,1
E,E01032889,67.813,45.7,24.4,72.48861271009436,1,1,588.0,1,1
E,E01012856,68.654,41.4,32.1,72.48289604026334,1,1,589.0,1,1
E,E01020979,68.356,35.9,29.4,72.48127601261278,1,1,590.0,1,1
E,E01013730,68.224,38.0,28.199999999999996,72.4810750002577,1,1,591.0,1,1
S,S01009799,67.26711837446788,40.0,24.0,72.45440998313435,1,1,592.0,1,1
E,E01015153,68.64,41.099999999999994,32.4,72.42806205032744,1,1,593.0,1,1
S,S01008712,71.79794094031965,36.0,32.0,72.39876475558793,1,1,594.0,1,1
E,E01008666,69.062,47.699999999999996,36.6,72.38205559950671,1,1,595.0,1,1
E,E01019140,68.578,40.0,32.2,72.38131855420468,1,1,596.0,1,1
E,E01009129,68.125,39.800000000000004,28.499999999999996,72.32698227293672,1,1,597.0,1,1
N,95GG50S2,37.68411575398606,14.8,30.0,72.3244943880324,2,1,598.0,1,1
S,S01012064,69.45991097994371,39.0,28.0,72.32338668001044,1,1,599.0,1,1
E,E01007737,68.626,42.0,33.1,72.32191407103997,1,1,600.0,1,1
E,E01006453,68.706,42.1,33.900000000000006,72.312706080464,1,1,601.0,1,1
N,95VV28S2,37.9892981206031,17.6,29.6,72.30136251895314,2,1,602.0,1,1
N,95LL08S1,37.41334506485889,17.7,30.3,72.29648752722913,2,1,603.0,1,1
N,95GG17S3,35.69761922868675,15.4,32.4,72.29500164123395,2,1,604.0,1,1
E,E01006518,68.396,39.6,31.5,72.2585875625807,1,1,605.0,1,1
E,E01010850,67.754,39.6,25.7,72.25294500345805,1,1,606.0,1,1
E,E01006699,68.487,38.4,32.4,72.2493963230343,1,1,607.0,1,1
E,E01010822,67.825,35.199999999999996,26.400000000000002,72.24605576155564,1,1,608.0,1,1
E,E01013221,68.055,38.2,28.599999999999998,72.2324112859876,1,1,609.0,1,1
S,S01010253,68.25051806227434,40.0,26.0,72.22831528372984,1,1,610.0,1,1
S,S01010067,67.08770731731155,38.0,24.0,72.19944327999646,1,1,611.0,1,1
E,E01012783,68.061,36.7,29.099999999999998,72.17527529840768,1,1,612.0,1,1
E,E01012843,67.75,39.800000000000004,26.6,72.13281752801069,1,1,613.0,1,1
W,W01000241,72.1,47.0,26.0,72.1,1,1,614.5,1,1
W,W01001662,72.1,44.0,28.0,72.1,1,1,614.5,1,1
E,E01014594,67.738,43.8,27.0,72.06749054044008,1,1,616.0,1,1
S,S01010313,69.84864773681662,41.0,29.0,72.06401524493062,1,1,617.0,1,1
S,S01010112,68.11744943799098,35.0,26.0,72.03920727131197,1,1,618.0,1,1
E,E01008907,67.824,40.9,28.1,72.02680355695993,1,1,619.0,1,1
E,E01014108,68.039,41.699999999999996,30.099999999999998,72.02129982829385,1,1,620.0,1,1
S,S01012826,66.9206546111417,39.0,24.0,71.96203941862085,1,1,621.0,1,1
E,E01025041,67.622,35.8,27.0,71.93203155765573,1,1,622.0,1,1
E,E01014580,67.37,37.5,25.0,71.89432854181305,1,1,623.0,1,1
E,E01011371,67.717,34.5,28.199999999999996,71.88902582550203,1,1,624.0,1,1
E,E01008841,67.875,39.0,29.7,71.88110284198478,1,1,625.0,1,1
S,S01011657,69.14232263885391,36.0,28.0,71.87205188734966,1,1,626.0,1,1
E,E01006444,67.855,41.199999999999996,29.7,71.857747844953,1,1,627.0,1,1
E,E01008980,67.673,40.5,28.1,71.85047332936999,1,1,628.0,1,1
E,E01006706,68.114,40.2,32.300000000000004,71.82665412572946,1,1,629.0,1,1
E,E01006614,67.776,35.199999999999996,29.5,71.79115260135323,1,1,630.0,1,1
E,E01010456,68.126,49.6,33.0,71.7508676425833,1,1,631.0,1,1
E,E01033693,67.256,34.599999999999994,25.2,71.73554806405612,1,1,632.0,1,1
N,95YY19W1,33.939817292737075,14.8,33.9,71.71753468079169,2,1,633.0,1,1
N,95VV07S1,37.28563490866631,17.7,29.8,71.7161768697015,2,1,634.0,1,1
S,S01010037,66.73975670694247,36.0,24.0,71.70495971032815,1,1,635.0,1,1
E,E01012788,67.381,39.5,26.700000000000003,71.68908933543644,1,1,636.0,1,1
E,E01005132,67.227,35.5,25.4,71.67602632368427,1,1,637.0,1,1
S,S01010643,66.14653073895093,38.0,23.0,71.67372508794097,1,1,638.0,1,1
E,E01012875,67.283,37.5,26.0,71.6644493313459,1,1,639.0,1,1
E,E01013692,67.708,42.5,30.0,71.64760312475572,1,1,640.0,1,1
S,S01013074,65.54296114497868,37.0,22.0,71.62779081294265,1,1,641.0,1,1
E,E01011344,66.91,35.699999999999996,22.900000000000002,71.62656205417773,1,1,642.0,1,1
S,S01010462,68.96927194000153,42.0,28.0,71.6261240896908,1,1,643.0,1,1
E,E01008437,68.773,49.0,40.1,71.59557848557134,1,1,644.0,1,1
S,S01010171,67.77945167602068,34.0,26.0,71.55886800792717,1,1,645.0,1,1
E,E01008214,67.387,43.6,27.800000000000004,71.55498236382918,1,1,646.0,1,1
N,95HH11W1,33.3754771274511,11.6,34.4,71.5484294653461,2,1,647.0,1,1
E,E01025582,67.619,33.4,30.2,71.51801639328855,1,1,648.0,1,1
E,E01006445,67.486,40.6,28.999999999999996,71.51664763108184,1,1,649.0,1,1
E,E01010107,67.581,39.2,29.9,71.5121273909418,1,1,650.0,1,1
E,E01024590,68.275,40.1,36.3,71.50152195831977,1,1,651.0,1,1
E,E01006411,67.76,37.1,31.8,71.47741316495637,1,1,652.0,1,1
N,95GG25S1,32.40862691993483,13.1,35.5,71.47386647317738,3,1,653.0,1,1
E,E01012044,67.383,41.0,28.499999999999996,71.4605118830576,1,1,654.0,1,1
