gss-code,constituency-name,pcon-deprivation-score,label,desc,low-deprivation,medium-deprivation,high-deprivation,pcon-imd-pop-quintile,pcon-imd-pop-decile
N06000007,Fermanagh and South Tyrone,44.78015792609703,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.1934061107400053,0.8065938892599946,1,1
N06000015,South Down,44.76939539369285,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.20142171796757363,0.7985782820324264,1,1
E14000587,Bradford East,44.644486939255174,1st IMD quintile,Constituencies in most deprived quintile (20%),0.05395307371236374,0.2216557928435385,0.7243911334440978,1,1
E14000866,Nottingham North,44.5638049373574,1st IMD quintile,Constituencies in most deprived quintile (20%),0.013499179442020575,0.20130688868430532,0.7851939318736741,1,1
E14000921,"Sheffield, Brightside and Hillsborough",44.11491820987654,1st IMD quintile,Constituencies in most deprived quintile (20%),0.06563605515847232,0.19348783481337087,0.7408761100281568,1,1
E14000559,Birkenhead,44.051791969064055,1st IMD quintile,Constituencies in most deprived quintile (20%),0.11234224551528516,0.28728767548282014,0.6003700790018948,1,1
E14000778,Leeds East,42.80784091808078,1st IMD quintile,Constituencies in most deprived quintile (20%),0.15766781377318936,0.18328982239626598,0.6590423638305447,1,1
N06000017,Upper Bann,42.74928900626301,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.43726628081989855,0.5627337191801015,1,1
N06000010,Mid Ulster,42.40653306347661,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.1732541626557124,0.8267458373442876,1,1
E14000581,Bootle,42.20251706756279,1st IMD quintile,Constituencies in most deprived quintile (20%),0.09666705970207916,0.2803325079589671,0.6230004323389537,1,1
E14000589,Bradford West,42.17544704154893,1st IMD quintile,Constituencies in most deprived quintile (20%),0.010893041600150248,0.3634570894407499,0.6256498689590999,1,1
S14000032,Glasgow North East,42.17335658867449,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1274689164151625,0.2925877157206614,0.5799433678641761,1,1
E14000777,Leeds Central,41.74055831306584,1st IMD quintile,Constituencies in most deprived quintile (20%),0.03439318503049674,0.39121133790890456,0.5743954770605987,1,1
E14000807,Manchester Central,40.96990580652183,1st IMD quintile,Constituencies in most deprived quintile (20%),0.011688021138811124,0.47501859320486384,0.513293385656325,1,1
E14000568,"Birmingham, Yardley",40.794518877978895,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.3023359424138654,0.6976640575861346,1,1
E14000773,Kingston upon Hull West and Hessle,40.54752538282956,1st IMD quintile,Constituencies in most deprived quintile (20%),0.15443556226484143,0.30370192472638696,0.5418625130087716,1,1
N06000012,North Antrim,40.13383968370222,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.462783543430986,0.537216456569014,1,1
S14000030,Glasgow East,39.84081457015104,1st IMD quintile,Constituencies in most deprived quintile (20%),0.21407383696116092,0.2331839521980367,0.5527422108408024,1,1
E14001011,Walsall North,39.79337229402424,1st IMD quintile,Constituencies in most deprived quintile (20%),0.06956644087556028,0.21061888203252196,0.7198146770919177,1,1
E14000808,"Manchester, Gorton",39.419440251983964,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.3703100711772887,0.6296899288227112,1,1
E14000570,Blackburn,39.38047543360458,1st IMD quintile,Constituencies in most deprived quintile (20%),0.134104790039328,0.27128151222429636,0.5946136977363756,1,1
E14000565,"Birmingham, Northfield",39.29147593811437,1st IMD quintile,Constituencies in most deprived quintile (20%),0.05713688729331092,0.37198810914513114,0.570875003561558,1,1
E14000904,Rotherham,38.977308296962434,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1256472554171568,0.3020415342839239,0.5723112102989193,1,1
E14000795,"Liverpool, Wavertree",38.93871890431178,1st IMD quintile,Constituencies in most deprived quintile (20%),0.18067568887490096,0.2294260008899211,0.5898983102351779,1,1
E14000562,"Birmingham, Hall Green",38.82398053058015,1st IMD quintile,Constituencies in most deprived quintile (20%),0.013922600936720111,0.37962804690437935,0.6064493521589005,1,1
N06000001,Belfast East,38.74047030089032,1st IMD quintile,Constituencies in most deprived quintile (20%),0.022225913276375756,0.49297719274569446,0.4847968939779298,1,1
N06000016,Strangford,38.68062846098938,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.4278281937849502,0.5721718062150498,1,1
E14000772,Kingston upon Hull North,38.628811565852615,1st IMD quintile,Constituencies in most deprived quintile (20%),0.15095108557223055,0.3546168658495583,0.4944320485782111,1,1
E14000609,Burnley,38.554301968061175,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1488416554206028,0.3084570400359874,0.5427013045434098,1,1
E14000897,Rochdale,38.43211233991999,1st IMD quintile,Constituencies in most deprived quintile (20%),0.13519227073396578,0.29578768978108566,0.5690200394849485,1,1
E14000588,Bradford South,38.25947971030936,1st IMD quintile,Constituencies in most deprived quintile (20%),0.041969215641782014,0.43923492927917707,0.5187958550790409,1,1
E14000771,Kingston upon Hull East,38.17242526407663,1st IMD quintile,Constituencies in most deprived quintile (20%),0.13282159162116194,0.3454144660281085,0.5217639423507295,1,1
E14000885,Preston,38.14412534405443,1st IMD quintile,Constituencies in most deprived quintile (20%),0.025679088706767692,0.3454254935312613,0.628895417761971,1,1
E14000716,Great Grimsby,37.97821030762089,1st IMD quintile,Constituencies in most deprived quintile (20%),0.25108975012171236,0.28229340036004213,0.46661684951824556,1,1
E14000781,Leeds West,37.64588338271502,1st IMD quintile,Constituencies in most deprived quintile (20%),0.03129825147101782,0.4274715185911614,0.5412302299378208,1,1
E14000566,"Birmingham, Perry Barr",37.55807255457104,1st IMD quintile,Constituencies in most deprived quintile (20%),0.014977542424719062,0.44943113301525717,0.5355913245600238,1,1
E14000793,"Liverpool, Riverside",37.201934254072405,1st IMD quintile,Constituencies in most deprived quintile (20%),0.13864095474147195,0.4168612730841416,0.44449777217438646,1,1
E14000579,Bolton South East,37.07667394516346,1st IMD quintile,Constituencies in most deprived quintile (20%),0.09129759856362685,0.29790715942245827,0.6107952420139149,1,1
E14001050,Wolverhampton South East,37.00718008720012,1st IMD quintile,Constituencies in most deprived quintile (20%),0.03139414874570845,0.3524232786401837,0.6161825726141079,1,1
N06000005,East Antrim,36.91611384109566,1st IMD quintile,Constituencies in most deprived quintile (20%),0.026564520943189732,0.5207331498247825,0.45270232923202774,1,1
E14001030,West Bromwich West,36.74026388120177,1st IMD quintile,Constituencies in most deprived quintile (20%),0.042356332041896844,0.354316565544753,0.6033271024133502,1,1
E14000871,Oldham West and Royton,36.58305861882924,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1148188112579804,0.30201420735545365,0.583166981386566,1,1
E14000972,Stoke-on-Trent Central,36.55919035190146,1st IMD quintile,Constituencies in most deprived quintile (20%),0.07914920896581724,0.36646289809281773,0.554387892941365,1,1
E14000784,Leicester West,36.55895827747682,1st IMD quintile,Constituencies in most deprived quintile (20%),0.08092002570930126,0.47320723533192544,0.4458727389587733,1,1
E14000865,Nottingham East,36.33271061648431,1st IMD quintile,Constituencies in most deprived quintile (20%),0.01884074826219594,0.43594950751035527,0.5452097442274488,1,1
E14000677,Easington,36.12225120755358,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0961916551372606,0.36974198402873854,0.5340663608340008,1,1
E14000642,Clacton,35.99501186272346,1st IMD quintile,Constituencies in most deprived quintile (20%),0.042363716618847934,0.581339660119179,0.37629662326197305,1,1
S14000035,Glasgow South West,35.706545425406624,1st IMD quintile,Constituencies in most deprived quintile (20%),0.15559729356656332,0.3185716548618497,0.5258310515715869,1,1
E14000708,Garston and Halewood,35.61112897490808,1st IMD quintile,Constituencies in most deprived quintile (20%),0.18351246515010708,0.3396096811992404,0.47687785365065255,1,2
E14000709,Gateshead,35.47571102390296,1st IMD quintile,Constituencies in most deprived quintile (20%),0.14073696549615208,0.3885021150807808,0.47076091942306714,1,2
E14000831,Newcastle upon Tyne Central,35.28017064513507,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1393502587585011,0.42954814353194065,0.43110159770955825,1,2
E14001010,Wallasey,35.21108441156304,1st IMD quintile,Constituencies in most deprived quintile (20%),0.17155464136420942,0.3770928715192533,0.4513524871165373,1,2
E14000663,Derby South,35.14526765748452,1st IMD quintile,Constituencies in most deprived quintile (20%),0.14454836643177452,0.25938073884262225,0.5960708947256033,1,2
E14000572,Blackpool North and Cleveleys,35.05152667140397,1st IMD quintile,Constituencies in most deprived quintile (20%),0.16450878608678896,0.4914427489190524,0.34404846499415864,1,2
E14000733,Hartlepool,34.960676467762084,1st IMD quintile,Constituencies in most deprived quintile (20%),0.27003192295783823,0.21673446291491838,0.5132336141272434,1,2
E14001029,West Bromwich East,34.93100620916061,1st IMD quintile,Constituencies in most deprived quintile (20%),0.05608172597883431,0.38288075684633377,0.561037517174832,1,2
E14000578,Bolton North East,34.807888374107385,1st IMD quintile,Constituencies in most deprived quintile (20%),0.2814870023265886,0.20781169740247968,0.5107013002709317,1,2
E14001059,Wythenshawe and Sale East,34.80568207276452,1st IMD quintile,Constituencies in most deprived quintile (20%),0.25635513070116356,0.22368214658091662,0.5199627227179199,1,2
E14001016,Warley,34.76638461301296,1st IMD quintile,Constituencies in most deprived quintile (20%),0.03097540671921729,0.43740686309774623,0.5316177301830365,1,2
E14001012,Walsall South,34.73844397642668,1st IMD quintile,Constituencies in most deprived quintile (20%),0.18561214875575016,0.20119529272663453,0.6131925585176153,1,2
E14001002,Tottenham,34.60647248783524,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.4883232431820754,0.5116767568179247,1,2
E14000537,Ashton-under-Lyne,34.50986996455214,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0868419660335432,0.4312470239669859,0.48191100999947095,1,2
E14000970,Stockton North,34.47406433325117,1st IMD quintile,Constituencies in most deprived quintile (20%),0.22730260455180346,0.29783912579081423,0.4748582696573823,1,2
E14001049,Wolverhampton North East,34.21139897366492,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1262053798003722,0.29328370834038237,0.5805109118592455,1,2
E14000721,Hackney South and Shoreditch,34.16512611950614,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.5127283574271184,0.4872716425728816,1,2
E14000973,Stoke-on-Trent North,33.96164402239345,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1041215185809455,0.39263785215506863,0.5032406292639858,1,2
W07000052,Rhondda,33.80682109870244,1st IMD quintile,Constituencies in most deprived quintile (20%),0.01808170464159222,0.606518590745494,0.3753997046129139,1,2
E14000944,South Shields,33.77498477751757,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1235480093676815,0.4398711943793911,0.4365807962529274,1,2
E14000963,St Helens South and Whiston,33.6818900276666,1st IMD quintile,Constituencies in most deprived quintile (20%),0.17439461499700518,0.3816753976478642,0.4439299873551307,1,2
N06000003,Belfast South,33.63501839323288,1st IMD quintile,Constituencies in most deprived quintile (20%),0.03508666552256736,0.6766946970997083,0.2882186373777244,1,2
E14000669,Doncaster North,33.58912741539772,1st IMD quintile,Constituencies in most deprived quintile (20%),0.13578945234088283,0.45029299053103267,0.41391755712808453,1,2
E14000758,Hyndburn,33.55412111831286,1st IMD quintile,Constituencies in most deprived quintile (20%),0.20945255984435632,0.32599185235346595,0.4645555878021777,1,2
E14000540,Barking,33.53486512148632,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.5188305568743047,0.4811694431256953,1,2
E14000911,Salford and Eccles,33.40281435127935,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1068876513598526,0.46454092006871883,0.42857142857142855,1,2
N06000014,South Antrim,33.3385194082542,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.6854140322642449,0.3145859677357551,1,2
E14000717,Great Yarmouth,33.29233555810582,1st IMD quintile,Constituencies in most deprived quintile (20%),0.13386888942578723,0.4815072078601917,0.3846239027140211,1,2
E14000687,Edmonton,32.9014970957731,1st IMD quintile,Constituencies in most deprived quintile (20%),0.08012347113198466,0.4104336425643494,0.509442886303666,1,2
E14000601,Bristol South,32.742763033926515,1st IMD quintile,Constituencies in most deprived quintile (20%),0.26948374996698043,0.35087039597073144,0.3796458540622881,1,2
E14000891,Redcar,32.599242289293855,1st IMD quintile,Constituencies in most deprived quintile (20%),0.24361047835990887,0.3683143507972665,0.3880751708428246,1,2
E14000542,Barnsley East,32.53144881486896,1st IMD quintile,Constituencies in most deprived quintile (20%),0.07007413595071525,0.5244857471024329,0.40544011694685184,1,2
E14000735,Hastings and Rye,32.45480176862703,1st IMD quintile,Constituencies in most deprived quintile (20%),0.13922338099845893,0.47412464609540195,0.3866519729061391,1,2
N06000013,North Down,32.401584490658855,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.6224539624320423,0.3775460375679576,1,2
E14001054,Worsley and Eccles South,32.38957460392977,1st IMD quintile,Constituencies in most deprived quintile (20%),0.2705552119510919,0.3054284219039916,0.4240163661449165,1,2
E14000723,Halifax,32.34121912203787,1st IMD quintile,Constituencies in most deprived quintile (20%),0.20226576968139384,0.30513246910314074,0.49260176121546545,1,2
W07000071,Merthyr Tydfil and Rhymney,32.2636270020146,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0840868701651683,0.544336713359816,0.37157641647501566,1,2
E14000649,Coventry North East,32.12060339963105,1st IMD quintile,Constituencies in most deprived quintile (20%),0.09771032601113057,0.5258809121490691,0.3764087618398003,1,2
E14000923,"Sheffield, Heeley",32.08653154738695,1st IMD quintile,Constituencies in most deprived quintile (20%),0.21239553583660908,0.35581574260451687,0.43178872155887404,1,2
W07000072,Blaenau Gwent,31.98478372220768,1st IMD quintile,Constituencies in most deprived quintile (20%),0.016919069021785808,0.5739887206206521,0.40909221035756205,1,2
E14000725,Halton,31.912784994332902,1st IMD quintile,Constituencies in most deprived quintile (20%),0.2516495304404145,0.2830209682642487,0.4653295012953368,1,2
E14000870,Oldham East and Saddleworth,31.90163234918261,1st IMD quintile,Constituencies in most deprived quintile (20%),0.32245056370159314,0.21501121723573233,0.4625382190626745,1,2
E14001028,Wentworth and Dearne,31.77688379870097,1st IMD quintile,Constituencies in most deprived quintile (20%),0.09849462802776959,0.5137272440816825,0.387778127890548,1,2
E14000969,Stockport,31.71955276970557,1st IMD quintile,Constituencies in most deprived quintile (20%),0.2547363204253114,0.4208736005046068,0.32439007907008177,1,2
E14000878,Peterborough,31.671114737636962,1st IMD quintile,Constituencies in most deprived quintile (20%),0.13354326660454355,0.33070916744320555,0.5357475659522509,1,2
W07000049,Aberavon,31.62210865205441,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1918913027682918,0.3560415607062414,0.4520671365254668,1,2
W07000070,Cynon Valley,31.50026228849209,1st IMD quintile,Constituencies in most deprived quintile (20%),0.07382691471911845,0.5590853649988083,0.3670877202820732,1,2
N06000009,Lagan Valley,31.410263838342626,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.70280072171398,0.29719927828601994,1,2
E14000560,"Birmingham, Edgbaston",31.32928864045688,1st IMD quintile,Constituencies in most deprived quintile (20%),0.18270639505043812,0.45919690932335455,0.3580966956262073,1,2
E14000880,"Plymouth, Sutton and Devonport",31.26600317703383,1st IMD quintile,Constituencies in most deprived quintile (20%),0.1601277854050058,0.464797409089309,0.3750748055056852,1,2
E14000974,Stoke-on-Trent South,31.245360325105356,1st IMD quintile,Constituencies in most deprived quintile (20%),0.19831872812005263,0.37338060516868465,0.4283006667112627,1,2
E14000875,Pendle,31.17465717821782,1st IMD quintile,Constituencies in most deprived quintile (20%),0.2187988535695675,0.3840433385443808,0.39715780788605176,1,2
E14000668,Doncaster Central,31.150123215135118,1st IMD quintile,Constituencies in most deprived quintile (20%),0.26998914048266515,0.3019215063317268,0.428089353185608,1,2
E14000720,Hackney North and Stoke Newington,31.025784987923796,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.738471925440764,0.26152807455923605,1,2
E14000962,St Helens North,30.944065495532087,1st IMD quintile,Constituencies in most deprived quintile (20%),0.25159423233143785,0.36259138911454103,0.3858143785540211,1,2
E14001020,Washington and Sunderland West,30.920055806184024,1st IMD quintile,Constituencies in most deprived quintile (20%),0.2510653288030818,0.31479187736502995,0.43414279383188825,1,2
E14000982,Sunderland Central,30.895745607559427,1st IMD quintile,Constituencies in most deprived quintile (20%),0.20757911314533195,0.4095083419459619,0.38291254490870613,1,2
E14000747,Heywood and Middleton,30.858951870518258,1st IMD quintile,Constituencies in most deprived quintile (20%),0.23990624247253053,0.4130056143341548,0.34708814319331466,1,2
E14000541,Barnsley Central,30.73172243500847,1st IMD quintile,Constituencies in most deprived quintile (20%),0.14022980915274383,0.4747738228884633,0.38499636795879283,1,2
E14000567,"Birmingham, Selly Oak",30.652367189099643,1st IMD quintile,Constituencies in most deprived quintile (20%),0.07704335200938146,0.5804683282765296,0.34248831971408894,1,2
E14000591,Brent Central,30.644473899981854,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.6962760344908698,0.3037239655091301,1,2
E14000967,Stalybridge and Hyde,30.464546319021668,1st IMD quintile,Constituencies in most deprived quintile (20%),0.23580786026200873,0.3137198652769366,0.45047227446105464,1,2
E14001032,West Ham,30.313032040883403,1st IMD quintile,Constituencies in most deprived quintile (20%),0.0,0.6955426911373347,0.30445730886266525,1,2
E14000836,"Normanton, Pontefract and Castleford",30.300374008373257,1st IMD quintile,Constituencies in most deprived quintile (20%),0.21452803314774052,0.39387975311839096,0.39159221373386854,1,2
E14000754,Houghton and Sunderland South,30.226530649536368,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.18645087335005506,0.4542101260938156,0.35933900055612933,2,3
E14000756,Huddersfield,30.17399131283366,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.1616597462735118,0.43253095042192075,0.40580930330456744,2,3
E14000671,Dudley North,30.121218086485214,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2461058088841758,0.3410156710262755,0.41287852008954873,2,3
W07000048,Swansea East,30.10923881567859,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.16414858841010402,0.46410698365527486,0.3717444279346211,2,3
E14000879,"Plymouth, Moor View",29.96485108703789,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.15008929430762155,0.5188052742458107,0.3311054314465678,2,3
S14000033,Glasgow North West,29.73769410364019,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2813127315691065,0.31697580783922363,0.40171146059166984,2,3
E14000555,Bethnal Green and Bow,29.687620007450832,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.04249589877322667,0.6713920642078913,0.286112037018882,2,3
E14000989,Telford,29.677274038121237,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.25274280802871735,0.4133171545578644,0.33394003741341827,2,3
E14000999,Torbay,29.6417456849356,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.20682447094423762,0.5200175190619338,0.2731580099938285,2,3
S14000038,Inverclyde,29.55525116332511,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.37169665809768637,0.2153470437017995,0.41295629820051416,2,3
S14000029,Glasgow Central,29.45854835379294,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2200009124503855,0.4154842830421096,0.3645148045075049,2,3
E14000884,Portsmouth South,29.232991769618632,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.07591877046765894,0.7105244918822449,0.21355673765009617,2,3
E14000740,Hemsworth,29.127537351298983,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.18047883975748374,0.46581499645414864,0.3537061637883676,2,3
E14000569,Bishop Auckland,29.118400336632778,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.20415329052969503,0.43453495630461925,0.36131175316568576,2,3
E14000927,Sittingbourne and Sheppey,29.09546286613912,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.19305630360028173,0.545801052326304,0.26114264407341425,2,3
S14000059,West Dunbartonshire,29.016676482041536,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.20974924097604858,0.4231305521196447,0.36712020690430675,2,3
E14000783,Leicester South,28.98179050131926,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.1499146360391122,0.511392208598479,0.3386931553624088,2,3
E14000832,Newcastle upon Tyne East,28.92301539518627,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.37306937791896116,0.3157506895967975,0.31117993248424136,2,3
S14000047,Motherwell and Wishaw,28.87628214495834,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.26889118464635275,0.3702618938579021,0.36084692149574515,2,3
E14000582,Boston and Skegness,28.81706354253064,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.18616717353239332,0.5551101280987928,0.25872269836881395,2,3
E14000920,Sheffield South East,28.79862852130843,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.274718811268187,0.37541017438860796,0.34987101434320506,2,3
E14000948,South Thanet,28.771006969568518,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2732031427134985,0.3939925671079741,0.3328042901785274,2,3
E14000615,Camberwell and Peckham,28.57994994065011,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.056100864377891406,0.6885728634039445,0.2553262722181641,2,3
E14000810,Mansfield,28.508844565605187,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.25316293578988774,0.34854957781782586,0.3982874863922864,2,3
E14000679,East Ham,28.362951920972645,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.02201823708206687,0.8604376899696049,0.11754407294832826,2,3
E14000763,Islington North,28.335079633396067,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.04970757766281553,0.6745883723089128,0.2757040500282717,2,3
E14000825,Morecambe and Lunesdale,28.26112225639204,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.3019883871970513,0.41264307839197095,0.28536853441097776,2,3
E14000765,Jarrow,28.23350294942462,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.25893288850207913,0.3264070205976211,0.41466009090029976,2,3
S14000003,Airdrie and Shotts,28.175493454670367,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.20617960964679521,0.4232560882127484,0.3705643021404564,2,3
E14000956,"Southampton, Test",28.139472063477914,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.20836267998038605,0.4572549369232827,0.3343823830963313,2,3
E14000899,Rochford and Southend East,28.041615794410053,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2346370287000563,0.44800225098480584,0.31736072031513785,2,3
E14001039,Wigan,28.009562262967293,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.33427433535791345,0.30319275333390366,0.36253291130818294,2,3
S14000016,Dundee West,27.996299496679242,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.32040875651260037,0.32208582097895844,0.35750542250844125,2,3
E14000658,Darlington,27.95413559506098,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.30860202208876775,0.354625718102147,0.33677225980908526,2,3
W07000079,Cardiff West,27.72130353905321,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.38610444496357804,0.23219784653938455,0.3816977084970374,2,3
E14000801,Luton South,27.691274659523334,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.14033814006275452,0.4794044996328193,0.3802573603044262,2,3
E14000782,Leicester East,27.580471963178596,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.09531660569838735,0.6383894069761451,0.26629398732546755,2,3
E14000655,Croydon North,27.494416490774157,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.05278137128072445,0.7514740927350718,0.19574453598420372,2,3
E14000575,Blyth Valley,27.451501702182796,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2893239566031735,0.3721831525132228,0.3384928908836037,2,3
E14000661,Denton and Reddish,27.442385545498517,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.14964646813606947,0.5644303185241484,0.2859232133397821,2,3
E14001014,Wansbeck,27.30508471649237,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.27677971793149764,0.376714957305958,0.34650532476254436,2,3
E14000955,"Southampton, Itchen",27.29955185769747,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.16281158158267117,0.5869162947643409,0.2502721236529879,2,3
E14000597,"Brighton, Kemptown",27.259958962166635,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.31621873061815176,0.39749844945213975,0.2862828199297085,2,3
E14000862,Northampton South,27.237974792311853,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2521063756574743,0.44240279211522393,0.3054908322273018,2,3
E14001013,Walthamstow,27.117095859069234,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.013694152747630342,0.7585337032039624,0.22777214404840723,2,3
E14000543,Barrow and Furness,27.113983821716236,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.33247294977126857,0.36350437297627414,0.3040226772524573,2,3
E14000691,Enfield North,27.039375064920865,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.18630693673746457,0.5089522455785475,0.30474081768398803,2,3
E14000820,Middlesbrough South and East Cleveland,27.031662751677857,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.37996984113499277,0.2878366324016651,0.3321935264633421,2,3
E14001022,Waveney,27.025771738202106,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.2379221666555955,0.49765133470615586,0.26442649863824863,2,3
E14000535,Ashfield,27.021796272702755,2nd IMD quintile,Constituencies in second most deprived quintile (20%),0.17159702783383396,0.5376496080200128,0.2907533641461532,2,3
