nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_S_score,original_decile,S_expanded_decile,UK_IMD_S_rank,UK_IMD_S_pop_decile,UK_IMD_S_pop_quintile
E,E01021988,92.735,56.89999999999999,53.400000000000006,101.46751584946162,1,1.0,1.0,1,1
W,W01000240,86.6,61.0,43.0,96.60582234706148,1,1.0,2.0,1,1
E,E01012673,88.774,60.9,45.9,96.42833164770482,1,1.0,3.0,1,1
E,E01012751,88.023,54.900000000000006,45.1,94.45839709264104,1,1.0,4.0,1,1
E,E01012681,88.408,49.9,46.400000000000006,94.30878304958331,1,1.0,5.0,1,1
E,E01012737,87.371,50.2,42.199999999999996,92.04754296175753,1,1.0,6.0,1,1
E,E01012670,87.112,54.300000000000004,39.2,91.5180385154341,1,1.0,7.0,1,1
E,E01012682,86.803,53.900000000000006,39.800000000000004,91.42103906039752,1,1.0,8.0,1,1
E,E01012672,88.139,47.4,39.6,91.19428137003709,1,1.0,9.0,1,1
E,E01022025,83.878,46.300000000000004,49.2,91.14324115208728,1,1.0,10.0,1,1
E,E01012671,88.026,46.9,39.4,90.94301850829632,1,1.0,11.0,1,1
E,E01012683,84.357,52.0,44.5,90.86742597342794,1,1.0,12.0,1,1
S,S01010891,89.20058602807558,48.0,44.0,89.20058602807558,1,1.0,13.0,1,1
E,E01007122,82.666,54.900000000000006,41.4,88.97128128297778,1,1.0,14.0,1,1
S,S01010245,88.56904062035917,51.0,42.0,88.56904062035917,1,1.0,15.0,1,1
S,S01011598,88.10305197070684,45.0,44.0,88.10305197070684,1,1.0,16.0,1,1
E,E01006558,83.903,46.2,40.1,87.86864610991383,1,1.0,17.0,1,1
E,E01008978,78.083,55.800000000000004,47.699999999999996,87.84907749468377,1,1.0,18.0,1,1
S,S01012068,87.51609178279996,50.0,39.0,87.51609178279996,1,1.0,19.0,1,1
E,E01012655,78.945,53.5,45.0,87.1243521918337,1,1.0,20.0,1,1
E,E01007133,75.014,58.099999999999994,50.8,87.00588892716505,1,1.0,21.0,1,1
E,E01005482,79.3,51.2,44.9,86.94226691673835,1,1.0,22.0,1,1
E,E01006547,84.368,45.5,36.8,86.91318624931793,1,1.0,23.0,1,1
E,E01006874,81.0,51.300000000000004,41.099999999999994,86.91136711828547,1,1.0,24.0,1,1
E,E01012674,83.919,46.1,37.4,86.8908328905419,1,1.0,25.0,1,1
E,E01006611,82.675,51.0,37.3,86.78777978171519,1,1.0,26.0,1,1
E,E01012041,77.591,57.8,44.2,86.57405779338303,1,1.0,27.0,1,1
W,W01000239,80.3,50.0,35.0,86.36289604889909,1,1.0,28.0,1,1
E,E01024858,83.799,47.599999999999994,35.3,86.3166899657506,1,1.0,29.0,1,1
S,S01010122,86.2874653157124,46.0,37.0,86.2874653157124,1,1.0,30.0,1,1
E,E01007007,77.125,51.0,47.4,86.11844867856679,1,1.0,31.0,1,1
S,S01007465,86.05619961362788,47.0,35.0,86.05619961362788,1,1.0,32.0,1,1
E,E01012675,82.236,51.0,35.699999999999996,85.87132086670215,1,1.0,33.0,1,1
E,E01012897,82.194,49.7,36.4,85.85250539271102,1,1.0,34.0,1,1
E,E01007127,81.054,50.4,38.2,85.74444500900871,1,1.0,35.0,1,1
E,E01013139,81.738,49.5,37.1,85.71412697152712,1,1.0,36.0,1,1
E,E01012721,77.561,51.7,44.5,85.54101506856125,1,1.0,37.0,1,1
E,E01012679,82.897,48.699999999999996,34.300000000000004,85.45863814229357,1,1.0,38.0,1,1
E,E01012090,78.009,51.4,42.9,85.25760169717812,1,1.0,39.0,1,1
W,W01001421,79.8,47.0,34.0,85.08870626537038,1,1.0,40.0,1,1
E,E01008427,79.298,49.4,40.400000000000006,84.99105105520405,1,1.0,41.0,1,1
S,S01009622,84.98470540365814,52.0,41.0,84.98470540365814,1,1.0,42.0,1,1
S,S01010644,84.77049346708729,46.0,35.0,84.77049346708729,1,1.0,43.0,1,1
E,E01013138,81.548,47.599999999999994,35.8,84.75064300221683,1,1.0,44.0,1,1
E,E01013136,77.552,50.3,43.0,84.7375542008341,1,1.0,45.0,1,1
E,E01030258,81.147,43.9,38.1,84.5895284176286,1,1.0,46.0,1,1
S,S01012067,84.46136597850825,48.0,35.0,84.46136597850825,1,1.0,47.0,1,1
E,E01026383,81.3,45.300000000000004,36.7,84.4607929283487,1,1.0,48.0,1,1
E,E01012622,79.94,48.1,37.9,84.35091100545625,1,1.0,49.0,1,1
E,E01004960,77.703,54.50000000000001,39.2,84.25642719800176,1,1.0,50.0,1,1
E,E01012736,80.117,42.4,38.7,83.73170884730354,1,1.0,51.0,1,1
S,S01007801,83.72270864723092,46.0,31.0,83.72270864723092,1,1.0,52.0,1,1
E,E01005918,77.101,47.8,42.4,83.71365120944353,1,1.0,53.0,1,1
S,S01008787,83.70380944486544,43.0,40.0,83.70380944486544,1,1.0,54.0,1,1
E,E01005350,75.624,53.2,42.8,83.70146875302028,1,1.0,55.0,1,1
S,S01010323,83.64592133396968,59.0,43.0,83.64592133396968,1,1.0,56.0,1,1
E,E01024908,82.749,44.0,31.4,83.43872063122551,1,1.0,57.0,1,1
S,S01012492,83.21439319040907,42.0,35.0,83.21439319040907,1,1.0,58.0,1,1
E,E01030247,76.806,48.6,41.199999999999996,83.19946533004935,1,1.0,59.0,1,1
E,E01006563,78.172,49.1,38.0,83.19876606056033,1,1.0,60.0,1,1
S,S01010326,83.10562442220164,45.0,32.0,83.10562442220164,1,1.0,61.0,1,1
E,E01012948,78.1,44.4,40.2,83.0736103178631,1,1.0,62.0,1,1
E,E01007128,75.862,49.8,41.9,82.93909641786412,1,1.0,63.0,1,1
E,E01026625,78.389,47.699999999999996,37.4,82.8945727859459,1,1.0,64.0,1,1
S,S01009975,82.86943737512416,46.0,34.0,82.86943737512416,1,1.0,65.0,1,1
E,E01012855,78.371,46.300000000000004,38.0,82.84005308701411,1,1.0,66.0,1,1
S,S01010862,82.83404281166146,43.0,35.0,82.83404281166146,1,1.0,67.0,1,1
S,S01010114,82.82911321180518,44.0,33.0,82.82911321180518,1,1.0,68.0,1,1
E,E01028276,78.837,45.5,37.3,82.80294858539774,1,1.0,69.0,1,1
S,S01010207,82.57476322088229,49.0,40.0,82.57476322088229,1,1.0,70.0,1,1
E,E01007293,74.283,52.0,43.0,82.51340317030899,1,1.0,71.0,1,1
S,S01010893,82.41852292460021,49.0,42.0,82.41852292460021,1,1.0,72.0,1,1
E,E01006494,76.636,53.6,36.7,82.36396655391097,1,1.0,73.0,1,1
E,E01005682,75.302,46.9,42.9,82.33329049352099,1,1.0,74.0,1,1
E,E01012058,77.977,48.9,36.1,82.32693330909272,1,1.0,75.0,1,1
E,E01006493,75.8,55.900000000000006,37.0,82.24494815936785,1,1.0,76.0,1,1
E,E01006540,79.58,44.6,34.599999999999994,82.24245424533983,1,1.0,77.0,1,1
E,E01012114,76.969,50.0,37.4,82.21457545703291,1,1.0,78.0,1,1
S,S01012489,82.17423540456834,45.0,35.0,82.17423540456834,1,1.0,79.0,1,1
E,E01004823,76.792,47.5,38.7,82.08713506057725,1,1.0,80.0,1,1
E,E01012889,78.298,46.5,35.699999999999996,81.99216248250363,1,1.0,81.0,1,1
E,E01007274,76.106,49.3,38.9,81.95685075534135,1,1.0,82.0,1,1
S,S01010362,81.86761686542933,45.0,44.0,81.86761686542933,1,1.0,83.0,1,1
E,E01025584,75.224,41.5,44.4,81.82323896225512,1,1.0,84.0,1,1
E,E01007005,77.512,44.5,37.7,81.7359341979412,1,1.0,85.0,1,1
E,E01033228,77.148,48.8,36.1,81.6655806627515,1,1.0,86.0,1,1
E,E01005754,76.234,48.1,37.4,81.29630430978209,1,1.0,87.0,1,1
E,E01006413,75.149,46.2,40.6,81.25843081570538,1,1.0,88.0,1,1
E,E01025117,79.13,42.3,34.0,81.2559748421987,1,1.0,89.0,1,1
E,E01006760,79.006,38.800000000000004,35.9,81.2023830081658,1,1.0,90.0,1,1
E,E01012724,75.331,47.599999999999994,39.300000000000004,81.18818598970199,1,1.0,91.0,1,1
W,W01000991,77.5,46.0,30.0,81.14635501225575,1,1.0,92.0,1,1
S,S01007963,81.08993564348918,46.0,30.0,81.08993564348918,1,1.0,93.0,1,1
S,S01011240,81.04317462260033,46.0,43.0,81.04317462260033,1,1.0,94.0,1,1
E,E01007129,75.76,43.1,40.1,80.98433966357487,1,1.0,95.0,1,1
S,S01010138,80.98153564839039,49.0,47.0,80.98153564839039,1,1.0,96.0,1,1
W,W01001274,77.8,47.0,29.0,80.95256124587335,1,1.0,97.0,1,1
E,E01012895,78.352,48.3,30.599999999999998,80.5280688238493,1,1.0,98.0,1,1
E,E01008304,75.897,45.300000000000004,37.4,80.52183334373372,1,1.0,99.0,1,1
E,E01024609,77.896,43.9,33.6,80.44799884367487,1,1.0,100.0,1,1
E,E01006448,75.522,51.9,34.599999999999994,80.43244301439158,1,1.0,101.0,1,1
S,S01007853,80.39876772348165,42.0,37.0,80.39876772348165,1,1.0,102.0,1,1
E,E01005202,77.768,47.3,32.0,80.3957872904612,1,1.0,103.0,1,1
E,E01011372,78.577,45.0,31.3,80.34987747468308,1,1.0,104.0,1,1
E,E01007544,76.898,43.2,35.8,80.33753303591581,1,1.0,105.0,1,1
S,S01008569,80.25848367534249,38.0,36.0,80.25848367534249,1,1.0,106.0,1,1
S,S01009977,80.25109127128692,45.0,37.0,80.25109127128692,1,1.0,107.0,1,1
E,E01007532,77.257,40.9,35.9,80.23054302096472,1,1.0,108.0,1,1
E,E01006562,78.655,42.199999999999996,32.2,80.2212753341782,1,1.0,109.0,1,1
E,E01013861,73.321,45.5,42.0,80.21619029965142,1,1.0,110.0,1,1
E,E01013208,76.316,50.0,33.0,80.1242273723596,1,1.0,111.0,1,1
E,E01009379,76.225,46.400000000000006,35.0,80.11390491301256,1,1.0,112.0,1,1
E,E01006909,74.52,49.8,36.8,80.0623390925759,1,1.0,113.0,1,1
S,S01010499,80.04437806293784,42.0,31.0,80.04437806293784,1,1.0,114.0,1,1
E,E01012720,75.616,46.7,35.8,79.98446539883203,1,1.0,115.0,1,1
S,S01008929,79.90842715727025,43.0,36.0,79.90842715727025,1,1.0,116.0,1,1
E,E01010730,75.905,43.5,36.5,79.87424075521571,1,1.0,117.0,1,1
E,E01006386,75.885,44.800000000000004,35.8,79.84496481962636,1,1.0,118.0,1,1
E,E01012089,74.736,51.6,34.699999999999996,79.80379246152437,1,1.0,119.0,1,1
S,S01010493,79.7459412155075,45.0,31.0,79.7459412155075,1,1.0,120.0,1,1
E,E01006417,74.948,41.8,38.6,79.5763414351674,1,1.0,121.0,1,1
S,S01008007,79.52828059784784,44.0,31.0,79.52828059784784,1,1.0,122.0,1,1
E,E01011994,74.719,47.5,36.0,79.50727556567838,1,1.0,123.0,1,1
S,S01010047,79.50102657925085,45.0,33.0,79.50102657925085,1,1.0,124.0,1,1
E,E01033477,75.941,45.0,34.5,79.45709831655125,1,1.0,125.0,1,1
E,E01020909,73.145,50.7,37.6,79.44868173076647,1,1.0,126.0,1,1
S,S01010312,79.43389820698181,46.0,35.0,79.43389820698181,1,1.0,127.0,1,1
E,E01007273,75.265,45.800000000000004,35.4,79.40330514846961,1,1.0,128.0,1,1
E,E01033679,75.863,45.0,34.4,79.36059992634823,1,1.0,129.0,1,1
E,E01012170,72.771,53.0,36.9,79.32805896159539,1,1.0,130.0,1,1
S,S01010129,79.25801638401158,45.0,29.0,79.25801638401158,1,1.0,131.0,1,1
E,E01006467,74.863,42.699999999999996,37.4,79.24336977420617,1,1.0,132.0,1,1
E,E01007003,76.196,43.5,33.900000000000006,79.16405646182581,1,1.0,133.0,1,1
E,E01020972,73.26,48.3,37.7,79.13410478890283,1,1.0,134.0,1,1
E,E01006695,74.929,41.699999999999996,37.2,79.0393316650492,1,1.0,135.0,1,1
E,E01005756,75.498,43.8,34.9,79.03757509341881,1,1.0,136.0,1,1
E,E01011662,77.034,43.1,31.7,78.94885184421004,1,1.0,137.0,1,1
E,E01010612,75.825,45.800000000000004,32.9,78.93777181350646,1,1.0,138.0,1,1
E,E01012266,74.481,47.9,34.599999999999994,78.89201432711803,1,1.0,139.0,1,1
E,E01012019,73.994,46.9,36.1,78.87096887396572,1,1.0,140.0,1,1
E,E01032332,76.145,43.8,32.6,78.71151745400606,1,1.0,141.0,1,1
E,E01006873,75.142,43.5,34.9,78.70646544174986,1,1.0,142.0,1,1
E,E01009709,75.274,44.4,34.1,78.68579889143714,1,1.0,143.0,1,1
E,E01010711,75.65,39.0,36.0,78.67188576228065,1,1.0,144.0,1,1
S,S01010054,78.6208275181664,40.0,29.0,78.6208275181664,1,1.0,145.0,1,1
S,S01011609,78.60205443770506,40.0,29.0,78.60205443770506,1,1.0,146.0,1,1
E,E01010819,75.768,46.300000000000004,31.8,78.58921930721935,1,1.0,147.0,1,1
W,W01001428,73.7,43.0,31.0,78.54726612403635,1,1.0,148.0,1,1
E,E01033764,74.468,47.0,34.1,78.53703353147961,1,1.0,149.0,1,1
E,E01022031,73.789,46.9,35.6,78.53197548379549,1,1.0,150.0,1,1
E,E01012738,77.09,37.9,33.0,78.50739514286424,1,1.0,151.0,1,1
E,E01006677,73.333,51.9,33.900000000000006,78.48253192908773,1,1.0,152.0,1,1
E,E01008011,74.795,45.7,33.900000000000006,78.48047286276905,1,1.0,153.0,1,1
E,E01006560,72.629,45.6,38.6,78.47387806998482,1,1.0,154.0,1,1
E,E01006817,74.358,41.5,36.9,78.45178849298036,1,1.0,155.0,1,1
E,E01012076,74.309,49.6,32.800000000000004,78.42217347490147,1,1.0,156.0,1,1
E,E01027416,73.732,46.9,35.4,78.4157698251389,1,1.0,157.0,1,1
E,E01008736,72.638,48.9,36.6,78.36562388129272,1,1.0,158.0,1,1
E,E01026597,74.353,38.7,38.0,78.33079850562777,1,1.0,159.0,1,1
E,E01009365,72.39,50.7,36.1,78.3231080547515,1,1.0,160.0,1,1
E,E01007126,71.864,43.5,40.8,78.28760743962997,1,1.0,161.0,1,1
E,E01006647,74.341,44.2,35.099999999999994,78.28541576647982,1,1.0,162.0,1,1
E,E01024676,76.553,40.0,32.300000000000004,78.22369058621732,1,1.0,163.0,1,1
E,E01012735,74.73,36.5,37.9,78.18410188443103,1,1.0,164.0,1,1
E,E01015155,72.714,45.1,37.8,78.16021968606772,1,1.0,165.0,1,1
E,E01011368,75.543,39.900000000000006,34.300000000000004,78.14186793620125,1,1.0,166.0,1,1
E,E01005203,75.035,44.4,33.1,78.14045132139124,1,1.0,167.0,1,1
E,E01006443,73.408,43.3,37.0,78.08073156879999,1,1.0,168.0,1,1
E,E01011973,72.905,46.0,36.7,78.07732865880847,1,1.0,169.0,1,1
S,S01010344,78.05354600449492,41.0,33.0,78.05354600449492,1,1.0,170.0,1,1
S,S01009976,78.03081004310611,44.0,32.0,78.03081004310611,1,1.0,171.0,1,1
E,E01013137,74.948,41.199999999999996,34.599999999999994,78.02654590293993,1,1.0,172.0,1,1
W,W01000144,69.2,43.0,36.0,77.96004011153782,1,1.0,173.0,1,1
E,E01012944,75.033,38.0,35.5,77.83007759700435,1,1.0,174.0,1,1
E,E01014831,72.904,47.4,35.3,77.82914031347381,1,1.0,175.0,1,1
E,E01007121,72.839,47.099999999999994,35.3,77.7237500196745,1,1.0,176.0,1,1
N,95ZZ06W1,75.19204448526636,25.8,53.0,77.68866494702999,1,1.0,177.0,1,1
E,E01007289,71.878,47.9,36.6,77.59287667821883,1,1.0,178.0,1,1
E,E01012000,71.572,46.300000000000004,38.0,77.5662870589875,1,1.0,179.0,1,1
E,E01013948,71.684,46.6,37.6,77.56414856680352,1,1.0,180.0,1,1
E,E01013140,75.879,43.9,29.9,77.5516138081856,1,1.0,181.0,1,1
E,E01025156,72.179,48.699999999999996,35.4,77.5409888651144,1,1.0,182.0,1,1
W,W01001209,74.8,45.0,27.0,77.44989478987185,1,1.0,183.0,1,1
E,E01024906,77.026,36.9,30.7,77.44659802730406,1,1.0,184.0,1,1
E,E01015842,73.557,47.4,32.800000000000004,77.4357440928814,1,1.0,185.0,1,1
E,E01013877,73.881,44.800000000000004,33.300000000000004,77.39061899814162,1,1.0,186.0,1,1
E,E01033483,73.994,41.0,34.9,77.35789969220245,1,1.0,187.0,1,1
E,E01006963,73.993,44.0,33.300000000000004,77.33090212113315,1,1.0,188.0,1,1
E,E01007006,74.774,41.4,32.9,77.31629060656236,1,1.0,189.0,1,1
S,S01009126,77.25736270273397,37.0,29.0,77.25736270273397,1,1.0,190.0,1,1
S,S01007872,77.24879504735314,44.0,30.0,77.24879504735314,1,1.0,191.0,1,1
E,E01030250,74.332,41.3,33.7,77.24309179038458,1,1.0,192.0,1,1
E,E01019663,71.148,47.9,37.2,77.24261687947883,1,1.0,193.0,1,1
S,S01010023,77.23344524443823,47.0,33.0,77.23344524443823,1,1.0,194.0,1,1
S,S01013075,77.22737656194398,40.0,31.0,77.22737656194398,1,1.0,195.0,1,1
E,E01006880,72.419,41.3,37.7,77.19909087562652,1,1.0,196.0,1,1
E,E01012091,73.207,46.400000000000006,33.4,77.19699849303105,1,1.0,197.0,1,1
E,E01006674,72.003,51.1,33.6,77.19631306254738,1,1.0,198.0,1,1
E,E01008291,73.512,47.599999999999994,32.0,77.14951660365998,1,1.0,199.0,1,1
E,E01014726,75.488,40.8,31.2,77.14823672082872,1,1.0,200.0,1,1
E,E01016111,73.322,40.699999999999996,35.9,77.1416419280445,1,1.0,201.0,1,1
E,E01019156,71.737,43.3,37.9,77.10855716232946,1,1.0,202.0,1,1
E,E01020752,71.325,40.2,40.2,77.0488539919391,1,1.0,203.0,1,1
S,S01009843,76.97627258514564,42.0,30.0,76.97627258514564,1,1.0,204.0,1,1
E,E01019143,75.081,38.0,32.9,76.93140600477483,1,1.0,205.0,1,1
S,S01012491,76.92414003055032,42.0,32.0,76.92414003055032,1,1.0,206.0,1,1
E,E01007124,72.478,46.9,33.7,76.83114528023232,1,1.0,207.0,1,1
E,E01008380,72.353,46.2,34.2,76.78590054333556,1,1.0,208.0,1,1
S,S01013395,76.77292599420923,41.0,29.0,76.77292599420923,1,1.0,209.0,1,1
E,E01006779,72.513,43.9,34.699999999999996,76.66853779410596,1,1.0,210.0,1,1
E,E01008437,68.773,49.0,40.1,76.64586172142658,1,1.0,211.0,1,1
E,E01006766,74.389,43.1,31.0,76.64523619812074,1,1.0,212.0,1,1
S,S01010118,76.6092886015822,40.0,27.0,76.6092886015822,1,1.0,213.0,1,1
E,E01012112,71.936,42.199999999999996,36.6,76.59339968615373,1,1.0,214.0,1,1
S,S01010121,76.55816384982101,41.0,28.0,76.55816384982101,1,1.0,215.0,1,1
E,E01032471,73.255,45.0,32.2,76.54573957823973,1,1.0,216.0,1,1
E,E01006703,72.673,40.1,35.699999999999996,76.45629711362508,1,1.0,217.0,1,1
E,E01024657,74.458,42.8,30.4,76.42780763677169,1,1.0,218.0,1,1
E,E01005568,72.778,47.599999999999994,31.5,76.4001948962628,1,1.0,219.0,1,1
S,S01010336,76.38315234906952,38.0,32.0,76.38315234906952,1,1.0,220.0,1,1
S,S01011383,76.31324019729831,36.0,33.0,76.31324019729831,1,1.0,221.0,1,1
E,E01021015,72.225,50.4,31.0,76.30433996306635,1,1.0,222.0,1,1
E,E01006460,73.046,42.699999999999996,33.1,76.28614055233348,1,1.0,223.0,1,1
E,E01028263,72.967,37.9,35.6,76.24522005702221,1,1.0,224.0,1,1
E,E01009638,71.091,47.5,34.699999999999996,76.22520061169436,1,1.0,225.0,1,1
W,W01001308,74.4,46.0,25.0,76.21087027965181,1,1.0,226.0,1,1
E,E01005433,73.896,43.3,30.7,76.19149096268164,1,1.0,227.0,1,1
E,E01005090,73.349,42.8,32.1,76.17952894234497,1,1.0,228.0,1,1
S,S01010455,76.16562791138365,41.0,36.0,76.16562791138365,1,1.0,229.0,1,1
E,E01009002,71.83,48.5,32.300000000000004,76.1177477262415,1,1.0,230.0,1,1
E,E01013142,74.512,41.6,30.0,76.1058210039458,1,1.0,231.0,1,1
S,S01010903,76.10099192681004,42.0,34.0,76.10099192681004,1,1.0,232.0,1,1
E,E01033468,70.851,49.8,33.7,76.10052845781118,1,1.0,233.0,1,1
E,E01006248,73.622,40.6,32.4,76.09614803703332,1,1.0,234.0,1,1
E,E01005729,71.481,44.1,35.099999999999994,76.0486816224298,1,1.0,235.0,1,1
E,E01010032,73.297,48.9,28.7,76.03308177700148,1,1.0,236.0,1,1
S,S01010111,76.0181672568283,42.0,29.0,76.0181672568283,1,1.0,237.0,1,1
E,E01005952,71.016,45.5,35.199999999999996,75.98052778732625,1,1.0,238.0,1,1
S,S01011361,75.96178494620469,35.0,33.0,75.96178494620469,1,1.0,239.0,1,1
E,E01012127,70.522,42.9,37.5,75.94883965030866,1,1.0,240.0,1,1
E,E01005255,72.236,41.099999999999994,34.599999999999994,75.9046106075659,1,1.0,241.0,1,1
W,W01001662,72.1,44.0,28.0,75.8996746367482,1,1.0,242.0,1,1
S,S01010163,75.88752679764269,39.0,30.0,75.88752679764269,1,1.0,243.0,1,1
S,S01011384,75.88480995769024,40.0,30.0,75.88480995769024,1,1.0,244.0,1,1
E,E01012037,72.024,50.5,30.099999999999998,75.8427880275416,1,1.0,245.0,1,1
E,E01006790,72.566,42.1,33.2,75.83987249525333,1,1.0,246.0,1,1
S,S01009980,75.83022927610544,43.0,30.0,75.83022927610544,1,1.0,247.0,1,1
E,E01009160,71.69,48.1,31.900000000000002,75.79187320291439,1,1.0,248.0,1,1
E,E01007970,70.205,37.4,40.5,75.77502394580071,1,1.0,249.0,1,1
S,S01010904,75.74202740205827,45.0,33.0,75.74202740205827,1,1.0,250.0,1,1
E,E01011978,72.03,45.2,32.4,75.70418691398851,1,1.0,251.0,1,1
E,E01006702,72.822,42.6,31.900000000000002,75.66211145199955,1,1.0,252.0,1,1
E,E01024678,73.499,39.7,31.900000000000002,75.65584377278437,1,1.0,253.0,1,1
E,E01012686,70.955,44.3,35.0,75.64133193496598,1,1.0,254.0,1,1
E,E01012100,70.723,40.0,37.6,75.60935034665808,1,1.0,255.0,1,1
E,E01006436,72.718,38.4,34.0,75.56775784321887,1,1.0,256.0,1,1
E,E01012267,71.142,44.6,34.0,75.48139076934117,1,1.0,257.0,1,1
E,E01033747,74.499,37.7,30.2,75.45309546296728,1,1.0,258.0,1,1
E,E01015231,71.902,40.400000000000006,34.4,75.44527722035467,1,1.0,259.0,1,1
S,S01013138,75.43619838591516,40.0,29.0,75.43619838591516,1,1.0,260.0,1,1
S,S01010495,75.40098513083655,40.0,30.0,75.40098513083655,1,1.0,261.0,1,1
E,E01008666,69.062,47.699999999999996,36.6,75.37194796143652,1,1.0,262.0,1,1
E,E01005665,71.863,44.6,32.0,75.32072143710404,1,1.0,263.0,1,1
N,95GG47S2,71.3357266598529,21.0,57.0,75.30993884453132,1,1.0,264.0,1,1
S,S01013135,75.28976526265197,40.0,32.0,75.28976526265197,1,1.0,265.0,1,1
E,E01012059,73.511,40.400000000000006,30.5,75.2894713888683,1,1.0,266.0,1,1
S,S01007812,75.20127126042358,42.0,27.0,75.20127126042358,1,1.0,267.0,1,1
W,W01000241,72.1,47.0,26.0,75.20084813510131,1,1.0,268.0,1,1
S,S01012501,75.17653465852098,37.0,29.0,75.17653465852098,1,1.0,269.0,1,1
E,E01013693,72.55,42.6,31.1,75.16315942992891,1,1.0,270.0,1,1
S,S01012838,75.14758474011573,40.0,29.0,75.14758474011573,1,1.0,271.0,1,1
E,E01010710,74.227,37.1,30.2,75.13217003407146,1,1.0,272.0,1,1
E,E01011625,72.732,45.9,28.9,75.11710319876585,1,1.0,273.0,1,1
S,S01010046,75.09929287001063,41.0,29.0,75.09929287001063,1,1.0,274.0,1,1
E,E01009577,70.862,48.1,31.7,75.07762759608768,1,1.0,275.0,1,1
E,E01011363,73.67,40.9,29.299999999999997,75.0724668539372,1,1.0,276.0,1,1
W,W01000413,73.4,47.0,24.0,75.0724023068703,1,1.0,277.0,1,1
S,S01009939,74.97278561808045,39.0,32.0,74.97278561808045,1,1.0,278.0,1,1
E,E01011658,72.671,40.0,31.6,74.9605737522079,1,1.0,279.0,1,1
N,95MM12S2,71.31017101003705,22.0,50.7,74.94737868878092,1,1.0,280.0,1,1
E,E01019139,71.505,36.4,35.9,74.94432307258907,1,1.0,281.0,1,1
S,S01009940,74.93020320048399,40.0,31.0,74.93020320048399,1,1.0,282.0,1,1
E,E01005138,73.414,41.6,29.099999999999998,74.9301710051206,1,1.0,283.0,1,1
S,S01010224,74.9136389445445,43.0,27.0,74.9136389445445,1,1.0,284.0,1,1
E,E01010964,71.544,46.0,30.8,74.89786328925376,1,1.0,285.0,1,1
E,E01008439,71.679,40.1,33.5,74.89336475040186,1,1.0,286.0,1,1
E,E01012060,71.336,47.199999999999996,30.599999999999998,74.88441930034965,1,1.0,287.0,1,1
E,E01005483,71.698,44.4,31.1,74.83212166532236,1,1.0,288.0,1,1
E,E01008124,72.697,40.5,30.9,74.82038685844378,1,1.0,289.0,1,1
E,E01005658,72.41,40.300000000000004,31.5,74.7771000174823,1,1.0,290.0,1,1
E,E01005683,72.47,45.1,28.799999999999997,74.7312902342024,1,1.0,291.0,1,1
E,E01006442,70.378,39.4,36.1,74.6918567471325,1,1.0,292.0,1,1
E,E01008303,71.356,39.5,33.900000000000006,74.67686543590347,1,1.0,293.0,1,1
E,E01006412,70.402,46.6,32.300000000000004,74.66193872674441,1,1.0,294.0,1,1
E,E01005432,72.323,41.4,30.8,74.65920641247716,1,1.0,295.0,1,1
E,E01012252,70.272,48.1,31.8,74.65597983145592,1,1.0,296.0,1,1
E,E01005758,72.065,38.5,32.800000000000004,74.64761513565686,1,1.0,297.0,1,1
E,E01007736,70.649,47.699999999999996,31.1,74.62313672776064,1,1.0,298.0,1,1
E,E01006610,73.776,39.300000000000004,28.599999999999998,74.60953022818359,1,1.0,299.0,1,1
E,E01005141,71.241,38.800000000000004,34.0,74.49539220085444,1,1.0,300.0,1,1
E,E01007220,71.432,41.3,32.300000000000004,74.4897067707437,1,1.0,301.0,1,1
E,E01005259,72.603,42.4,29.2,74.48369231678322,1,1.0,302.0,1,1
E,E01011792,71.126,39.800000000000004,33.6,74.44544481740965,1,1.0,303.0,1,1
E,E01005088,72.174,44.2,29.099999999999998,74.44476577809974,1,1.0,304.0,1,1
S,S01010332,74.43436069328004,40.0,26.0,74.43436069328004,1,1.0,305.0,1,1
E,E01010617,70.94,41.5,33.1,74.43269644027241,1,1.0,306.0,1,1
E,E01006455,70.978,43.1,32.2,74.43138853464872,1,1.0,307.0,1,1
S,S01009534,74.42123666597368,42.0,27.0,74.42123666597368,1,1.0,308.0,1,1
E,E01007008,70.525,41.3,34.0,74.39811299140177,1,1.0,309.0,1,1
E,E01024683,69.77,42.4,35.0,74.37401023430847,1,1.0,310.0,1,1
E,E01013278,70.656,44.9,31.8,74.36746957804873,1,1.0,311.0,1,1
E,E01012854,70.596,40.300000000000004,34.1,74.30594210456474,1,1.0,312.0,1,1
E,E01013726,71.184,43.8,30.8,74.21549572264573,1,1.0,313.0,1,1
E,E01027140,72.233,39.7,30.599999999999998,74.20589639023714,1,1.0,314.0,1,1
E,E01013818,70.39,47.0,30.8,74.18598213850463,1,1.0,315.0,1,1
E,E01017040,72.083,42.3,29.5,74.17000993328556,1,1.0,316.0,1,1
E,E01006638,70.825,43.1,31.7,74.13272987509438,1,1.0,317.0,1,1
S,S01010330,74.12783261868206,38.0,28.0,74.12783261868206,1,1.0,318.0,1,1
E,E01006778,70.381,42.1,33.1,74.10904184721059,1,1.0,319.0,1,1
E,E01022026,71.02,40.6,32.4,74.07786017044627,1,1.0,320.0,1,1
E,E01013691,71.829,41.3,30.3,74.07772104005375,1,1.0,321.0,1,1
